회사명,거래소코드,회계년도,총자본증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),순이익증가율(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),자본금순이익률(IFRS),유보율(IFRS),사내유보율(IFRS),자기자본배당률(IFRS),배당성향(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),부채비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),PER(최저)(IFRS),PBR(최저)(IFRS),PCR(최저)(IFRS),PSR(최저)(IFRS)
대상(주),001680,2020/12,5.49,6.98,6.02,0.35,4.42,5.08,11.07,319.71,2885.83,0,2.35,21.91,46.17,53.83,116.58,1.15,2.5,72.32,2.12,4.11,0.46,4.26,0.18
대상(주),001680,2021/12,12.8,12.45,10.38,21.59,4.87,5.65,12.26,388.72,3257.43,0,2.38,20.59,46.03,53.97,117.27,1.16,2.52,79.83,2.15,5.45,0.66,15.56,0.27
대상(주),001680,2016/12,19.52,8.4,12.4,-1.3,3.88,4.1,8.93,199.81,2228.42,0,1.72,20.04,43.93,56.07,127.66,1.06,2.3,51.44,1.96,13.04,1.16,16.28,0.51
대상(주),001680,2019/12,20.63,9.28,9.89,48.33,4.67,5.68,11.92,318.6,2690.91,0,2.15,18.84,45.53,54.47,119.65,1.22,2.55,68.22,2.33,6.43,0.76,5.63,0.3
대상홀딩스(주),084690,2018/12,1.22,0.96,13.38,7.41,59.29,2.97,3.12,32.69,952.78,100,1.81,58.2,95.16,4.84,5.08,0.05,0.05,0.55,1.06,21.08,0.67,17.82,12.5
대상홀딩스(주),084690,2019/12,-1.16,-1.51,45.74,-88.96,4.49,0.33,0.35,3.61,936.84,0,1.93,554.97,94.82,5.18,5.46,0.07,0.08,0.8,1.46,166.01,0.59,11.04,7.45
대상홀딩스(주),084690,2020/12,-1.98,-1.1,-12.87,79.04,9.23,0.6,0.63,6.46,925.46,0,2.15,340.93,95.67,4.33,4.53,0.06,0.07,0.7,1.36,50,0.32,8.11,4.61
대상홀딩스(주),084690,2021/12,22.89,-2.17,7.16,51.72,13.07,0.82,0.97,9.8,903.23,0,2.39,245.11,76.16,23.84,31.3,0.06,0.07,0.75,0.42,89.78,0.91,30.98,11.73
대상홀딩스(주),084690,2017/12,0.62,1.41,7.66,51.44,62.59,2.79,2.94,30.44,942.78,100,1.73,59.22,95.41,4.59,4.81,0.04,0.05,0.49,0.9,29.01,0.87,29.59,18.16
대상홀딩스(주),084690,2016/12,-0.2,0.32,13.39,-23.94,44.5,1.85,1.96,20.1,928.33,0,1.66,84.71,94.67,5.33,5.63,0.04,0.04,0.45,0.74,47.52,0.95,32.91,21.14
대성산업(주),128820,2018/12,-2.22,14.3,131.27,-97.18,0.67,0.6,1.41,2.51,93.84,0,0,0,46.05,53.95,117.16,0.9,2.12,3.76,1.58,26.3,0.36,0,0.18
대성산업(주),128820,2016/12,-13.07,-60.16,-6.87,0,-19.97,-15.6,-174.04,-62.77,-77.63,0,0,0,5.49,94.51,1720.67,0.78,8.71,3.14,0.86,0,3.83,10.4,0.13
대성산업(주),128820,2020/12,1.88,21.67,-7.06,0,4.45,3.6,7.8,14.09,101.86,0,0,0,50.18,49.82,99.27,0.81,1.75,3.16,1.5,3.21,0.23,5.33,0.14
대성산업(주),128820,2021/12,1.14,2.01,10.89,-91.59,0.34,0.3,0.59,1.18,105.36,0,0,0,50.61,49.39,97.58,0.88,1.75,3.51,1.78,51.26,0.31,0,0.17
대성산업(주),128820,2019/12,-5.79,-14.02,-9.48,0,-7.91,-6.74,-15.29,-26.94,67.24,0,0,0,42.02,57.98,137.96,0.85,1.93,3.41,1.52,0,0.39,0,0.18
대성산업(주),128820,2017/12,7.15,668.53,-50.69,0,54.68,21.87,94.95,82.34,70.14,0,0,0,39.39,60.61,153.84,0.4,1.74,1.51,0.52,0.54,0.3,16.52,0.29
대성에너지(주),117580,2018/12,1.22,0.69,0.61,-11.32,1.71,2.03,4.37,47.89,999.14,100,2.27,52.21,46.24,53.76,116.27,1.19,2.56,28.02,2.21,10.94,0.49,2.82,0.19
대성에너지(주),117580,2019/12,6.52,1.67,0.43,3.2,1.76,2.01,4.46,49.42,1017.48,100,2.24,50.59,44.13,55.87,126.59,1.15,2.54,28.15,2.09,10.42,0.47,2.95,0.18
대성에너지(주),117580,2020/12,0.94,2.69,-4.16,6.34,1.95,2.07,4.64,52.55,1047.5,100,2.18,47.57,44.9,55.1,122.74,1.06,2.38,26.97,1.91,7.01,0.33,2.84,0.14
대성에너지(주),117580,2021/12,5.78,1.12,3.7,-13.4,1.63,1.73,3.94,45.51,1067.53,100,2.13,54.32,42.92,57.08,133,1.06,2.42,27.97,1.9,11.1,0.45,2.55,0.18
대성에너지(주),117580,2016/12,-0.82,2.49,-15.63,1.86,1.89,2.24,4.84,50.85,962.9,0,2.35,49.17,46.97,53.03,112.91,1.18,2.56,26.86,2.2,11.11,0.55,3.02,0.21
대성에너지(주),117580,2017/12,3.77,2.7,3.71,6.2,1.94,2.34,5.01,54,991.57,100,2.29,46.3,46.48,53.52,115.14,1.21,2.59,27.85,2.27,11.13,0.57,3.45,0.22
대성홀딩스(주),016710,2018/12,0.44,0.81,-7.93,3.28,27.42,1.61,2.74,39.65,1355.27,0,1.72,63.05,59.06,40.94,69.33,0.06,0.1,1.45,0.14,15.33,0.43,17.04,4.21
대성홀딩스(주),016710,2019/12,-10.3,-0.41,-28.63,-40.42,22.89,1.01,1.63,23.62,1349.24,0,1.73,105.83,65.56,34.44,52.53,0.04,0.07,1.03,0.12,25.99,0.43,54.07,5.95
대성홀딩스(주),016710,2020/12,5.06,5.72,117.63,363.19,48.72,4.83,7.34,109.42,1432.13,0,1.63,22.85,65.98,34.02,51.57,0.1,0.15,2.25,0.29,6.9,0.5,5.24,3.36
대성홀딩스(주),016710,2021/12,-0.02,0.81,-48.14,-64.58,33.28,1.67,2.52,38.76,1444.5,100,1.62,64.5,66.52,33.48,50.33,0.05,0.08,1.16,0.15,63.21,1.61,112.23,21.04
대성홀딩스(주),016710,2017/12,-3.15,0.67,-11.19,-14.52,24.45,1.54,2.67,38.39,1343.52,0,1.73,65.12,58.84,41.16,69.96,0.06,0.11,1.57,0.15,20.47,0.56,16.68,5.01
대성홀딩스(주),016710,2016/12,0.36,0.68,0.11,174.8,25.4,1.78,3.14,44.91,1333.94,0,1.74,55.67,56.6,43.4,76.67,0.07,0.12,1.77,0.16,19.1,0.61,19.62,4.85
대신증권(주),003540,2018/12,3.73,4.52,-31.61,86.95,5.13,0.83,6.54,26.4,353.17,0,2.54,39.66,12.81,87.19,680.79,0.16,1.25,5.14,0.19,7.94,0.53,0,0.41
대신증권(주),003540,2019/12,-3.81,0.31,2.32,-23.41,3.84,0.64,4.89,20.22,365.27,0,3.83,78.5,13.36,86.64,648.73,0.17,1.27,5.26,0.19,10.51,0.54,0,0.4
대신증권(주),003540,2020/12,13.97,5.66,0.06,93.75,7.44,1.18,9.2,39.18,394.05,0,4.23,47.22,12.38,87.62,707.65,0.16,1.2,5.27,0.18,3.39,0.32,0,0.25
대신증권(주),003540,2021/12,-1.48,6.5,6.23,4.87,7.35,1.17,9.09,41.08,420.76,0,4.66,52.85,13.38,86.62,647.12,0.16,1.2,5.59,0.18,5.85,0.55,7.31,0.43
대신증권(주),003540,2017/12,-7.02,2.1,-15.43,100.84,1.88,0.44,3.61,14.12,336.14,0,2.6,72.73,12.71,87.29,686.75,0.23,1.9,7.52,0.27,14.48,0.54,0,0.27
대신증권(주),003540,2016/12,-10.39,0.11,20.07,-68.29,0.79,0.2,1.82,7.03,328.71,0,2.39,131.67,11.58,88.42,763.92,0.25,2.3,8.89,0.28,27.41,0.52,0,0.22
대영포장(주),014160,2018/12,5.33,8.59,-3.85,0,3.54,4.98,7.88,19.77,168.54,0,0,0,64.16,35.84,55.85,1.41,2.23,5.58,3.83,7.16,0.55,4.67,0.25
대영포장(주),014160,2017/12,-0.98,-6.43,16.83,0,-0.95,-1.42,-2.22,-5.56,152.28,0,0,0,62.24,37.76,60.68,1.5,2.33,5.86,4.16,0,0.68,50.06,0.28
대영포장(주),014160,2020/12,-2.02,2.23,-3.47,-69.29,1.27,1.58,2.18,6.11,193.54,0,0,0,74,26,35.13,1.24,1.71,4.81,4.5,21.26,0.46,4.14,0.27
대영포장(주),014160,2021/12,18.33,8.67,23.74,203.29,3.12,4.43,6.26,18.54,218.15,0,0,0,67.96,32.04,47.14,1.42,2.01,5.95,4.85,15.75,0.95,15.75,0.49
대영포장(주),014160,2019/12,-2.96,7.26,-9.99,1.58,4,5.01,7.42,19.91,187.35,0,0,0,70.93,29.07,40.99,1.25,1.86,4.98,3.86,9.93,0.72,3.71,0.4
대영포장(주),014160,2016/12,-0.51,10.71,9.38,0,4.01,5.1,8.15,20.41,159.18,0,0,0,65.86,34.14,51.84,1.27,2.03,5.09,3.39,8.75,0.68,13.09,0.35
대우전자부품(주),009320,2018/12,7.9,2.89,11.31,-61.76,1.84,1.69,2.98,4.85,64.97,0,0,0,55.49,44.51,80.2,0.92,1.62,2.63,2.12,48.48,1.49,101.65,0.89
대우전자부품(주),009320,2017/12,3.35,8.53,11.81,35.11,5.37,4.68,8.23,12.68,60.33,0,0,0,58.2,41.8,71.84,0.87,1.53,2.36,2.02,22.72,1.88,13.51,1.22
대우전자부품(주),009320,2020/12,18.73,-5.45,42.15,0,-4.77,-4.28,-10.09,-15.22,46.6,0,0,0,37.96,62.04,163.41,0.9,2.11,3.19,1.56,0,1.96,0,0.81
대우전자부품(주),009320,2021/12,2.61,0.11,30.59,0,-0.04,-0.04,-0.12,-0.17,46.76,0,0,0,37.04,62.96,169.98,1.06,2.84,4.16,1.7,0,3.3,24.98,1.05
대우전자부품(주),009320,2016/12,2.31,21.74,8.79,43.33,4.44,3.56,6.97,9.84,47.73,0,0,0,55.42,44.58,80.45,0.8,1.57,2.22,1.64,24.44,1.61,11,1.09
대우전자부품(주),009320,2019/12,9.41,-6.02,-14.69,0,-4.64,-3.34,-6.5,-10.4,55.04,0,0,0,47.67,52.33,109.78,0.72,1.4,2.24,1.48,0,2.28,32.44,1.44
대우조선해양(주),042660,2018/12,6.48,36,-9.73,28,9.86,8.31,29.22,175.32,589.89,0,0,0,31.8,68.2,214.51,0.84,2.96,17.79,1.18,1.58,0.4,2.1,0.16
대우조선해양(주),042660,2017/12,-18.25,1048.52,-6.6,0,6.95,6.03,49.56,169.69,409.91,0,0,0,24.89,75.11,301.7,0.87,7.13,24.41,0.99,0.46,0.12,0,0.03
대우조선해양(주),042660,2020/12,-8.26,3.72,-15.34,0,1.63,1.08,3.1,21.16,595.81,0,0,0,37.1,62.9,169.54,0.66,1.9,13.01,1.02,10.16,0.31,0,0.17
대우조선해양(주),042660,2021/12,2.83,-43.52,-36.3,0,-37.3,-16.25,-56.77,-309.01,293.09,0,0,0,20.38,79.62,390.72,0.44,1.52,8.28,0.61,0,1.13,5.03,0.53
대우조선해양(주),042660,2019/12,-5.7,-2.69,-13.36,0,-0.69,-0.51,-1.57,-10.67,571.36,0,0,0,32.81,67.19,204.77,0.73,2.26,15.37,1.08,0,0.69,0.98,0.3
대우조선해양(주),042660,2016/12,-21.84,2.61,-14.82,0,-26.27,-19.46,-1268,-350.86,-28.23,0,0,0,1.77,98.23,5543.69,0.74,48.27,13.36,0.75,0,5.19,0,0.09
대원강업(주),000430,2018/12,-6.88,1.4,-7.93,-4.06,2.2,2.21,3.9,50.45,1203.41,0,1.76,45.59,59.31,40.69,68.61,1,1.77,22.89,2.33,11.89,0.48,1.92,0.26
대원강업(주),000430,2019/12,-4.28,1.3,-3.74,-34.02,1.51,1.55,2.54,33.28,1220.31,0,1.74,69.1,62.76,37.24,59.33,1.02,1.68,22.03,2.63,19.47,0.51,29.47,0.29
대원강업(주),000430,2020/12,0.46,0.28,-11.79,-21.59,1.34,1.24,1.97,26.1,1223.94,0,1.51,76.64,62.65,37.35,59.62,0.92,1.47,19.44,2.47,17.63,0.36,7.19,0.24
대원강업(주),000430,2021/12,-1.42,2.01,2.77,-1.61,1.29,1.22,1.92,25.68,1250.56,0,1.48,77.89,64.83,35.17,54.25,0.95,1.49,19.98,2.62,27.49,0.54,16.32,0.35
대원강업(주),000430,2017/12,-11.97,1.92,-7.64,-37.82,2.12,2.09,4.13,52.59,1185.44,0,1.79,43.74,54.47,45.53,83.6,0.99,1.95,24.86,1.99,13.33,0.57,3.11,0.28
대원강업(주),000430,2016/12,9.5,5.5,7.91,1.52,3.14,3.3,6.88,84.57,1161.26,0,1.98,29.56,47.05,52.95,112.55,1.05,2.19,26.92,2.01,9.41,0.66,14.52,0.3
대원전선(주),006340,2018/12,-14.89,1.32,-14.44,89.71,0.29,0.61,1.53,3.5,130.84,0,0,0,43.45,56.55,130.15,2.08,5.23,11.99,3.44,61.67,0.95,0,0.18
대원전선(주),006340,2017/12,11.97,0.33,20.59,-74.14,0.13,0.31,0.81,1.85,127.84,0,0,0,36.5,63.5,173.96,2.37,6.16,14.01,3.86,111.58,0.92,0,0.15
대원전선(주),006340,2020/12,0.56,6.2,-9.45,0,0.64,1.22,2.77,6.41,133.67,100,0,0,45.34,54.66,120.54,1.9,4.3,9.94,3.39,16.63,0.45,7.35,0.11
대원전선(주),006340,2021/12,16.84,2.63,29.35,-43.63,0.28,0.63,1.5,3.54,139.82,0,0,0,39.83,60.17,151.07,2.26,5.32,12.6,3.91,63.79,0.94,0,0.18
대원전선(주),006340,2016/12,6.05,8.06,-4.77,51.03,0.61,1.32,3.27,7.14,127.08,0,0,0,40.73,59.27,145.49,2.15,5.32,11.62,3.6,31.38,1,16.52,0.19
대원전선(주),006340,2019/12,0.43,-0.76,-6.56,0,-0.1,-0.22,-0.5,-1.15,129.08,0,0,0,42.93,57.07,132.91,2.1,4.87,11.2,3.7,0,0.8,30.61,0.16
대원제약(주),003220,2018/12,21.35,9.08,7.68,186.35,8.21,9.38,13.43,249.64,1832.77,0,2.7,21,66.49,33.51,50.4,1.14,1.64,30.41,3.79,11.49,1.7,6.59,0.94
대원제약(주),003220,2019/12,19.13,11.68,11.19,15.98,8.56,9.06,14.1,278.63,1992.57,0,2.49,18.65,62.33,37.67,60.44,1.06,1.65,32.54,2.96,9.39,1.44,7.94,0.8
대원제약(주),003220,2020/12,2.52,4.38,-2.84,-35.23,5.71,5.33,8.47,175.29,2069.9,0,1.49,17.96,63.46,36.54,57.58,0.93,1.48,30.71,2.52,10.9,1.03,7.29,0.62
대원제약(주),003220,2021/12,20.13,2.41,10.68,-61.52,1.98,1.84,3.15,64.91,2018.3,0,1.91,61.22,54.1,45.9,84.85,0.93,1.59,32.71,2.23,46.21,1.68,13.84,0.92
대원제약(주),003220,2016/12,9.73,8.34,11.95,6.31,8.2,9.57,12.57,224.4,1771.5,0,2.79,23.12,75.72,24.28,32.07,1.17,1.53,27.37,4.9,14.29,1.89,12.64,1.17
대원제약(주),003220,2017/12,4.88,2.45,10.45,-58.42,3.09,3.71,4.96,90.62,1761.97,0,2.81,57.27,73.96,26.04,35.2,1.2,1.61,29.36,4.78,39.3,2.16,62.37,1.21
대원화성(주),024890,2018/12,5.78,8.25,-2.65,0,0.66,0.64,1.04,3.54,253.74,0,0,0,61.79,38.21,61.85,0.97,1.58,5.36,2.48,69.47,0.71,16.61,0.46
대원화성(주),024890,2017/12,-9.95,-1.08,-6.76,0,-0.78,-0.75,-1.31,-4.29,226.88,0,0,0,60.37,39.63,65.63,0.97,1.68,5.5,2.28,0,1.38,22.02,0.81
대원화성(주),024890,2016/12,5.96,9,-14.44,-39.3,4.87,4.94,9.11,28.75,230.43,0,0,0,54.96,45.04,81.95,1.01,1.87,5.9,2.22,15.79,1.39,15.03,0.77
대원화성(주),024890,2021/12,3.76,-6.87,4.64,0,-6.51,-5.44,-9.52,-33.74,246.16,0,0,0,54.14,45.86,84.71,0.84,1.46,5.19,1.95,0,0.95,0,0.62
대원화성(주),024890,2019/12,7.14,8.52,15.68,709.62,4.62,4.85,7.81,28.67,283.75,100,0.52,6.95,62.58,37.42,59.79,1.05,1.69,6.2,2.78,8.13,0.61,10.94,0.38
대원화성(주),024890,2020/12,-0.4,-4,-20.06,0,-2.09,-1.7,-2.77,-10.37,268.45,100,0.54,0,60.32,39.68,65.79,0.81,1.32,4.96,2.11,0,0.38,0,0.28
대창단조(주),015230,2018/12,2.13,4.25,25.25,-13.96,3.18,4.97,5.74,86.84,1448.76,0,1.29,22.95,87.57,12.43,14.19,1.56,1.8,27.29,11.74,8.08,0.46,0,0.26
대창단조(주),015230,2017/12,6.41,5.39,27.24,-33,4.63,6.02,6.99,100.93,1382.54,0,1.35,19.82,85.79,14.21,16.57,1.3,1.51,21.79,9.41,8.79,0.61,0,0.41
대창단조(주),015230,2020/12,2.36,0.88,-11.02,-26.77,4.21,4.57,5.11,56.93,1081.49,0,1.46,28.66,88.79,11.21,12.63,1.09,1.22,13.54,10.29,2.25,0.12,49.42,0.09
대창단조(주),015230,2021/12,12.03,8.54,46.61,91.48,5.49,8.16,9.35,109.01,1177.05,0,2.02,22.45,86.03,13.97,16.24,1.49,1.7,19.85,11.73,5.65,0.52,0,0.31
대창단조(주),015230,2016/12,10.32,11.32,-6.87,8.18,8.8,9.73,11.28,150.63,1306.7,0,1.85,17.26,86.61,13.39,15.45,1.11,1.28,17.13,8.04,5.1,0.56,0,0.45
대창단조(주),015230,2019/12,-0.4,2.48,-20.37,27.9,5.11,6.31,7.1,91.46,1045.07,0,1.89,26.95,90.1,9.9,10.99,1.23,1.39,17.9,11.05,4.63,0.33,1.3,0.24
대한방직(주),001070,2018/12,-26.48,0.59,1.32,0,1.71,1.11,2,66.27,3262.46,0,0.88,43.8,65.82,34.18,51.93,0.65,1.17,38.82,1.47,15.47,0.31,0,0.26
대한방직(주),001070,2019/12,-28.01,-28.99,-26.71,0,-10.7,-7.02,-10.73,-304.41,2921.39,0,0,0,64.91,35.09,54.05,0.66,1,28.45,1.9,0,0.55,0,0.46
대한방직(주),001070,2020/12,10.06,7.84,12.01,0,1.42,1.19,1.85,45.27,3106.12,100,0,0,63.61,36.39,57.21,0.84,1.3,31.87,2.34,31.37,0.56,13.41,0.45
대한방직(주),001070,2021/12,8.53,1.93,14.3,-49.29,0.63,0.55,0.9,22.96,3147.04,100,0,0,59.74,40.26,67.39,0.87,1.42,36.42,2.28,168.13,1.49,0,1.06
대한방직(주),001070,2017/12,-5.86,-10.04,-14.26,0,-8.36,-4.53,-9.19,-320.12,3197.57,0,0,0,48.1,51.9,107.88,0.54,1.1,38.31,1.07,0,0.43,16.53,0.37
대한방직(주),001070,2016/12,1.24,10.7,1.08,0,0.1,0.06,0.13,4.65,3565.71,100,0,0,50.34,49.66,98.64,0.62,1.28,44.69,1.19,204.31,0.26,0,0.21
대한유화(주),006650,2018/12,-0.58,15.5,43.55,21.43,9.83,13.17,16.31,608.86,3911.19,0,1.51,9.9,86.83,13.17,15.16,1.34,1.66,61.94,6.97,3.76,0.58,2.74,0.37
대한유화(주),006650,2017/12,12.27,14.56,11.69,-23.03,11.62,11.44,15.45,501.42,3374.2,0,1.74,12.02,74.75,25.25,33.78,0.98,1.33,43.15,3.79,7.29,1.08,6.61,0.85
대한유화(주),006650,2020/12,3.99,6.26,-9.36,18.09,6.35,6.12,6.71,289.02,4346.76,0,1.02,15.64,92.16,7.84,8.51,0.96,1.06,45.52,10.95,3.32,0.22,1.32,0.21
대한유화(주),006650,2021/12,17.35,6.82,33.58,18.91,5.65,6.57,7.49,343.67,4649.59,0,1.11,15.34,83.89,16.11,19.2,1.16,1.33,60.81,9.44,7.54,0.56,3.51,0.43
대한유화(주),006650,2019/12,0.46,4.36,-18.92,-59.8,4.87,5.3,5.98,244.74,4085.49,0,0.9,15.39,90.2,9.8,10.87,1.09,1.23,50.22,9.47,6.83,0.41,3.04,0.33
대한유화(주),006650,2016/12,15.64,25.47,-7.78,36.58,16.86,16.92,23.97,651.44,2933.76,100,1.49,6.94,73.26,26.74,36.51,1,1.42,38.63,3.41,3.66,0.8,3.07,0.62
대한전선(주),001440,2018/12,-5.38,-3.67,4.33,0,0.37,0.47,1.55,1.32,-15.13,0,0,0,30.59,69.41,226.92,1.27,4.19,3.57,1.82,144.58,2.36,53.83,0.53
대한전선(주),001440,2019/12,1.94,-7.77,-8.76,0,-2.04,-2.4,-8.26,-6.64,-21.67,0,0,0,27.68,72.32,261.32,1.18,4.05,3.26,1.66,0,1.41,5.48,0.32
대한전선(주),001440,2020/12,-2.32,13.12,3.82,0,1.68,2.07,6.93,5.69,-11.74,0,0,0,32.05,67.95,212,1.23,4.11,3.38,1.75,13.87,0.93,46.28,0.23
대한전선(주),001440,2021/12,17.31,4.86,28.51,-11.88,1.15,1.7,5.61,5.02,-7.65,0,0,0,28.65,71.35,249.05,1.47,4.86,4.35,2.11,36.15,2.03,0,0.42
대한전선(주),001440,2017/12,-2.85,-2,22,0,-0.89,-1.04,-3.48,-3.05,-11.88,0,0,0,30.04,69.96,232.86,1.17,3.9,3.42,1.67,0,2.55,28.77,0.62
대한전선(주),001440,2016/12,6.6,10.91,-11.7,0,0.84,0.82,2.79,2.37,-10.11,0,0,0,29.78,70.22,235.75,0.97,3.33,2.83,1.38,152.55,4.23,0,1.28
대한제강(주),084010,2018/12,-13.69,-6.89,-10.14,0,-2.39,-3.91,-5.57,-99.29,1706.82,0,0.8,0,73.06,26.94,36.87,1.64,2.33,41.6,5.5,0,0.28,0,0.11
대한제강(주),084010,2019/12,-2.78,4.28,-13.86,0,2.72,4.2,5.55,97.41,1780.33,0,1.02,18.73,78.37,21.63,27.61,1.55,2.04,35.84,6.35,5.47,0.3,8.97,0.15
대한제강(주),084010,2020/12,10.61,-0.54,-12.75,-56.93,1.34,1.74,2.35,41.95,1790.88,0,1.47,62.6,70.46,29.54,41.92,1.3,1.75,31.27,5.04,7.94,0.19,0.56,0.11
대한제강(주),084010,2021/12,32.27,21.16,48.79,827.97,8.37,13.25,19.75,389.29,2168.04,0,1.62,8.99,64.54,35.46,54.93,1.58,2.36,46.52,4.81,2.62,0.48,2.17,0.22
대한제강(주),084010,2017/12,12.71,4.28,35.32,-25.46,2.38,4.28,6.09,110.15,1833.45,0,1.48,24.87,67.72,32.28,47.66,1.8,2.56,46.3,6.06,8.32,0.51,2.3,0.2
대한제강(주),084010,2016/12,3.69,7.78,-1.31,6.75,4.32,6.22,8.66,147.77,1757.65,0,1.7,20.39,73.19,26.81,36.62,1.44,2.01,34.21,5.11,4.77,0.41,4.75,0.21
대한제당(주),001790,2018/12,-1.16,-0.63,-4.17,-11.2,0.6,0.67,1.45,27.52,1831.03,0,1.1,75.39,46.25,53.75,116.22,1.12,2.42,45.97,2.07,26.74,0.4,14.5,0.16
대한제당(주),001790,2017/12,-3.92,0.09,0.81,-78.1,0.65,0.73,1.63,30.99,1843.02,0,1.09,66.95,46,54,117.37,1.14,2.52,47.98,2.07,29.04,0.49,89.83,0.19
대한제당(주),001790,2020/12,0.4,1.89,0.29,12.82,1.53,1.71,3.63,70.96,1926.32,100,1.7,47.21,47.57,52.43,110.2,1.12,2.37,46.36,2.12,7.33,0.27,2.2,0.11
대한제당(주),001790,2021/12,3.37,4.92,4.05,-20.2,1.17,1.34,2.8,37.75,936.35,0,2.13,77.94,48.29,51.71,107.08,1.14,2.38,32.16,2.19,19.39,0.55,0,0.23
대한제당(주),001790,2016/12,3.23,9.03,1.49,0,2.97,3.34,7.76,141.5,1841.28,0,1.29,17.32,44.16,55.84,126.45,1.12,2.61,47.59,1.97,5.58,0.43,6.27,0.17
대한제당(주),001790,2019/12,1.13,2.51,0.56,128.54,1.36,1.53,3.28,62.9,1869.02,0,1.33,41.08,46.88,53.12,113.31,1.12,2.41,46.23,2.1,11.19,0.37,0,0.15
대한제분(주),001130,2018/12,2.58,3.56,6.55,151.02,11.36,4.96,5.46,410.37,7588.98,0,0.64,11.86,91.27,8.73,9.57,0.44,0.48,36.11,4.77,7.9,0.43,9.1,0.9
대한제분(주),001130,2017/12,0.31,1.79,-5.29,-32.49,4.82,2.01,2.24,163.48,7323.79,100,0.53,23.82,90.41,9.59,10.61,0.42,0.46,33.89,4.06,19.88,0.44,16.38,0.96
대한제분(주),001130,2020/12,5.32,0.97,-2.02,100.7,1.77,0.79,0.85,65.42,7642.82,100,0.51,59.52,90.13,9.87,10.95,0.44,0.48,36.99,5.57,26.23,0.23,7.62,0.46
대한제분(주),001130,2021/12,23.7,13.73,11.55,1352.77,23.03,9.95,11.55,950.38,8696.46,100,0.56,5.12,82.87,17.13,20.67,0.43,0.5,41.26,3.11,2.94,0.32,20.03,0.68
대한제분(주),001130,2016/12,-6.71,0.23,-11.24,-4.93,6.77,2.87,3.35,242.17,7200.33,0,0.54,16.06,89.09,10.91,12.24,0.42,0.49,35.78,3.01,13.42,0.45,6.37,0.91
대한제분(주),001130,2019/12,-3.14,-0.23,4.54,-92.06,0.86,0.4,0.43,32.6,7563.7,100,0.51,119.46,94.01,5.99,6.37,0.46,0.49,37.75,6.21,86.21,0.37,0,0.74
대한해운(주),005880,2018/12,10.13,6.07,8.35,-25.78,4.12,1.55,5.44,26.59,406.83,0,0,0,27.94,72.06,257.93,0.38,1.32,6.45,0.52,14.93,0.79,2.43,0.62
대한해운(주),005880,2019/12,17.44,9.97,-23.05,43.16,7.67,1.95,7.21,38.06,460.89,0,0,0,26.16,73.84,282.25,0.25,0.94,4.96,0.35,10.85,0.75,2.04,0.83
대한해운(주),005880,2020/12,-19.89,-14.24,-17.48,0,-8.37,-1.8,-6.68,-34.28,386.24,0,0,0,28.01,71.99,257.06,0.22,0.8,4.09,0.29,0,0.67,2.13,0.77
대한해운(주),005880,2021/12,7.44,61.69,-4.75,0,22.66,5.03,14.25,76.63,495.96,0,0,0,42.15,57.85,137.25,0.22,0.63,3.38,0.34,5.86,0.68,2.78,1.33
대한해운(주),005880,2017/12,3.81,-4.38,41.54,59.78,6.02,2.23,7.39,35.82,373.98,0,0,0,29.01,70.99,244.71,0.37,1.23,5.95,0.53,9.18,0.69,2.68,0.55
대한해운(주),005880,2016/12,27.61,7.71,2.66,-27.7,5.33,1.6,4.69,22.42,395.69,0,0,0,31.49,68.51,217.52,0.3,0.88,4.2,0.45,13.38,0.61,2.9,0.71
대한화섬(주),003830,2018/12,4.39,6.32,-2.87,116.78,41.1,7.75,9.15,666.36,7574.05,0,0.17,1.9,85.43,14.57,17.05,0.19,0.22,16.21,1.23,3.03,0.28,36.36,1.25
대한화섬(주),003830,2017/12,15.56,17.11,5.94,33.08,18.41,3.92,4.7,307.4,7127.91,0,0.2,4.54,83.88,16.12,19.22,0.21,0.26,16.69,1.28,6.3,0.28,23.31,1.16
대한화섬(주),003830,2020/12,18.53,13.84,-23.94,-28.05,18.65,2.43,2.84,244.02,9211.72,0,0.08,2.84,84.07,15.93,18.96,0.13,0.15,13.09,0.91,3.58,0.1,4.38,0.67
대한화섬(주),003830,2021/12,25.68,22.21,35.05,50.44,20.77,2.99,3.61,367.11,11242.47,0,0.11,3.46,81.74,18.26,22.34,0.14,0.17,17.67,0.84,5.56,0.18,0,1.15
대한화섬(주),003830,2019/12,4.44,7.01,6.11,-49.1,19.71,3.78,4.36,339.15,8100.26,0,0.09,2.05,87.54,12.46,14.24,0.19,0.22,17.2,1.42,5.16,0.22,12.66,1.02
대한화섬(주),003830,2016/12,-6.35,-3.23,-22.7,0,14.66,3.07,3.77,230.99,6096.49,0,0,0,82.77,17.23,20.81,0.21,0.26,15.76,1.12,8.07,0.32,7.87,1.18
