회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),금융비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결),기타(영업)비용(*)(IFRS연결)
(주)우리기술,032820,2017/12,30179282,85218108,3265239,6323967,0,47596637,37621471,5024861,8186471,56682808,-33876851,0
(주)우리넷,115440,2017/12,,,,,,,,,,,,
(주)우리로,046970,2017/12,41059215,61415678,-10620831,2097652,0,28830619,32585059,-5854670,11113111,34416327,-10252701,0
(주)우정바이오,215380,2017/12,,,,,,,,,,,,
(주)우주일렉트로닉스,065680,2017/12,207604485,235100619,10545168,30704394,0,53629951,181470667,9368358,32587822,86897083,166859429,0
(주)원익,032940,2017/12,67244202,227932627,14780455,1105133,0,102289816,125642810,424264,29109713,203961286,95670319,0
(주)원익머트리얼즈,104830,2017/12,203032359,279621314,17753506,33163710,0,37780697,241840617,32882076,35897797,206884746,165015680,0
(주)원익아이피에스,240810,2017/12,630860973,409618121,95364581,112496282,0,96149729,313468392,122251768,128974518,129549022,117854461,0
(주)원익큐브,014190,2017/12,240166460,155057887,1583170,2261424,0,77141117,77916770,3350291,19471810,78953754,15127250,0
(주)원익큐엔씨,074600,2017/12,197261196,256883962,29384867,18640629,0,75898069,180985893,29617456,27255438,174119695,149375560,0
(주)원익테라세미콘,123100,2017/12,361142430,206158796,43188671,5798785,0,46444674,159714122,62957382,25026207,70034278,94544010,0
(주)원익피앤이,131390,2017/12,73627902,96277496,7543022,9228087,0,41329754,54947742,8777556,11321913,34475253,33930810,0
(주)원익홀딩스,030530,2017/12,481986655,1061203409,80652244,39800232,0,245682701,815520708,76308251,63535819,844236539,247520528,0
(주)원일특강,012620,2017/12,233964615,196712383,7194316,7914966,0,93500621,103211762,9230669,11651365,65473126,100627693,0
(주)원풍,008370,2017/12,71268328,85353998,2228071,9956238,0,9759182,75594816,3025219,5250627,48100408,53702303,0
(주)월덱스,101160,2017/12,88763719,109817234,6906008,9988576,0,56610959,53206276,11361907,13359441,57555079,15991475,0
(주)웨이브일렉트로닉스,095270,2017/12,55318246,88241640,1023460,1911911,0,43902823,44338816,2115128,17839256,67104883,-10334794,0
(주)웰크론,065950,2017/12,378624679,321583459,-6412944,48034721,0,195453056,126130403,3873019,59688442,142756562,-10102820,0
(주)웰크론한텍,076080,2017/12,251911709,211738840,-4990157,33577081,0,116705129,95033711,623399,13184399,87635181,26671425,0
(주)웹스,196700,2017/12,30683429,66026015,-776437,11304664,0,27074324,38951691,658290,7156534,40373168,19585177,0
(주)웹젠,069080,2017/12,166267380,323479051,29962485,52366061,0,54024415,269454636,44008355,122259026,98928174,145036054,0
(주)위니아,071460,2017/12,494925888,342705319,2230103,6666330,0,251627293,91078027,6719038,128334311,162777605,9659025,0
(주)위닉스,044340,2017/12,260728203,201005571,11319288,8177697,0,103488372,97517199,17280442,45363576,110797775,49082429,0
(주)위메이드,112040,2017/12,109568499,453300811,-885023,127139645,0,111265621,342035190,5975220,103593279,131197705,137341270,0
(주)위메이드맥스,101730,2017/12,32167674,82306971,-11950875,12306613,0,20678142,61628830,-8332096,40499771,48868029,21303208,0
(주)위메이드플레이,123420,2017/12,72654464,137620932,14145326,19712323,0,10278086,127342847,12520686,60133778,37681482,115988229,0
(주)위지트,036090,2017/12,39171022,85894313,4473890,10259877,0,24281789,61612524,4188701,6060534,59058775,13528566,0
(주)윈스,136540,2017/12,71987776,133594732,7720533,10681386,0,39411410,94183322,7460711,22744319,59908431,51788988,0
(주)윈팩,097800,2017/12,,,,,,,,,,,,
(주)윈하이텍,192390,2017/12,,,,,,,,,,,,
(주)유니온커뮤니티,203450,2017/12,37341656,48753082,1800673,6257735,0,17357545,31395537,2235548,12798442,17744034,8820895,0
(주)유니크,011320,2017/12,235151805,198353087,3256249,12758955,0,109487044,88866043,4170918,21754749,121030458,66651065,0
(주)유니테스트,086390,2017/12,168553717,149780160,24045718,39049613,0,57386547,92393613,32570784,28949674,42398610,59101917,0
(주)유니테크노,241690,2017/12,66136338,75464203,6202733,16400913,0,20229921,55234282,6903145,6027004,36372620,37502042,0
(주)유니트론텍,142210,2017/12,177323688,67126792,3016089,11976511,0,34588928,32537864,5346483,8563479,6427613,25936284,0
(주)유라테크,048430,2017/12,193904099,131412792,3500864,15303187,0,27876481,103536311,1372164,9642504,68051738,95641435,0
(주)유바이오로직스,206650,2017/12,,,,,,,,,,,,
(주)유비케어,032620,2017/12,82091101,69086705,3540826,22573783,0,22489622,46597083,7507284,34971437,18433852,19644391,0
(주)유비쿼스,264450,2017/12,,,,,,,,,,,,
(주)유비쿼스홀딩스,078070,2017/12,7773042,161062414,96694232,61511593,73465,5322777,155739637,1566269,5061927,70437252,305640706,0
(주)유성티엔에스,024800,2017/12,433582956,367543594,12028448,36065503,0,198258264,169285329,13115090,13565713,205213725,100218830,0
(주)유신,054930,2017/12,,,,,,,,,,,,
(주)유쎌,252370,2017/12,,,,,,,,,,,,
(주)유씨아이,038340,2017/12,19382735,18191682,-12992748,691177,0,14398269,3793413,-137790,8145647,12839751,-40704126,0
(주)유아이디,069330,2017/12,,,,,,,,,,,,
(주)유에스티,263770,2017/12,,,,,,,,,,,,
(주)유진로봇,056080,2017/12,64954553,116964916,-4065222,38669841,0,42935388,74029528,-1302264,16960128,31901423,-933964,0
(주)유진테크,084370,2017/12,130154065,265845995,27378454,28048889,0,34655181,231190814,25725536,37964392,108770123,226594832,0
(주)유테크,178780,2017/12,31989693,82530415,-18555067,2503896,0,65720429,16809986,-8804161,9737902,50988949,-10632421,0
(주)유티아이,179900,2017/12,50909072,70113010,10779137,14077183,0,14938625,55174385,14753642,10602192,28464429,21253971,0
(주)육일씨엔에쓰,191410,2017/12,148342591,136799816,13646583,6294588,0,108035150,28764666,15564119,14415871,58692220,15420634,0
(주)율호,072770,2017/12,56398147,44492489,-7755796,8997423,0,22734019,21758470,-6863757,10651947,8458857,-21012516,0
(주)이건홀딩스,039020,2017/12,206987239,257994754,2861769,16966878,0,159371006,98623749,6127811,26084708,185507244,65384117,0
(주)이글루코퍼레이션,067920,2017/12,60091644,49348116,4183121,8898185,0,7807171,41540945,3103172,56988472,17082012,10035250,0
(주)이글벳,044960,2017/12,,,,,,,,,,,,
(주)이노와이어리스,073490,2017/12,60670951,85758648,-213188,15869304,0,19650858,66107789,615134,20145676,46499638,51832340,0
(주)이노인스트루먼트,215790,2017/12,68524872,81611341,4207934,11542920,0,20885406,60725935,7784441,33056963,24874971,47022360,0
(주)이녹스,088390,2017/12,46130094,261737627,167690486,24219762,0,77021161,184716466,-15357060,25759926,187315517,273067313,0
(주)이녹스첨단소재,272290,2017/12,193104083,222982055,17296947,23568789,0,97654171,125327884,22165752,31002078,106388158,17394465,0
(주)이라이콤,041520,2017/12,344006411,273192453,-15659820,79547590,0,68557755,204634698,-929413,20773415,65162462,169249948,0
(주)이랜시스,264850,2017/12,,,,,,,,,,,,
(주)이랜텍,054210,2017/12,589202026,424992667,-1462094,38375211,0,271577862,153414805,3426644,50093960,200672897,105367623,0
(주)이루온,065440,2017/12,34944446,47939141,-1687684,4663576,0,29603437,18335704,-364197,11087757,17991174,-8941997,0
(주)이매진아시아,036260,2017/12,30211238,54668991,-15088717,1226320,0,17035229,37633762,-5716667,8130936,33334153,-65187157,0
(주)이미지스테크놀로지,115610,2017/12,27618911,30479807,-5183457,6549681,0,3790380,26689427,-5274491,7448592,7248413,9181075,0
(주)이브이수성,084180,2017/12,26355801,65868837,-21873411,2574056,0,48793843,17074994,-2022546,7051500,30762937,2721105,0
(주)이브이첨단소재,131400,2017/12,87080093,73771196,1168293,9265484,0,40308302,33462895,4721042,11020628,40978142,-3596578,0
(주)이상네트웍스,080010,2017/12,51095595,92182297,8049175,11623665,0,9606989,82575309,7969102,8766720,56432651,45054938,0
(주)이수앱지스,086890,2017/12,,,,,,,,,,,,
(주)이스트소프트,047560,2017/12,58522219,76899032,-2936874,10047895,0,51830304,25068728,-859109,59381329,47187371,12130740,0
(주)이십일스토어,270020,2017/12,,,,,,,,,,,,
(주)이엔에프테크놀로지,102710,2017/12,387027301,265199699,26009441,15777805,0,74367783,190831916,45348564,37329507,149386613,167757744,0
(주)이엔코퍼레이션,066980,2017/12,76200362,191843523,-5335707,62900510,0,40092463,151751060,4731577,71468785,107295386,695163,0
(주)이엘피,063760,2017/12,45634187,60167155,16079545,20586516,0,6547960,53619195,18164720,6021286,16614453,36914295,0
(주)이엠네트웍스,087730,2017/12,,,,,,,,,,,,
(주)이엠넷,123570,2017/12,28809795,69972973,3848912,16097261,0,26366000,43606973,4183134,24626661,20841791,29412996,0
(주)이엠앤아이,083470,2017/12,96801649,69805062,-33747717,5562660,0,55019301,14785761,-2460702,13612680,28752978,-28801059,0
(주)이엠텍,091120,2017/12,194381344,202562435,5935049,38428081,0,55350066,147212369,13626917,28883226,107863785,98526536,0
(주)이오테크닉스,039030,2017/12,404151529,438475339,42991245,43179788,0,77063778,361411562,59979121,33648485,182419822,277659056,0
(주)이즈미디어,181340,2017/12,53228212,68988907,329277,15963200,0,34368237,34620670,2409272,12482357,16168709,20943062,0
(주)이지,037370,2017/12,163964597,97419948,-1001606,7036852,0,45706071,51713877,1322488,13231456,45118370,14242588,0
(주)이지홀딩스,035810,2017/12,1398088836,1480823033,50878005,55881600,0,895209345,585613688,106030149,172907247,904456072,196591395,0
(주)이큐셀,160600,2017/12,60619125,73910576,684905,7077540,0,37196698,36713879,1919044,10848838,34200498,19472710,0
(주)이크레더블,092130,2017/12,34056744,49406966,10905313,4758577,0,7417828,41989139,13436333,20620411,6271010,31198451,0
(주)이퓨쳐,134060,2017/12,,,,,,,,,,,,
(주)인바디,041830,2017/12,93253713,112024745,19330782,11243192,0,5508522,106516223,24900250,44560657,36898726,103245565,0
(주)인산가,277410,2017/12,,,,,,,,,,,,
(주)인성정보,033230,2017/12,255835608,144741961,-3737487,12122212,0,100956151,43785810,3121730,26446698,20270136,-33007753,0
(주)인지디스플레이,037330,2017/12,478778394,269724157,1324456,19715756,0,108096628,161627528,2854491,24019017,166247754,116670791,0
(주)인콘,083640,2017/12,44012144,70188568,951802,20264319,0,21946306,48242262,1260626,8222340,22150689,26662416,0
(주)인터로조,119610,2017/12,80618215,118387760,19274418,5053406,0,16012683,102375076,24233728,22213033,46452953,92923072,0
(주)인터코스,240340,2017/12,,,,,,,,,,,,
(주)인터파크,108790,2017/12,482554415,526801429,8827856,48010963,0,358056436,168744993,16477055,202790821,168259914,54923511,0
(주)인터플렉스,051370,2017/12,805539295,554319083,41649245,39587212,0,197267857,357051227,61450799,23570887,237748366,53034695,0
(주)인텍플러스,064290,2017/12,24305556,31927080,-267286,5393634,0,13555995,18371085,29219,10088789,11839608,-1536123,0
(주)인텔리안테크놀로지스,189300,2017/12,83722395,108632480,3415922,14190638,0,44180110,64452369,7020258,30404280,38739897,28122110,0
(주)인트로메딕,150840,2017/12,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2017/12,10962774,45629570,-8734807,16388235,0,15331792,30297778,-3900277,8933042,14528913,-17448772,0
(주)인포마크,175140,2017/12,56415906,75998758,-7394955,12300790,0,54223246,21775512,-7032875,20172785,18923445,-947576,0
(주)인포바인,115310,2017/12,22677735,76773467,10603956,19517576,0,3747429,73026038,12535249,10142486,9544115,81020818,0
(주)인프라웨어테크놀러지,247300,2017/12,,,,,,,,,,,,
(주)인피니트헬스케어,071200,2017/12,72774154,90291874,1495849,20166312,0,19713765,70578109,5543879,34940980,20828797,29447880,0
(주)일신바이오베이스,068330,2017/12,12836996,38491508,1809813,5269266,0,3599756,34891752,2341409,3753239,16214272,23724164,0
(주)일야,058450,2017/12,,,,,,,,,,,,
(주)일지테크,019540,2017/12,261122252,364128721,8168307,20139220,0,236441487,127687235,922264,18637919,237198617,120135148,0
(주)일진파워,094820,2017/12,140744312,115632738,14599266,26123434,0,37678586,77954152,17774021,6713465,59398425,59744696,0
(주)잉크테크,049550,2017/12,57608453,109585265,-22036238,1747354,0,66198035,43387230,-6915053,20668653,77464168,-36702901,0
(주)자비스,254120,2017/12,,,,,,,,,,,,
(주)자비스,230400,2017/12,,,,,,,,,,,,
(주)자연과환경,043910,2017/12,13238638,48195840,-6765333,8882601,0,17672488,30523352,-4382462,5039402,23503088,-15361896,0
(주)장원테크,174880,2017/12,88636334,89240627,-3135563,13685178,0,32616009,56624619,2823064,9644682,55831850,32366167,0
(주)전우정밀,120780,2017/12,,,,,,,,,,,,
(주)정다운,208140,2017/12,80550125,67378543,9880008,3392161,0,27903932,39474611,11073062,8436400,29936508,24646667,0
(주)정상제이엘에스,040420,2017/12,84365755,82896490,8235202,5095638,0,18555610,64340880,10339772,10906456,63057080,35473163,0
(주)정원엔시스,045510,2017/12,159023250,70032473,-2753421,2507515,0,35174893,34857580,2316080,8964812,23557251,-1902827,0
(주)제낙스,065620,2017/12,6211178,71563136,-4551449,1452135,0,20839029,50724107,-4122936,2734341,60548872,-44376881,0
(주)제넥신,095700,2017/12,,,,,,,,,,,,
(주)제넨바이오,072520,2017/12,20194428,48592303,-14747499,585932,0,33606848,14985455,2162118,8680083,45477734,-63337373,0
(주)제노포커스,187420,2017/12,11505972,70150900,1342560,3164301,0,3589536,66561364,1192095,2200435,39990873,2127653,0
(주)제닉,123330,2017/12,64690430,93382566,-7467254,8194626,0,39109208,54273358,-8285857,20612403,60783417,26496624,0
(주)제로투세븐,159580,2017/12,184324434,92358397,-19852874,13819964,0,64450176,27908221,-2543467,87676342,11764877,-2256632,0
(주)제우스,079370,2017/12,359108584,337919035,18870684,21584931,0,154196766,183722269,33024902,64925820,116230436,145550300,0
(주)제이브이엠,054950,2017/12,106175851,172422167,11460016,3344484,0,51278774,121143392,18741991,26381686,104854636,77560495,0
(주)제이스텍,090470,2017/12,570820560,181942500,74149098,57701384,0,52882812,129059688,100647459,19392527,78404887,118492874,0
(주)제이에스티나,026040,2017/12,139948666,109851511,-3628728,3961632,0,37830037,72021474,-48277,95563002,39153942,45868976,0
(주)제이에스피브이,250300,2017/12,,,,,,,,,,,,
(주)제이와이피엔터테인먼트,035900,2017/12,102241864,124428024,16369258,25360097,0,38667611,85760413,19462607,19810987,66032554,26808549,0
(주)제이웨이,058420,2017/12,6935809,7887931,-4122699,2776621,0,1186293,6701638,-2449985,3227752,3408698,-21274366,0
(주)제이콘텐트리,036420,2017/12,420319379,661939538,10885510,49395027,0,426206347,235733191,33348962,187208612,453552462,75020038,0
(주)제이테크놀로지,035480,2017/12,8116103,66091545,-20075622,306672,0,27563118,38528428,-12652953,8231952,27931777,-21062258,0
(주)제이티,089790,2017/12,,,,,,,,,,,,
(주)제일바이오,052670,2017/12,,,,,,,,,,,,
(주)제일테크노스,038010,2017/12,153078017,157904818,3559490,5542154,0,87395149,70509669,5642061,14917571,100133176,48803708,0
(주)제주반도체,080220,2017/12,117036992,93135313,3941155,4559634,0,41741418,51393895,8433248,15577437,14236674,4273334,0
(주)젬백스&카엘,082270,2017/12,47875296,159825713,-12481070,9371358,0,93711990,66113723,-1414646,17662539,84608480,-104406933,0
(주)젬백스링크,064800,2017/12,193679771,382407315,5570118,11220448,0,294273822,88133493,23281502,87718914,210661256,12203759,0
(주)조이시티,067000,2017/12,92183591,50633745,-11486672,18732799,0,16736307,33897438,-2745083,94928674,15655059,13386796,0
(주)좋은사람들,033340,2017/12,119279327,99097030,-9909303,12647645,0,27957115,71139915,-4941073,57938497,21619790,43853844,0
(주)주노콜렉션,221670,2017/12,,,,,,,,,,,,
(주)중앙디앤엠,051980,2017/12,7155718,24219333,328712,567278,0,11239021,12980312,-559016,2971012,11300754,-5112204,0
(주)중앙백신연구소,072020,2017/12,,,,,,,,,,,,
(주)중앙에너비스,000440,2017/12,,,,,,,,,,,,
(주)지니뮤직,043610,2017/12,,,,,,,,,,,,
(주)지란지교시큐리티,208350,2017/12,41763858,68111887,7765386,14864425,0,20363795,47748092,8383243,11016495,31867665,5560516,0
(주)지씨셀,144510,2017/12,,,,,,,,,,,,
(주)지어소프트,051160,2017/12,100467714,26928765,-1397115,3912396,0,19426056,7502709,896859,16805578,10249646,-27032162,0
(주)지에스이,053050,2017/12,,,,,,,,,,,,
(주)지에스홈쇼핑,028150,2017/12,1086288130,1425154432,102719291,192242632,0,361278898,1063875535,141292560,829359184,670187471,953664292,0
(주)지엔씨에너지,119850,2017/12,96667918,114247941,5829872,16967060,0,44489073,69758868,6699875,4462799,46366312,42045251,0
(주)지엔코,065060,2017/12,143172561,289551147,-13585804,67318556,0,84825492,204725655,9951030,78295740,139357683,-2077666,0
(주)지유온,111820,2017/12,27550274,90529008,867221,8460020,0,8764360,81764648,1365372,10541538,14234375,13666487,0
(주)진로발효,018120,2017/12,88458680,107030438,15498942,2019718,0,16028244,91002194,19995014,2917302,29052357,86278224,0
(주)진매트릭스,109820,2017/12,5189163,17743477,-1734513,1262785,0,5798348,11945129,-1762234,3619210,6662531,-10835429,0
(주)진바이오텍,086060,2017/12,55533770,59542775,1846735,5471937,0,21487220,38055555,2312141,7435266,28571364,16556131,0
(주)진성티이씨,036890,2017/12,244350833,192429371,10018452,10123284,0,89439567,102989804,18938632,21678101,67845773,74811864,0
(주)차바이오텍,085660,2017/12,418882086,785602167,-45938569,111192586,0,376402685,409199482,-6703946,130753056,301891496,9566552,0
(주)창해에탄올,004650,2017/12,216935119,383132532,12088782,9958104,0,201044311,182088221,12154713,46628630,267377024,99721172,0
(주)체리부로,066360,2017/12,361252806,255024663,21136845,10716832,0,145845489,109179174,24556887,34493540,180370475,59675141,0
(주)초록뱀미디어,047820,2017/12,58844075,111076858,-13339849,4707464,0,29174935,81901923,99110,8410217,68644291,-8107569,0
(주)초록뱀이앤엠,131100,2017/12,24000916,30346571,-9567127,759433,0,24946944,5399628,-4434273,4561370,21597233,-49736592,0
(주)초록뱀컴퍼니,052300,2017/12,32421565,118083662,3129900,1859894,619854,34409650,83674011,1412124,5090364,102408762,7785308,0
(주)칩스앤미디어,094360,2017/12,9055718,29007462,-2323250,6250835,0,2486200,26521263,-1512790,10568508,7972424,8786664,0
(주)카스,016920,2017/12,139411042,116218525,1880608,10241905,0,79082572,37135953,6685122,35230036,49975743,18962080,0
(주)카이노스메드,220250,2017/12,,,,,,,,,,,,
(주)캐스텍코리아,071850,2017/12,209549600,261098687,2890996,5189861,0,153962163,107136525,6659084,16924239,140273711,91665171,0
(주)캠시스,050110,2017/12,424429402,256174816,-34424456,25310061,0,190498033,65676783,13720789,33300363,101913183,-44505057,0
(주)컴투스,078340,2017/12,507987251,838310852,142375414,25792117,0,77379483,760931368,194647099,262008154,70293241,559711452,0
(주)컴투스홀딩스,063080,2017/12,106371848,338029216,8584611,10379369,0,93552469,244476747,-20133845,76192245,301595826,167660614,0
(주)케미메디,205290,2017/12,,,,,,,,,,,,
(주)케스피온,079190,2017/12,71553015,110999149,-3325433,11472239,0,58702291,52296858,476434,16158097,66812143,-6232101,0
(주)케어랩스,263700,2017/12,39335984,39819882,5127828,3343479,0,12947805,26872078,6255302,33080682,24126167,8514641,0
(주)케어젠,214370,2017/12,46531030,221822603,18229327,49995900,0,11425606,210396997,21938370,12254767,57739808,67562808,0
(주)케이사인,192250,2017/12,26489386,73192849,-4930779,23316938,0,24779413,48413435,-5066096,31555482,22558106,17534604,0
(주)케이씨씨건설,021320,2017/12,1326422112,942080848,22483323,237347428,0,603946082,338134767,71852648,55494248,259613436,186054823,0
(주)케이씨아이,036670,2017/12,,,,,,,,,,,,
(주)케이씨에스,115500,2017/12,,,,,,,,,,,,
(주)케이씨티,089150,2017/12,,,,,,,,,,,,
(주)케이씨피드,025880,2017/12,79688312,105511178,6752740,19079629,0,46889847,58621331,2874826,9559855,50767314,41514655,0
(주)케이아이엔엑스,093320,2017/12,47286324,65275232,6727798,16734446,0,6536357,58738875,9152447,13331048,25621970,46639643,0
(주)케이에스피,073010,2017/12,,,,,,,,,,,,
(주)케이에이치바텍,060720,2017/12,351126827,320081206,-37703594,47503565,0,111521944,208559262,-31454072,24622393,178820158,181508184,0
(주)케이엑스이노베이션,122450,2017/12,204851529,537109638,42833960,75471907,0,142687719,394421919,36120944,52533769,392137008,112789188,0
(주)케이엑스하이텍,052900,2017/12,51535607,65717628,-431323,6365886,0,13766992,51950636,578449,9265160,41351908,-11097859,0
(주)케이엔더블유,105330,2017/12,93788189,68884489,-1919844,4447014,0,31443789,37440700,-1613961,10934128,28484638,21900520,0
(주)케이엔엔,058400,2017/12,65355375,202687243,9600543,7561881,0,17334777,185352466,8587798,16178359,155752326,108067870,0
(주)케이엘넷,039420,2017/12,36450494,39556614,2791930,4534662,0,5741956,33814658,4343157,4896132,29489681,16881609,0
(주)케이엠,083550,2017/12,110908795,101216849,4111213,9234789,0,26009544,75207305,5255875,14761161,45027010,49805418,0
(주)케이엠더블유,032500,2017/12,203720735,213354657,-8687401,22660493,0,162050193,51304464,-3047101,64168512,89526403,-10117554,0
(주)케이지모빌리언스,046440,2017/12,170595514,464307883,12654600,29550422,0,245652310,218655573,27809021,49563695,137217796,94097794,0
(주)케이지이니시스,035600,2017/12,758453344,926244871,3026893,153404576,0,616540246,309704625,54676797,178916536,365875988,112460077,0
(주)케이티서브마린,060370,2017/12,,,,,,,,,,,,
(주)케이티알파,036030,2017/12,,,,,,,,,,,,
(주)케이프,064820,2017/12,230559392,1323297080,3136290,9835477,128296931,1151566672,171730408,17622393,67070575,123835422,37805620,0
(주)케이피에스,256940,2017/12,,,,,,,,,,,,
(주)케이피에프,024880,2017/12,365411324,418037497,12828581,9077612,0,279529379,138508119,15241549,33435159,141271702,96474148,0
(주)케이피엠테크,042040,2017/12,29040534,121781612,-5606172,10275241,0,45276677,76504935,-5771163,7078385,90229597,-28980289,0
(주)케이피티유,054410,2017/12,26423859,68247260,4236785,431841,0,36215996,32031264,2128477,2641628,53611051,25107956,0
(주)케일럼,258610,2017/12,,,,,,,,,,,,
(주)켐온,217600,2017/12,,,,,,,,,,,,
(주)켐트로닉스,089010,2017/12,292775238,220667821,-16143114,11629123,0,145534032,75133789,-10295131,24013612,124574993,23912135,0
(주)켐트로스,220260,2017/12,,,,,,,,,,,,
(주)코너스톤네트웍스,033110,2017/12,3953756,41577329,-53538773,425471,0,21117972,20459358,-6345723,6933964,7026429,-75443365,0
(주)코다코,046070,2017/12,267845912,417416923,-2389449,8922896,0,305971891,111445031,5740260,35969903,272443280,33856456,0
(주)코데즈컴바인,047770,2017/12,21234364,31578877,2133789,6151810,0,5105928,26472949,1811670,8573047,20479774,-41267624,0
(주)코디,080530,2017/12,12264264,42501591,-19204480,3496106,0,19649383,22852207,-9040817,8178753,32805932,-24937520,0
(주)코디엠,224060,2017/12,73499954,60951343,-4047905,13712136,0,5669069,55282274,-3375721,11690725,32985937,-3924902,0
(주)코렌텍,104540,2017/12,37848863,100577807,-7378800,11461706,0,46257823,54319984,-642878,22948422,50664961,-26261429,0
(주)코리아나화장품,027050,2017/12,111708970,121097694,1769137,7581505,0,43685013,77412681,2174416,65077421,83616442,24825149,0
(주)코리아에스이,101670,2017/12,15575053,41482384,3666729,9444271,0,3524269,37958115,-805311,4053551,19077685,27279423,0
(주)코맥스,036690,2017/12,140191670,104882960,7319401,9389028,0,41159175,63723784,10609235,23205037,34979867,37645789,0
(주)코메론,049430,2017/12,68450794,139135359,9500732,19463876,0,19797151,119338208,14734261,13892176,51044939,103828962,0
(주)코미코,183300,2017/12,125056374,121072950,18816806,43952667,0,49106751,71966199,26493472,33400420,53694655,30581869,0
(주)코미팜,041960,2017/12,36641053,149268453,-5196171,27683299,0,41964048,107304405,-149907,11745864,95634355,-3955797,0
(주)코세스,089890,2017/12,,,,,,,,,,,,
(주)코센,009730,2017/12,57272647,57162040,4334679,578595,0,27901939,29260101,1030639,4759634,24382274,-13283862,0
(주)코스나인,082660,2017/12,184419003,181360692,-29605356,2000657,0,120050621,61310071,-14012778,13802187,75031375,-18278702,0
(주)코스메카코리아,241710,2017/12,182327850,151059278,9934089,38457919,0,37590746,113468532,10991649,27936059,60532666,41409732,0
(주)코스온,069110,2017/12,100485580,139432991,1597592,5911877,0,67319852,72113138,4710980,16094853,52097296,10662387,0
(주)코썬바이오,204990,2017/12,25656055,128032491,-7354118,5321719,0,13902964,114129527,-2294248,14985727,79389653,15453044,0
(주)코아시아,045970,2017/12,424250341,331114667,2022930,56306206,0,180299818,150814848,16814262,54905387,175889582,-33191522,0
(주)코아시아옵틱스,196450,2017/12,14231304,68339098,-18809999,5229395,0,22553168,45785930,-814451,5486140,47097211,-79328496,0
(주)코엔텍,029960,2017/12,61255105,172746242,16059145,46925585,0,47189829,125556413,18586515,5337452,97824811,99260318,0
(주)코원플레이,056000,2017/12,30676039,22125522,181469,3642416,0,2411625,19713897,267138,12998173,2625458,329245,0
(주)코이즈,121850,2017/12,26389826,45676171,-9490221,8616048,0,23135847,22540324,-7529257,4901486,28600245,5480440,0
(주)코콤,015710,2017/12,143089164,128890686,10724204,9784816,0,26611502,102279184,12701364,23132119,72807654,77589758,0
(주)코텍,052330,2017/12,,,,,,,,,,,,
(주)코프라,126600,2017/12,134792885,142292865,5587986,13738534,0,44151304,98141560,8350469,11835241,35390974,63662400,0
(주)쿠첸,225650,2017/12,,,,,,,,,,,,
(주)큐로컴,040350,2017/12,12683664,117709804,-27157069,3032805,0,42110816,75598988,-5227212,7541036,100259737,-106711871,0
(주)큐로홀딩스,051780,2017/12,15357486,54861347,-39672302,1664921,0,25315827,29545520,-6855751,6748368,42029223,-81141463,0
(주)큐리언트,115180,2017/12,,,,,,,,,,,,
(주)큐브엔터테인먼트,182360,2017/12,24416090,22136132,-979000,7756237,0,6348137,15787995,211107,4037027,5642471,-7796416,0
(주)큐에스아이,066310,2017/12,22628424,55024425,751450,11179481,0,2459392,52565033,1067005,4590255,27270663,30938858,0
(주)크레버스,096240,2017/12,147363632,145606600,6823147,12831799,0,61948501,83658098,13976956,133386676,102448232,10394152,0
(주)크린앤사이언스,045520,2017/12,77107947,65672135,4712747,4487589,0,33885861,31786274,6293672,10632730,24683464,22253439,0
(주)클라우드에어,036170,2017/12,16593462,95146781,-855752,49479501,0,26218408,68928373,1480650,3351689,25644207,-8283480,0
(주)클래시스,214150,2017/12,34868166,63161123,-5128224,19219931,0,28069163,35091960,10802378,13366222,35478072,11091769,0
(주)클리오,237880,2017/12,193680144,232974676,7932679,13329791,0,88291884,144682791,10869805,106765779,49688060,75537672,0
(주)키이스트,054780,2017/12,106170053,106329813,162441,33650041,0,27801955,78527858,983966,16118507,42488003,-1112925,0
(주)타이거일렉,219130,2017/12,,,,,,,,,,,,
(주)탑엔지니어링,065130,2017/12,176055995,462538541,13646717,43481943,0,188086107,274452433,15127799,33082705,215811237,119014607,0
(주)탑코미디어,134580,2017/12,47048592,37292883,-10505150,7840771,0,9785710,27507172,-10845023,18567158,4853744,11854210,0
(주)태광,023160,2017/12,,,,,,,,,,,,
(주)태양,053620,2017/12,157569823,188210060,6944281,41943883,0,37461646,150748414,14069331,12664434,114655153,138829038,0
(주)태웅,044490,2017/12,,,,,,,,,,,,
(주)테라젠이텍스,066700,2017/12,107591869,145421347,1151421,5286402,0,51771865,93649482,205857,32295591,64851256,-19177474,0
(주)테스,095610,2017/12,275790382,242492887,54275100,7396442,0,52898263,189594624,63314557,14102777,70893579,132021301,0
(주)테크윙,089030,2017/12,222772282,342380078,39386785,11351262,0,189753640,152626438,41515988,36718624,166671101,103475923,0
