회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)인터파크,108790,2017/12,162.43,1.95,10.68,2274.16,2.06,2.99,0,999999999,-0.48,233.79,1.85,25.65,18.97,0.94,9.18,0.04,50.45,4.66,18.03,15.2,11.08,49.55,162.91,114.38,1087.22,106.05,8.89,14.74,1.55,82.94,1.84
(주)인터플렉스,051370,2017/12,90.41,5.11,61.42,0,3.04,6.62,10.16,9.57,0.43,70.1,3.3,63.4,14.82,1.34,86.01,43.01,6.59,13.39,6.25,16.51,5.11,93.41,99.57,132.76,2782.76,121.23,14.84,6.63,2.75,0,6.86
(주)인텍플러스,064290,2017/12,62.44,0.94,29.39,0,-9.71,-17.46,16.67,2.2,0.23,100.76,-7.31,4.68,29.79,0.85,66.59,45.27,41.63,1.35,4.58,3.94,2.53,58.37,72.12,166.95,339.31,97.5,24.29,44.84,2.07,0,0.8
(주)인텔리안테크놀로지스,189300,2017/12,40.48,5.01,8.48,-46.07,-2.45,-4.72,17.82,22.96,0.08,132.62,-1.74,20.94,18.42,0.74,0.55,4.31,37.33,5.67,2.26,5.79,5.07,62.67,58.46,256.54,1855.09,203.56,39.99,47.04,2.13,3.7,3.7
(주)인트로메딕,150840,2017/12,85.95,-46.52,-13.86,0,-0.26,-0.23,35.97,-0.9,3.93,3.37,-0.11,2.5,0.1,0.39,-8.76,7.72,62.01,-33.36,1.52,5.99,16.32,37.99,95.49,184.57,302.13,172.18,37.18,110.21,0.86,0,-18.24
(주)인트론바이오테크놀로지,048530,2017/12,45.37,-78.82,-23.19,0,-33.31,-23.82,9.93,-28,-0.41,-33.41,-7.98,1.42,-5.78,0.21,-12.86,7.24,45.91,-21.7,2.11,9.67,1.4,54.09,50.33,218.88,394.13,210.43,35.88,107.88,0.85,0,-16.39
(주)인포마크,175140,2017/12,187.44,-12.38,61.1,0,2.72,2.95,33.86,-7.42,1.15,110.03,2.08,31.39,4.66,0.94,83.38,-11.39,23.29,-27.92,13.17,2.04,20.35,76.71,238.43,132.78,1205.78,47.32,18.15,23.58,1.61,0,-11.64
(주)인포바인,115310,2017/12,4.31,51.8,2.4,-5.48,52.74,353.15,0,999999999,-9.1,7842.31,14.61,13.83,22.66,0.28,1.24,5.55,0,15.13,6.31,0,110.01,0,4.31,2023.31,4726.83,2023.31,79.55,522.04,6.94,7.83,14.51
(주)인프라웨어테크놀러지,247300,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인피니트헬스케어,071200,2017/12,15.37,4.66,-0.62,-75.61,12.48,40.34,6.07,65.23,-0.15,285.21,5.83,3.15,19.73,0.47,5.56,0.63,64.23,2.57,2.14,108.08,6.61,35.77,16.88,556.91,577.99,552.28,60.09,143.54,2.99,1.47,2.17
(주)일신바이오베이스,068330,2017/12,7.48,15.01,2.32,-26.16,20.58,75.72,0,999999999,-0.98,42.57,6.78,2.84,12.55,0.33,2.7,-3.66,46.47,5.6,2.73,1.99,1.11,53.53,9.84,847.94,785.11,584.49,50.94,201.61,3.15,-19.25,5
(주)일야,058450,2017/12,45.52,-11.18,-18.84,0,0.37,1.31,20.91,-29.01,0.03,19.96,0.48,8.75,13.28,1.16,-25.69,-42.08,4.81,-20.5,24.5,29.88,1.76,95.19,57.68,98.5,427.56,79.83,-0.43,31.47,3.18,0,-13
(주)일지테크,019540,2017/12,48.73,11.38,-6.2,14.81,29.19,44.85,15.45,0.34,1.08,82.48,14.77,14.63,26.95,0.49,-42.26,-0.52,11.58,8.89,2.29,11.14,1.14,88.42,49.12,91.66,1937.74,76.85,-2.73,15.47,1.31,0,5.58
(주)일진파워,094820,2017/12,17.99,16.52,15.25,111.08,18.87,78.38,0.2,5403.82,-0.16,457.77,16.79,11.71,58.53,0.95,30.7,25.21,21.84,20.36,9.9,0,7.96,78.16,27.26,240.11,1033.62,240.11,19.81,174.02,4.2,219.2,15.74
(주)잉크테크,049550,2017/12,72.04,-39,-9.25,0,0.74,0.62,33.58,-2.53,3.88,14.2,0.37,8.38,7.93,0.48,-18.66,-22.89,22.58,-64.07,3.26,4.13,0.92,77.42,150.73,102.45,527.16,62.15,0.7,4.87,0.68,0,-18.79
(주)자비스,254120,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)자비스,230400,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)자연과환경,043910,2017/12,39.98,-42.95,54.4,0,-24.82,-26.45,13.6,-14.6,0.58,-11.93,-8.04,0.95,-2.51,0.39,87.6,44.19,4.89,-25.05,3.13,7.13,1.65,95.11,43.64,255.4,167.36,235,43.25,77.72,1.2,0,-16.88
(주)장원테크,174880,2017/12,10.05,-16.88,-8.39,0,-22.27,-82.51,1.62,-351.53,-14.17,4.53,-8.31,6.85,1.33,0.36,-16.29,-47.4,-16.1,-6.67,2.91,11.09,1.32,116.1,11.2,644.52,1650.18,626.26,49.21,82.92,3.66,0,-6.02
(주)전우정밀,120780,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)정다운,208140,2017/12,47.13,12.32,11.54,0,11.22,35.85,29.01,16.77,0.09,98.25,13.98,39.6,34.77,1.31,24.65,41,24.13,29.06,16.77,21.07,3.7,75.87,63.92,200.36,1914.27,190.44,28.85,18.19,2.97,372.04,16.19
(주)정상제이엘에스,040420,2017/12,15.94,9.55,3.22,7.46,12.62,58.46,7.36,51.33,0,56.41,12.55,9.55,32.78,1.01,-9.64,0.88,21.71,12.28,16.01,22.31,1.78,78.29,27.34,186.33,754.65,148.48,10.81,43.93,4.7,14.11,9.64
(주)정원엔시스,045510,2017/12,60.52,-2.29,-13.17,0,1.32,5.72,9.65,5.41,0.25,47.53,2.56,7.57,11.77,1.8,-20.09,-20.47,7.67,-7.69,3.78,34.39,7.79,92.33,80.96,184.66,215.84,182.41,28.32,8.16,3.89,-2.55,-4.12
(주)제낙스,065620,2017/12,23.24,-75.06,22.91,0,-57.29,-17.09,20,-2.67,9.36,-14.81,-4.44,0.56,-2.17,0.09,192,1.92,-20.38,-9.48,2.57,7.01,0.52,120.38,35.1,80,527.52,73.68,-3.44,10.28,0.26,0,-6.42
(주)제넥신,095700,2017/12,11.37,-67.93,-29.18,0,-51.83,-54.98,10.87,-24.27,1.3,-53.73,-10.48,2.88,-8.55,0.17,-59.8,150.66,62.42,-13.61,2.84,442.63,0.88,37.58,23.55,223.09,1135.3,223.09,11.33,80.55,1.03,0,-11.39
(주)제넨바이오,072520,2017/12,213.03,-47.07,-11.48,0,-34.06,-16.32,56.84,0.43,-0.33,23.16,-11.61,3.74,15.75,0.32,-46.63,-6.55,49.33,-45.35,6.9,31.85,0.56,50.67,246.2,14.32,313.6,14.32,-52.72,2.03,0.48,0,-15.07
(주)제노포커스,187420,2017/12,0.45,25.02,2.71,7.31,19.27,262.8,0,999999999,-13.94,16.71,1.81,1.11,4.77,0.1,-20.37,2.9,42.64,2.4,4.67,9.21,0.34,57.36,0.69,10436.81,1171,10178.48,46.59,1042.8,10.73,-10.89,2.38
(주)제닉,123330,2017/12,25.59,-13.8,-3.21,0,-0.39,-0.99,15.65,-4.69,1.1,39.31,-0.26,14.66,9.91,0.65,-8.97,-19.24,24.44,-11.6,7.87,5.67,2.51,75.56,35.64,177.31,1601.11,105.14,14.59,43.34,2.84,0,-8.95
(주)제로투세븐,159580,2017/12,110.92,-7.84,-22.78,0,0.52,1.48,36.75,0.71,0.34,1110.87,1.04,26.79,14.92,1.76,-15.52,-17.28,43.82,-42.25,9.11,3.62,127.05,56.18,235.65,255.09,395.77,111.23,51.25,35.77,2.61,0,-13.77
(주)제우스,079370,2017/12,60.26,5.04,20.62,-2.09,4.57,12.13,15.86,50.38,-0.15,86.42,4.84,49.21,17.26,1.16,20.93,34.1,22.21,9.2,5.57,8.16,4.68,77.79,66.48,155.45,2788.06,110.27,20.07,4.65,3.18,54.43,5.84
(주)제이브이엠,054950,2017/12,24.04,14.36,-6.11,11.73,17.69,47.09,10.17,67.68,-0.32,70.25,10.13,29.23,22.34,0.55,-12.06,8.66,38.04,10.95,3.01,6.39,1.84,61.96,27.41,205.53,4005.89,152.54,19.91,0.49,2.04,27.42,7.96
(주)제이스텍,090470,2017/12,40.94,13,23.38,527.25,9.73,105.06,0,241.54,0.05,225.43,30.53,78.21,81.71,3.46,-0.07,278.56,20.94,80.04,16.13,74.15,11.45,79.06,40.97,196.13,1768.68,169.53,27.92,108.62,7.92,494.35,45.05
(주)제이에스티나,026040,2017/12,48.26,-2.35,-11.42,0,5.4,19.8,24.72,0.44,0.25,104.81,6.62,15.96,20.98,1.15,-23.51,-18.02,68.14,-4.14,5.22,4.69,5.25,31.86,50.25,193.88,865.58,119.89,30.15,10.78,3.33,-97.18,-2.71
(주)제이에스피브이,250300,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)제이와이피엔터테인먼트,035900,2017/12,40.23,16.82,46.13,133.66,20.56,54.63,0,999999999,-0.63,149,16.87,5.64,26.84,0.97,36.2,39.2,36.13,22.52,11.88,350.45,7.75,63.87,44.67,148.54,471,147.5,13.5,54.27,3.58,57.42,16.39
(주)제이웨이,058420,2017/12,14.22,-68.1,-31.03,0,1.41,8.42,0,-6070.42,-0.26,-200.33,1.16,1.16,-9.41,0.67,-37.77,-21.41,4.42,-51.68,14.05,716.42,13.16,95.58,15.91,381.64,120.22,381.64,34.54,247.43,5.56,0,-45.47
(주)제이콘텐트리,036420,2017/12,48.31,6.92,11.3,-65.57,-19.06,-4.93,27.13,0.53,-4.65,873.25,-1.76,0.61,2.24,0.1,74.49,2512.83,12.33,0.99,12.21,235.98,1.42,87.67,55.44,47.75,425.61,47.5,-16.24,6.94,0.3,0,0.67
(주)제이테크놀로지,035480,2017/12,69.27,-246.12,-18.59,0,-134.5,-39.72,17.27,-4.22,8.38,-98.29,-16.74,0.36,-5.59,0.11,6.96,-66.8,-54.47,-42.2,6.65,35.12,2.18,154.47,72.84,142.66,165.74,141.89,17.09,1.17,0.32,0,-27.49
(주)제이티,089790,2017/12,179.09,-0.56,1.96,0,2.32,2.75,48.08,0.53,3.13,48.55,1.76,8.47,18.09,0.77,31.77,44.07,27.34,-1.2,4.92,24.37,1.97,72.66,179.09,65.22,393.47,56.66,-22.32,15.04,1.19,0,-0.43
(주)제일바이오,052670,2017/12,7.93,2.82,-13.93,-22.17,9.77,110.65,1.63,76.81,-1.08,76.99,8.31,3.73,13.42,0.79,-30.52,-21.88,22.44,2.44,5.99,4.99,4.49,77.56,8.12,902.54,405.48,699.33,58.85,103,8.69,34.5,2.22
(주)제일테크노스,038010,2017/12,97.92,2.85,6.57,97.61,-0.23,-0.41,38.36,3.66,0.47,26.84,-0.23,33.52,15.8,1.01,28.57,6.37,13.27,6.59,7.66,6.67,1.65,86.73,126.22,83.88,1506.26,40.43,-6.98,6.73,1.81,52.09,2.89
(주)제주반도체,080220,2017/12,45.51,6.14,10.46,156.67,0.73,2.48,11.55,10.25,0.79,819.19,0.93,9.56,15.88,1.34,1.83,104.16,20.94,14.74,6.78,2.99,42.68,79.06,59.89,297.2,446.88,121.13,56.13,15.96,3.06,218.79,8.26
(주)젬백스&카엘,082270,2017/12,117.68,-47.17,42.21,0,-7.22,-3.42,31.69,0.26,4.45,-72.15,-1.86,2.87,-4.35,0.3,189.91,67.83,35.78,-23.69,8.63,12.03,3.79,64.22,119.09,80.35,506.56,76.23,-10.56,9.27,0.76,0,-14.26
(주)젬백스링크,064800,2017/12,75.47,2.62,134.67,-8.83,-18.17,-3.51,40.9,0.39,-13.71,65.85,-1.53,3.07,2.54,0.12,-62.36,-14.05,26.08,0.55,4.83,0,2.18,73.92,76.79,25.86,1741.38,25.86,-31.65,5.17,0.27,0,0.31
(주)조이시티,067000,2017/12,47.64,-15.6,-17.88,0,5.61,30.77,0,-329.84,-0.12,8318.29,10.1,15.38,40.19,1.62,-17.45,25.04,0,-34.72,7.09,0,299.29,0,48.89,208.92,573.54,208.92,34.85,98.45,6.01,0,-25.34
(주)좋은사람들,033340,2017/12,39.81,-7.39,-10.08,0,5.53,21.95,9.34,-18.27,0.07,238.79,6.49,9.03,23.32,1.11,-10.41,-5.79,43.37,-11.62,3.76,3.39,11.73,56.63,41.97,271.77,542.21,153.86,48.17,44.03,3.79,0,-8.21
(주)주노콜렉션,221670,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)중앙디앤엠,051980,2017/12,70.54,9.49,36.98,0,-4.45,-2.67,39.59,0.92,2.69,17.79,-1.2,0.64,6.34,0.31,41.72,-46.43,32.35,4.91,1.41,4.26,1.42,67.65,81,138.2,128.36,107.16,14.89,5.61,0.78,0,2.95
(주)중앙백신연구소,072020,2017/12,17.31,14.37,10.99,-26.25,23.96,45.06,10.41,90.85,-0.19,53.63,9.36,8.71,19.81,0.41,-8.23,-15.92,47.51,7.32,18.68,2.08,0.81,52.49,26.2,297.97,1767.12,149.05,27.16,88.88,2.12,-20.62,5.9
(주)중앙에너비스,000440,2017/12,33.51,2.26,-6.31,79,2.23,10.34,19.02,1.86,0.27,20.56,2.61,22.75,15.55,1.13,-10.58,2.95,17.2,3.57,25.9,34.37,1.54,82.8,33.85,33.67,1451.52,23.19,-16.61,0.72,3.99,-51.48,2.55
(주)지니뮤직,043610,2017/12,52.89,-2.19,26.72,0,6.85,21.98,0,230.64,-0.78,797.9,7.64,6.84,6.49,1.25,32.15,39.86,24.65,-4.28,4.73,803.19,125.15,75.35,53.32,249.39,369.9,248.76,51.53,100.05,3.44,-50.98,-2.73
(주)지란지교시큐리티,208350,2017/12,41.93,12.65,62.03,0,8.35,12.78,14.37,8.82,0.58,3428.14,3.95,6.08,23.54,0.59,-56.42,8.73,42.01,10.44,3.55,87.89,73.6,57.99,44.81,83.97,816.12,83.97,-4.64,23.69,2.02,-14.95,7.41
(주)지씨셀,144510,2017/12,9.47,2.31,1.54,-54.58,2.8,18.23,0,999999999,-1.61,573.17,2.32,8.68,37.12,0.83,-1.82,7.96,22.29,2.19,9.37,1020.97,13.5,77.71,14.55,964.39,915.73,962.42,71.43,843.44,6.81,-17.41,1.92
(주)지어소프트,051160,2017/12,254.47,-2.32,-14.66,0,0.68,2.51,20.13,-4.3,0.23,1394.57,1.86,6.61,64.77,2.54,-20.98,19.95,8.82,-25.07,9.48,203.69,51.5,91.18,288.73,86.96,59.89,84.4,-8.54,35.27,3.32,0,-5.9
(주)지에스이,053050,2017/12,58.71,4.56,7.54,-12.63,10.89,14.27,17.06,11.2,0.53,15.18,8.12,7.32,11.69,0.77,17.58,4.14,20.53,8.4,4.84,511.92,0.98,79.47,132.04,81.62,409.62,81.09,-4.65,8.29,1.33,-11.94,3.52
(주)지에스홈쇼핑,028150,2017/12,31.06,9.22,5.14,-6.27,12.64,38.92,0,999999999,-1.46,121.88,9.33,32.05,17.81,0.76,-9.63,-1.27,93.43,9.35,72.26,62.16,4.96,6.57,31.55,218.05,3301.04,210.84,27.87,55.33,2.98,12.33,6.98
(주)지엔씨에너지,119850,2017/12,51.43,6.23,5.36,-17.36,9.75,24.12,21.14,23.41,0.09,57.19,8.67,14.6,12.79,0.91,-10.53,-21.12,11.72,9.02,2.8,9.66,3.6,88.28,56.14,168.24,796.94,136.16,22.48,35.39,2.47,-39.39,5.68
(주)지엔코,065060,2017/12,36.35,-15.28,2.99,0,2.76,5.09,22.05,2.6,1.03,-14.96,1.41,2.39,-1.72,0.52,4.78,3.41,60.69,-10.46,10.1,3.2,4.44,39.31,38.44,111.02,306,50.55,2.89,12.49,2.15,143.74,-7.93
(주)지유온,111820,2017/12,6.1,0.03,1.6,-98.79,-35.15,-140.7,3.39,0.68,-0.33,259.16,-9.98,2.57,8.09,0.29,-2.3,-33.56,39.96,0.01,2.47,20.28,8.8,60.04,7.63,1258.87,829.21,1229.98,65.69,128.64,3.59,-75.54,0.01
(주)진로발효,018120,2017/12,14.7,18.29,6.56,-11.62,19.48,109.53,5.71,144.37,-1.4,119.04,15.98,21.76,25.53,0.85,9.24,1.67,25.58,18.23,4.68,9.89,3.9,74.42,17.08,575.58,2266.26,509.84,59.71,9.91,5.6,-6.93,15.47
(주)진매트릭스,109820,2017/12,41.61,-36.51,-10.48,0,-28.98,-21.86,24.47,-14.94,-0.77,3.67,-6.84,0.76,1.28,0.22,-13.5,0.77,25.35,-11.82,2.39,19.37,0.67,74.65,45.52,207.37,219.88,199.95,30.7,21.52,0.72,0,-8.14
(주)진바이오텍,086060,2017/12,3.44,5.46,-2.44,-42.15,12.48,92.26,0.31,275.03,-0.21,135.13,6.56,4.65,10.83,0.52,-0.28,-8.4,26.48,3.1,5.3,12.37,6.78,73.52,7.66,1274.15,821.85,1142,37.57,232.91,6.18,-18.48,2.84
(주)진성티이씨,036890,2017/12,59.91,3.88,7.38,37.12,2.34,7.73,9.73,32.97,0.19,73.82,3.1,19.26,18.67,1.37,15.29,38.61,14.4,8.79,3.63,20.28,5.26,85.6,66.88,152.6,870.7,131.32,18.88,10.18,3.47,100.56,5.32
(주)차바이오텍,085660,2017/12,46.49,-201.53,-6.71,0,8.63,1.5,9.11,-1.04,3.75,-102.98,0.65,0.88,-12.06,0.07,-4.47,18.46,62.13,-23.23,19.96,142.11,0.63,37.87,76.46,98.78,658.17,98.57,-0.32,13.99,0.2,0,-14.61
(주)창해에탄올,004650,2017/12,65.6,7.99,-6.06,-35.91,21.94,30.14,34.44,7.9,1.49,71.13,11.98,20.86,12.36,0.53,24.21,29.72,23.52,6.87,6.01,8.44,3.68,76.48,65.92,67.18,2209.9,51.9,-12.98,6.86,1.37,9.66,4.22
(주)체리부로,066360,2017/12,80.73,6.55,15.78,28.48,5.51,17.54,34.38,3.01,0.9,71.78,8.48,24.47,28.11,1.65,5.73,8.13,12.06,24.94,21.21,15.96,3.81,87.94,93.6,63.47,758.12,38.94,-15.23,6.67,2.91,-40.52,10.81
(주)초록뱀미디어,047820,2017/12,21.09,-40.44,-10.07,0,24.51,37.35,12.64,0.29,6.54,-1122.08,6.54,0.93,-6.61,0.25,-15.14,-48.79,11.92,-14.28,3.75,0,54.32,88.08,21.21,186.17,252.27,186.17,14.99,15.3,0.89,-77.44,-10.21
(주)초록뱀이앤엠,131100,2017/12,452.09,-37.79,-41.38,0,-8.04,-7.76,55.24,-2.65,5.23,2.79,-6.36,2.7,1.88,0.58,50.01,-32.25,0.53,-105.77,8.23,9.9,0.9,99.47,454.15,35.32,57.41,24.35,-52.77,3.04,0.74,0,-22.1
(주)초록뱀컴퍼니,052300,2017/12,17.83,25.94,14.18,34.67,5.14,2.97,23.11,0.73,9.11,110.74,0.89,1.76,6.47,0.19,109.41,27.61,21.31,7.01,3.68,621,3.46,78.69,43.06,68.17,667.89,67.75,-3.97,1.11,0.59,-2.25,4.81
(주)칩스앤미디어,094360,2017/12,4.71,-25.12,-8.01,0,11.05,40.7,0,999999999,-1.72,466.36,3.42,2.38,4.48,0.3,-9.29,-33.8,0,-8.11,2.08,0,24.15,0,9.19,1666.68,694.92,1666.68,67.53,492.84,3.75,0,-7.46
(주)카스,016920,2017/12,134.41,1.63,-1.28,0,5.95,10.63,35.02,2.2,1.73,139.37,6.4,13.55,21.99,1.07,-4.12,6.51,27.12,4.75,3.9,10,6.84,72.88,151.51,83.74,439.04,66.11,-8.69,11.53,1.69,98.94,1.74
(주)카이노스메드,220250,2017/12,10.28,-120.44,522.61,0,-146.19,-221.31,9.52,-20.83,2.29,-624.3,-41.98,0.36,-19.01,0.49,1024.36,0.86,90.36,0,2.03,0,15.46,9.64,23.41,1086.18,95.81,1086.18,82.15,706.67,1.47,0,-59.59
(주)캐스텍코리아,071850,2017/12,83.35,2.25,9.55,-52.66,6.02,6.99,36.54,1.79,2.31,65.8,3.85,24.65,16.38,0.67,19.26,-3.41,11.32,3.24,2.66,8.59,2.13,88.68,122.45,110.66,1733.51,90.81,3.99,2.07,1.25,-26.58,1.51
(주)캠시스,050110,2017/12,182.95,-14.3,-11.93,0,1.68,4.18,33.32,-7.98,0.82,-155.47,2.91,13.6,-15.06,1.62,-13.57,19.73,7.84,-62.71,3.06,78.63,16.16,92.16,229.44,121.26,227.91,116.9,11.81,11.33,2.56,0,-23.13
(주)컴투스,078340,2017/12,9.86,28.54,17.5,-5.57,29.46,192.52,0,8314.39,-3.22,8286.12,17.46,76.47,26.47,0.64,17.38,-0.62,89.61,20.28,7.42,0,190.9,10.39,9.97,1017.55,11732.72,1017.55,82.26,27.01,6.48,2.57,18.28
(주)컴투스홀딩스,063080,2017/12,33.85,-29.68,-10.56,0,-9.6,-10.47,25.52,-13.04,-3.05,-33.18,-3.28,21.54,-3.5,0.32,-49.8,-44.12,46.3,-13.76,7.08,0,3.51,53.7,45.61,44.65,4304.12,44.65,-12.87,12,1.06,0,-9.58
(주)케미메디,205290,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)케스피온,079190,2017/12,66.82,0.34,9.59,-97.12,-0.66,-0.51,35.08,0.04,2.75,40.72,-0.24,2.68,16.5,0.38,4.85,-27.46,37.53,0.26,2.31,3.36,0.87,62.47,90.08,124.03,372.35,93.51,8.45,12.92,0.75,-98.63,0.13
(주)케어랩스,263700,2017/12,24.23,12.38,0,0,6.28,22.37,18.8,42.03,0.4,4650.07,6.78,15.45,38.26,1.08,0,0,0,19.18,13.37,0,131.24,0,43.52,233.71,996.59,233.71,22.57,30.65,3.56,0,13.36
(주)케어젠,214370,2017/12,4.08,38.82,-3.37,55.11,156.46,635.63,0,999999999,-4.63,90.93,33.25,8.66,14.42,0.21,-8.84,49.97,73.37,8.54,16.08,12.92,1.49,26.63,5.52,1525.11,3853.64,1481.45,55.09,137.14,4.15,102.16,8.11
(주)케이사인,192250,2017/12,51.25,-14.56,-7.47,0,15.12,16.1,27.14,-9.12,-0.9,-20.84,5.45,4.19,-0.33,0.35,-23.55,-20.64,0,-7.51,2.64,0,22.58,0,51.25,187.8,767.68,187.8,29.75,86.52,1.06,0,-5.05
(주)케이씨씨건설,021320,2017/12,128.46,1.7,4.36,35.04,4.08,8.96,22.26,18.16,0.03,5703.71,5.74,12.4,12.39,1.44,7.91,18.35,9.6,6.93,11.31,9.76,464.01,90.4,178.38,156.99,316.14,127.55,26.3,54.61,2.22,104.19,2.44
(주)케이씨아이,036670,2017/12,27.77,8.2,3.88,-40.91,9.14,32.29,16.91,25.39,0.4,45.61,7.07,8.61,20.31,0.79,5.61,9.47,27.86,8.29,5.58,3.42,1.71,72.14,28.02,234.9,869.26,142.03,29.27,69.04,3.58,-37.86,6.46
(주)케이씨에스,115500,2017/12,55.13,4.18,3.86,18.5,3.63,10.32,0,999999999,-0.56,139.65,3.73,4.89,19.08,1.05,-6.17,13.55,13.43,6.83,3.38,21.32,10.59,86.57,56.66,229.02,303.31,214.12,45.4,103.51,2.92,4.57,4.38
(주)케이씨티,089150,2017/12,9.17,7.28,-0.85,31.15,1.45,1.81,20.69,5.67,1.55,408.12,0.65,3.26,10.84,0.44,-4.7,6.75,22.71,5.12,22.17,18.08,16.31,77.29,55.46,281.91,471.36,243.02,10.73,196.23,1.2,22.69,3.22
(주)케이씨피드,025880,2017/12,67.58,1.34,7.32,-8.75,8.31,13.26,34.74,5.12,-0.77,12.22,5.85,9.05,3.32,0.73,6.73,-1.79,16.76,1.71,3.9,10.3,3.98,83.24,79.03,134.91,705.45,116.72,13.18,47.04,1.71,-15.04,0.98
(주)케이아이엔엑스,093320,2017/12,10.14,14.66,8.21,26.49,21.13,164.16,0,999999999,-1.37,259.71,15.33,17.22,41.4,0.75,13.39,9.3,43.64,12.1,7.47,0,4.43,56.36,10.3,630.92,2151.4,630.92,48.82,296.91,8.77,33.18,11.06
(주)케이에스피,073010,2017/12,92.28,-21.06,-19.52,0,9.96,4.66,0,-2.85,4.67,17.26,3.83,4.19,10.63,0.34,-33.69,-32.05,-10.71,-41.73,6.19,1.44,0.61,110.71,461.11,227.73,218.79,80.36,21,40.57,0.41,0,-7.22
(주)케이에이치바텍,060720,2017/12,8.49,-29.48,-15.43,0,-3.46,-13.79,4.93,-43.34,-0.4,-13.73,-1.83,12.73,-4.23,0.48,-13.62,-19.51,-17.82,-16.29,8.5,16.52,1.44,117.82,15.27,528.56,2092.78,491.78,31.56,181.72,3.87,0,-14.26
(주)케이엑스이노베이션,122450,2017/12,10.3,37.97,15.01,1242.05,24.72,28.49,13.36,5.23,1.3,565.99,5.63,4.41,20.18,0.24,52.55,-13.58,32.75,11.93,6.55,0,5.48,67.25,24.64,217.33,1516.64,217.33,9.7,126.28,1.09,-11.26,9.25
(주)케이엑스하이텍,052900,2017/12,23.92,1.4,6.79,-49.88,6.2,23.41,9.48,12.02,0.09,60.05,4.84,2.21,15.63,0.81,7.05,8.05,18.31,1.46,5.15,15.87,2.6,81.69,26.09,209.64,216.9,180.86,20.8,47.99,3.63,13.93,1.13
(주)케이엔더블유,105330,2017/12,38.6,-1.16,5.9,0,-4.36,-14.12,16.46,3.14,0.32,37.09,-4.18,17.01,13.03,0.99,19.7,108.53,15.22,-1.57,4.25,11.97,2.57,84.78,42.05,205.04,1249.7,162.04,28.54,27.71,3.65,0,-1.15
(주)케이엔엔,058400,2017/12,7.34,15,2.19,38.65,18.51,68.51,0,999999999,-2.83,45.11,5.73,0.94,17.25,0.31,-0.65,3.09,35.09,5.16,4.36,2546.16,0.8,64.91,9.12,332.65,278.89,332.55,15.65,51.47,3.43,41.9,4.69
(주)케이엘넷,039420,2017/12,12.62,7.67,-2.17,74.63,11.81,75.1,0,39.76,0.02,109.56,10.87,3.02,36.57,0.91,-9.26,3.94,25.4,8.54,11.7,153.59,2.65,74.6,16.92,215.34,280.77,211.25,12.45,86.04,4.97,170.91,6.98
(주)케이엠,083550,2017/12,31.54,1.47,6.52,-17.31,3.21,9.66,10.34,6.26,-0.5,39.32,2.55,13.14,15.62,0.82,-11.7,6.72,16.47,1.6,5.63,5.03,2.24,83.53,35.89,169.95,1209.45,93.74,16.24,14.55,3.35,-25.22,1.21
(주)케이엠더블유,032500,2017/12,287.49,-6.31,3.6,0,-2.19,-1.96,34.6,0.67,3.76,61.52,-1.49,18.09,11.52,0.69,16.82,-7.1,28.65,-18.71,2.58,7.26,3.19,71.35,315.21,67.13,642.47,53.7,-22.76,0.75,0.9,0,-4.35
(주)케이지모빌리언스,046440,2017/12,81.96,10.12,0.66,24.07,-7.18,-5.45,7.88,35.13,0.34,175.3,-2.5,10.51,8.57,0.35,0.45,-3.05,45.8,7.61,7.97,497.02,6.86,54.2,84.89,184.49,1385.96,184.49,37.46,16.04,0.65,19.8,3.53
