회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결)
(주)인지디스플레이,037330,2015/12,43.21,1.27,-0.9,3.83,4.56,16.16,19.3,999999999,-0.07,55.35,5.57,17.51,21.9,1.21,12.34,-4.67,10.63,1.85,10.61,16.22,2.7,89.37,52.57,151.55,801.5,127.12,14.6,52.06
(주)인지디스플레이,037330,2016/12,42.7,2.18,3.89,109.29,4.93,20.21,17.65,8.68,0.12,53.18,7.25,21.9,22.74,1.5,-5.35,25.09,8.44,3.79,13.18,23.59,3.52,91.56,55.95,142.83,818.34,121.64,11.73,36.12
(주)인지디스플레이,037330,2017/12,62.52,0.28,1.68,-63.02,6.2,27.47,16.3,2.25,0.06,44.38,11.01,26.9,18.93,1.79,-0.25,22.81,5.61,1.42,16.16,26.44,4.09,94.39,66.88,102.4,785.21,81.79,0.9,19.51
(주)인지디스플레이,037330,2018/12,47.11,2.36,0.13,368.95,4.94,25.93,17.27,12.09,0.12,58.45,9.42,28.9,24.47,1.91,6.23,7.44,9.06,6.61,15.46,27.1,4.38,90.94,57.04,135.67,826.57,114.51,10.7,29.27
(주)인지디스플레이,037330,2019/12,123.38,1.53,63.52,-55.2,5.48,12.07,33.64,6.81,0.35,46.34,6.92,28.07,19.92,1.57,38.96,8.44,9.42,2.7,13.17,27.81,3.29,90.58,134.31,65.68,764.08,55.81,-18.07,7.45
(주)인콘,083640,2011/12,52.55,7.28,40.9,-14.66,7.12,14.38,9.6,15.12,0.04,57.42,5.59,13.89,17.93,0.92,44.04,34.34,29.45,9.5,5.78,6.73,2.63,70.55,63.55,153.76,961,107.52,17.27,18.79
(주)인콘,083640,2012/12,25.44,3.65,-23.5,3.33,8.85,47.41,2.32,12.53,0.01,66.58,10.32,13.99,24.04,1.01,-27.48,13.47,27.27,9.05,5.48,6.92,3.03,72.73,27.81,235.29,844.12,163.65,26.93,56.44
(주)인콘,083640,2013/12,19.19,7.78,18.62,39.68,12.4,53.71,7.38,16.68,0.11,90.6,12.68,13.09,27.06,1.11,41.01,4.11,32.72,11.18,6.04,8.76,3.39,67.28,30.91,379.77,977.64,302.55,41.01,120.46
(주)인콘,083640,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인콘,083640,2015/12,14.93,6.05,0,0,4.95,23.52,0,1310.78,-0.94,79.41,3.21,11.28,14.3,0.65,0,0,25.81,4.55,5.12,9.79,3.6,74.19,15.81,537.49,1500.56,486.05,56.39,294.05
(주)인콘,083640,2016/12,9.11,-2.75,-7.07,-136.18,3.14,25.66,0,-2519.39,-0.75,51.23,2.19,11.3,9.64,0.67,-5.88,0.15,22.9,-1.66,6.1,10.84,3.66,77.1,9.36,842.02,1475.5,772.7,61.83,452.95
(주)인콘,083640,2017/12,45.43,2.16,35.93,0,5.86,11.75,18.41,9.95,-0.64,100.57,3.67,5.56,9.64,0.72,32.59,21.85,21.55,2.08,9.02,16.91,5.35,78.45,45.49,219.18,382.03,209.03,37.21,92.4
(주)인콘,083640,2018/12,90.2,-2.95,38.92,-222.2,5.54,4.92,30.51,-0.99,1.76,87.13,2.33,3.16,5.96,0.49,10.79,-6.76,18.24,-2.43,8.27,19.67,6.12,81.76,90.25,115.13,384.66,110.92,7.17,18.33
(주)인콘,083640,2019/12,55.27,-64.06,-9.42,0,-3.78,-3.65,23.68,-0.87,4.78,-137.2,-1.32,2.11,-10.36,0.33,-29.56,-25.04,18.11,-36.6,6.86,19.71,4.61,81.89,56.5,120.18,355.63,116.42,7.13,24.66
(주)인터로조,119610,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터로조,119610,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터로조,119610,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터로조,119610,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터로조,119610,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터로조,119610,2016/12,17.78,26.25,0,0,20.52,92.57,3.64,154.19,-0.21,122.19,14.14,13.68,44.47,0.69,0,0,58.27,21.34,2.43,5.42,1.86,41.73,18.03,386.84,1682.33,302.41,43.21,37.58
(주)인터로조,119610,2017/12,15.36,23.91,10.66,-0.38,16.39,82.49,1.64,340.27,-0.3,132.84,11.16,14.96,43.65,0.72,15.37,9.37,57.61,19.97,2.28,5.34,2,42.39,15.64,457.34,1900.06,351.85,47.48,32.13
(주)인터로조,119610,2018/12,17.03,18.38,23.36,-24.26,12.9,41.36,4.11,205.66,-0.33,103.62,7.01,14.58,32.84,0.6,22.1,-1.48,52.63,13.05,1.81,4.32,1.77,47.37,20.42,425.39,2201.64,327.73,46,28.3
(주)인터로조,119610,2019/12,34.26,18.96,24.02,20.26,17.67,32.94,11.24,26.92,0.62,98.41,9.03,16.56,31.23,0.57,24.14,16.54,52.11,13.89,1.93,4.46,1.7,47.89,37.78,242.09,2317.55,194.6,35.33,14.46
(주)인터엠,017250,2011/09,42.79,1.06,0,0,9.99,18.7,18.56,1.49,0.87,26.84,6.46,7.67,8.41,0.65,0,0,32.37,0.99,2.95,4.34,2.02,67.63,52.75,174.48,770.78,121.33,20.86,32.18
(주)인터엠,017250,2012/09,45.12,1.52,0,0,9.79,17.8,18.28,1.73,0.99,23.56,6.37,7.82,7.71,0.65,0,0,28.53,1.42,3.13,4.2,1.99,71.47,55.7,166.78,765.38,113.31,19.35,22.33
(주)인터엠,017250,2013/09,52.89,1.54,0,0,1.95,3.07,23.56,2.45,1.07,21.72,1.25,8.33,7.03,0.64,0,0,28.19,1.69,2.86,4.11,1.97,71.81,69.11,157.74,762.37,107.8,18.06,18.86
(주)인터엠,017250,2014/09,56.6,4.07,0.91,182.7,5.8,9.75,24.84,4.86,1.15,30.33,3.87,8.69,9.89,0.67,-0.27,5.02,30.43,4.71,3.14,4.25,2.06,69.57,65.89,142.9,775.04,96.15,14.64,23.34
(주)인터엠,017250,2015/09,51.57,3.06,-0.29,-22.62,7.67,14.15,22.95,1.91,1.47,30.9,5.33,8.71,9.77,0.69,-0.13,3.76,28.49,3.54,3.44,4.25,2.16,71.51,60.51,151.99,756.14,99.91,16.7,19.91
(주)인터엠,017250,2016/09,61.54,0.22,8.22,-89.09,8.99,13.7,26.14,3.95,0.89,20.19,6.03,8.85,7.31,0.7,-0.83,4.43,28.37,0.39,3.84,4.17,2.05,71.63,78.65,129.91,735.83,81.33,10.3,25.73
(주)인터엠,017250,2017/09,41.58,1.99,-4.54,611.64,6.69,15.12,23.47,4.1,0.66,24.14,5.25,9.64,9.01,0.77,-2.19,11.78,28.44,2.63,4.57,4.49,2.09,71.56,53.25,168.99,779.47,104.61,18.72,28.89
(주)인터엠,017250,2018/09,54.19,-5.54,-5.61,-378.89,6.11,14.01,23.35,4.28,0.44,6.64,5.28,9.75,2.53,0.84,1.02,3.67,26.74,-7.32,4.77,4.63,2.19,73.26,60.41,145.25,702.63,89.8,15.29,29.34
(주)인터엠,017250,2019/09,62.91,-8.7,-4.83,0,5.73,10.19,25.75,-4.1,0.77,35.13,4.35,8.16,14.8,0.74,-8.2,-16.25,26.58,-10.69,3.91,4.13,1.82,73.42,74.57,131.34,615.74,83.99,11.29,18.25
(주)인터코스,240340,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터코스,240340,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터코스,240340,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터코스,240340,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터코스,240340,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터코스,240340,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터파크,108790,2011/12,508.96,2.41,31.18,0,5.3,9.12,7.97,117.82,-0.51,760.9,7.62,43.65,19.48,1.63,29.11,-3.79,32.65,23.75,13.6,12.14,50.07,67.35,509.02,103.11,502.63,87.9,2.6,16.21
(주)인터파크,108790,2012/12,259.45,3.06,42.55,24.44,2.65,3.5,21.81,5.22,0.27,146.16,2.64,32.78,18.06,1.17,-3.77,-1.15,30.55,16.87,12.46,11.83,14.07,69.45,307.68,91.41,655.78,78.96,-5.47,16.09
(주)인터파크,108790,2013/12,226.13,3.38,3.4,19.79,1.88,2.7,15.22,5.87,0.67,177.98,1.96,28.6,20.13,1.06,7.74,8.23,35.81,13.81,12.41,12.95,8.97,64.19,264.99,97.85,754.04,84.23,-1.33,21.02
(주)인터파크,108790,2014/12,154.31,2.7,15.64,-16.97,6.58,9.78,9.42,7.44,0.39,185.74,6.26,27.34,18.99,1.02,21.14,5.64,38.7,8.51,8.81,12.24,9.52,61.3,178.32,114.54,947.47,99.62,8.06,25.1
(주)인터파크,108790,2015/12,154.81,4.12,8.7,55.65,5.51,7.5,7.92,14.86,0.07,244.59,4.77,24.57,21.77,0.9,14.69,-1.3,45.6,10.47,8.09,11.59,9.2,54.4,174.48,118.8,1031.64,105.84,10.6,26.92
(주)인터파크,108790,2016/12,181.48,0.54,0.53,-86.23,3.46,5.33,8.13,3.4,0.37,200.57,3.45,28.3,19.59,1,0.36,16.03,47.57,1.4,15.39,12.68,10.39,52.43,183.98,104.67,996.16,91.42,2.98,22.41
(주)인터파크,108790,2017/12,210.35,1.83,12.72,258.97,2.17,2.92,7.32,12.11,0.09,229.65,1.98,29.18,20.29,0.97,14.69,3.44,45.44,5.02,16.95,12.34,10.39,54.56,212.19,101.01,1023.9,90.14,0.68,13.53
(주)인터파크,108790,2018/12,258.13,-1.45,7.14,-180.22,8.51,11.03,7.05,2.87,-0.03,216.29,7.97,31.91,18.6,0.97,10.65,9.53,41.64,-4.13,15.83,14.66,10.63,58.36,259.74,97.96,942.37,89.68,-1.47,19.75
(주)인터파크,108790,2019/12,246.22,0.28,-5.09,0,10.79,14.19,11.57,7.38,0.07,151.74,10.26,30.73,19.91,0.93,-14.4,-3.64,46.63,1.08,16.68,18.37,7.15,53.37,261.25,93,895.38,87,-4.77,11.97
(주)인터플렉스,051370,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터플렉스,051370,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터플렉스,051370,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터플렉스,051370,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인터플렉스,051370,2015/12,85.59,-15.62,0,0,0.66,1.52,25.05,-23.42,0.43,9.26,0.72,64.64,3.09,1.1,0,0,-10.79,-40.69,4.61,6.97,3.26,110.79,91.47,124.11,2685.76,88.64,10.78,3.54
(주)인터플렉스,051370,2016/12,66.95,-9.68,-10.05,0,0.86,2.77,8.37,-13.68,0.52,23.49,1.15,61.47,8.04,1.26,-12.78,8.72,-4.24,-27.68,5.23,6.82,3.64,104.24,70.86,137.28,2023.15,82.29,14.61,10.52
(주)인터플렉스,051370,2017/12,46.93,5.17,28.57,0,4.56,18.62,11.87,19.02,0.39,82.47,6.63,72.56,25.63,1.63,36.49,39.94,10.55,13.39,8.72,8.74,4.6,89.45,55.25,188.94,2782.76,134.41,26.88,23.63
(주)인터플렉스,051370,2018/12,45.93,-25.3,-33.57,-329.75,4.8,12.17,13.53,-29.9,0.45,5.51,4.09,26.92,2.42,0.68,-58.21,-61.03,-13.57,-29.08,5.78,4.56,1.7,113.57,50.72,117.91,2094.72,76.73,5.46,16.92
(주)인터플렉스,051370,2019/12,57.09,-6.44,-4.58,0,-2.55,-8.38,9.75,-10.24,0.29,28.68,-3.19,37.65,11.49,1.22,14.58,39.89,-0.28,-12.23,9.5,12.31,2.74,100.28,61.32,121.92,1867.34,101.71,7.76,31.23
(주)인텍플러스,064290,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텍플러스,064290,2017/12,63.79,-1.1,0,0,4.51,8.09,16.84,0.12,0.21,97.05,3.43,4.4,29.45,0.76,0,0,41.63,-1.18,4.6,2.99,2.51,58.37,73.79,171.41,331.3,102.08,26.21,46.02
(주)인텍플러스,064290,2018/12,67.4,-40.42,-5.07,0,-14.39,-16.8,22.45,-34,0.56,49.8,-7.65,2.73,15.4,0.52,-11.04,-33.72,12.63,-36.8,5,1.91,1.69,87.37,83.62,160.62,262.25,82.29,22.25,36.68
(주)인텍플러스,064290,2019/12,79.9,13.38,39.01,0,-5,-9.95,20.3,15.61,0.3,183.47,-4.81,6.47,40.8,1.12,63.35,151.6,45.76,28.49,9.48,4.2,4.32,54.24,93.4,167.7,346.69,106.84,27.97,33.82
(주)인텔리안테크놀로지스,189300,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텔리안테크놀로지스,189300,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텔리안테크놀로지스,189300,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텔리안테크놀로지스,189300,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인텔리안테크놀로지스,189300,2015/12,34.52,9.01,0,0,19.56,43.74,26.95,6.45,1.26,159.37,20.7,21.17,42.1,1.06,0,0,49.94,18.1,4.78,5.4,4.01,50.06,89.83,276.53,1054.19,168.8,32.11,31.94
(주)인텔리안테크놀로지스,189300,2016/12,30.83,7.94,74.62,15.19,7.99,17.85,17.73,18,0.3,193.81,6.33,24.34,28.71,1.01,141.36,30.77,49.54,13.29,4.77,5.48,5.29,50.46,54.98,349.45,1768.15,260.57,49.62,132.65
(주)인텔리안테크놀로지스,189300,2017/12,47.91,4.08,10.65,-44.69,-1.13,-2.15,18.38,19.97,0.11,166.19,-0.87,23.28,24.86,0.81,2.42,7.63,44.7,5.35,3.28,4.35,5.25,55.3,68.55,226.33,1786.02,157.99,35.91,45.95
(주)인텔리안테크놀로지스,189300,2018/12,30.4,8.43,19.15,170.92,4.8,9.59,21.78,12.29,0.58,227.95,4.07,30.38,31.37,0.92,16.35,31.16,43.46,13.32,3.47,5.26,6.1,56.54,73.78,359.13,2057.2,267.91,45.33,71.31
(주)인텔리안테크놀로지스,189300,2019/12,35.32,6.08,6.11,-22.55,13.71,27.42,23.49,6.27,0.73,169.66,11.78,31.92,32.05,0.88,-6.53,7.44,47.29,9.38,4.03,5.79,4.91,52.71,75.28,274.64,2078.27,202.02,35.19,89.6
(주)인트로메딕,150840,2011/12,0,-6.81,0,0,-12.13,-5.11,130.83,0.41,13.81,1082.17,-7.54,2.57,27.5,0.62,0,0,73.89,0,1.45,10.5,24.44,26.11,0,62.61,-195.84,58.01,-48.05,8.99
(주)인트로메딕,150840,2012/12,1735.78,5.27,11.61,0,0.43,0.28,78.92,1.73,8.97,1142.82,0.27,2.88,23.43,0.66,8.11,12.43,75.04,0,1.6,9.64,28.91,24.96,2107.68,99.12,20.77,89.35,-0.69,20.05
(주)인트로메딕,150840,2013/12,9.95,22.2,49.94,421.3,6.07,19.88,3.89,22.79,0.42,1919.76,3.13,3.26,23.16,0.62,59.5,23.73,77.67,26.26,1.62,8.21,40.11,22.33,18.7,989.36,493.22,900.47,74.52,162.35
(주)인트로메딕,150840,2014/12,9.55,11.2,3.39,-47.92,-0.66,-2.77,0,70.59,-1.25,1399.75,-0.34,3.11,18.65,0.52,-1.26,3.2,73.63,6.82,1.35,5.71,41.23,26.37,13.94,944.29,527.92,815.14,70.79,247.94
(주)인트로메딕,150840,2015/12,5.47,-10.59,39.4,-171.33,3.67,3.01,27.88,-13.03,0.02,682.52,1.02,2.32,5.93,0.32,47.75,-24.51,70.16,-4.58,1.08,3.45,30.57,29.84,51.55,2322.83,544.8,2089.69,80.3,535.67
(주)인트로메딕,150840,2016/12,69.7,-83.49,-18.18,0,-8.51,-6.84,36.54,-4.46,4.08,-559.85,-2.96,2.35,-12.1,0.31,-23.04,2.06,62.94,-40.4,1.25,3.83,18.25,37.06,76.26,199.6,375.44,179.64,39.39,29.43
(주)인트로메딕,150840,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트로메딕,150840,2018/12,102.97,-51.3,0,0,-48.72,-29.26,38.68,-1.61,9.4,112.79,-15.19,1.04,2.54,0.31,0,0,59.2,-33.27,1.81,7.23,11.21,40.8,107.92,91.66,160.55,82.96,-4.13,28.39
(주)인트로메딕,150840,2019/12,104,-218.66,5.21,0,-43.75,-22.14,16.6,-2.29,3.9,-497.55,-11.6,0.81,-40.19,0.27,14.83,-10.51,63.52,-121.92,1.82,5.62,4.95,36.48,110.07,100.09,128.14,89.29,0.04,13.08
(주)인트론바이오테크놀로지,048530,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인트론바이오테크놀로지,048530,2016/12,16.49,-5.97,0,0,-19.2,-18.77,4.27,-12.49,-0.93,71.19,-3.29,1.32,9.26,0.17,0,0,49.21,-1.24,2.06,9.3,1.32,50.79,21.27,428.78,635.9,415.23,44.71,237.77
(주)인트론바이오테크놀로지,048530,2017/12,45.62,-79.68,-23.45,0,-33.89,-24.23,9.97,-28.7,-0.41,-34.6,-8.14,1.42,-6.01,0.21,-10.52,7.24,45.91,-22,2.11,9.67,1.4,54.09,50.6,225.01,391.31,216.55,37.87,113.96
(주)인트론바이오테크놀로지,048530,2018/12,36.19,42.31,20.09,0,-3.08,-4.05,7.54,33.84,-0.42,190.77,-1.16,2.66,26.41,0.41,29.12,87.77,73.68,25.13,3.98,15.65,2.65,26.32,39.98,283.44,505.77,273.13,47.43,149.1
(주)인트론바이오테크놀로지,048530,2019/12,7.19,-38.19,62.48,-136.59,20.29,7.05,16.92,-4.56,0.98,76.92,1.9,0.7,6,0.12,87.49,-59.45,45.52,-6.13,2.17,5.95,1.15,54.48,36.93,1610.26,406.31,1581.47,79.31,1140.63
(주)인포마크,175140,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포마크,175140,2017/12,188.43,-13.11,0,0,-5,-5.2,35.25,-8.19,1.15,112.95,-3.71,31.1,4.7,0.74,0,0,23.29,-33.35,15.65,1.61,15.44,76.71,249.01,139.1,1189.29,53.71,21.11,29.98
(주)인포마크,175140,2018/12,128.45,-0.43,-31.95,0,-1,-3.9,39.59,-0.57,1.07,421.1,-2.3,65.31,23.68,1.86,-36.34,110.01,13.4,0.58,29.88,4.11,35.42,86.6,143.62,133.26,1193.83,50.38,17.54,13.17
(주)인포마크,175140,2019/12,360.62,-14.51,5.41,-8622.29,-4.4,-7.7,41.71,-7.23,1.73,119,-6.08,41.32,6.28,1.42,2.78,-36.51,6.69,-63.98,9.36,3.77,24.4,93.31,373.67,89.99,630.03,48.32,-7.62,5.91
(주)인포바인,115310,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포바인,115310,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포바인,115310,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포바인,115310,2014/12,28.72,60.57,0,0,46.95,54.01,17.17,19.27,-13.41,12097.35,12.17,13.15,23.9,0.26,0,0,0,20.27,5.85,0,131.23,0,29.09,442.2,3928.31,442.2,76.13,12.82
(주)인포바인,115310,2015/12,3.74,52.46,-13.73,-21.03,52.96,385.1,0,137.13,-13.15,13246.17,14.51,11.89,23.04,0.25,-16.77,-8.83,0,15.45,6.5,0,136,0,3.92,2636.74,4144.36,2636.74,91.3,707.78
(주)인포바인,115310,2016/12,4.79,51.76,12.67,12.64,47.22,281.61,0,1941.03,-9.21,3305.58,13.11,13.47,23.94,0.29,2.54,14.16,0,15.9,7.25,0,63.19,0,4.88,1891.62,4626.47,1891.62,81.8,389.55
(주)인포바인,115310,2017/12,5.13,46.76,1.63,-2.31,44.79,271.02,0,2199.94,-7.79,3086.93,13.23,14.38,24.6,0.3,3.05,8.15,0,14.62,6.48,0,39.14,0,5.13,1794.01,4574.3,1794.01,82.69,520.83
(주)인포바인,115310,2018/12,4.34,47.63,6.88,-9.01,46.97,278.83,0,36434.33,-11.09,2543.34,11.59,12.69,21.21,0.26,9.72,-10.68,0,12.72,6.09,0,31.25,0,4.34,2162.08,4926.4,2162.08,85.74,495.87
(주)인포바인,115310,2019/12,4.48,46.69,10.23,-6.78,42.4,146.26,2.8,372.71,-12.1,525.04,9.03,12.07,18.35,0.22,7.59,-4.89,0,11,6.11,0,10.02,0,6.58,2089.43,5315.92,2089.43,83.54,631.44
(주)인포피아,036220,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포피아,036220,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인포피아,036220,2013/12,43.7,-17.74,0,0,-1.66,-2.34,28.24,-4.34,1.76,15.9,-0.85,11.74,6.97,0.51,0,0,39.55,-14.33,2.83,4.77,1.13,60.45,57.41,151.52,1453.36,112.77,14.3,21.17
(주)인포피아,036220,2014/12,48.71,-12,-4.54,0,-1.98,-2.38,32.54,-3.03,1.98,23.56,-1.15,12.68,10.74,0.57,-8.16,8.04,36.78,-11.79,2.62,5.17,1.23,63.22,93.74,160.94,1127.21,116.38,15.32,6.5
(주)인포피아,036220,2015/12,20.03,-16.69,-19.13,0,-0.66,-1.33,22.09,-0.38,1.77,25.62,-0.43,11.53,11.18,0.59,-11.71,-8.53,39.1,-16.66,2.3,5.28,1.26,60.9,47.66,325.65,1181.34,244.26,30.61,37.47
(주)인프라웨어테크놀러지,247300,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인피니트헬스케어,071200,2011/12,96.52,-2.81,20.18,0,2.14,4.29,21.08,-1.85,0.59,205.75,2.21,9.18,30.42,1.13,22.82,31.25,40.5,-6.32,3.49,9.79,7.6,59.5,106.51,149.81,415.08,123.69,23.28,29.5
(주)인피니트헬스케어,071200,2012/12,90.12,-6.27,-13.55,0,3.42,8.28,20.6,-5.34,0.57,176.77,4.2,9.31,30.92,1.14,-26.23,2.97,41.09,-14.74,3.55,10.05,6.94,58.91,103.14,134.68,361.93,111.39,15.39,25.09
(주)인피니트헬스케어,071200,2013/12,44.29,12.29,-11.01,0,7.41,18.23,15.28,4.86,0.58,296.96,6.28,5.69,41.45,0.8,-10.01,-38.55,56.75,18.33,2.91,9.11,5.05,43.25,52.57,208.13,438.51,183.99,31.39,90.74
(주)인피니트헬스케어,071200,2014/12,35.65,2.87,-3.48,-75.23,8.42,23.18,12.08,9.67,0.33,346.84,6.7,5.15,35.9,0.78,-3.14,-9.41,57.17,4.03,3.39,11.97,6.42,42.83,40.67,239.27,462.9,215.4,35.29,103.38
(주)인피니트헬스케어,071200,2015/12,32.04,9.12,4.84,155.56,8.06,23.94,8.28,16.34,0.26,432.64,6.03,5.07,37.2,0.77,24.09,-1.57,57.45,9.54,3.54,10.75,8.09,42.55,33.64,299.31,510.02,265.36,47.79,168.38
(주)인피니트헬스케어,071200,2016/12,28.63,10.03,9.49,25.66,8.83,30.08,5.98,28.75,0.07,457.68,6.98,5.86,35.01,0.83,11.26,15.7,55.34,10.78,3.85,12.83,10.19,44.66,30.2,331.65,571.52,309.47,50.93,189.89
(주)인피니트헬스케어,071200,2017/12,26.2,2.06,-0.26,-78.26,8.41,31.04,6.87,26.92,-0.17,316.17,6.78,5.97,29.92,0.8,5.23,1.79,55.63,2.2,3.74,26.13,9.41,44.37,27.93,375.59,580.63,369.35,56.45,108.84
(주)인피니트헬스케어,071200,2018/12,19.21,7.52,2.59,219.2,10.21,41.89,1.24,23.37,-1.28,376.32,7.09,5.27,32.7,0.7,4.71,-11.62,61.4,6.66,3.09,51.19,7.75,38.6,20.38,492.15,633.53,482.97,62.56,90.24
(주)인피니트헬스케어,071200,2019/12,23.26,9.79,15.25,46.96,14.51,48.02,3.69,49,-1,149.71,10.09,6.09,31.66,0.74,-1.93,15.47,63.04,8.95,3.23,44.16,4.85,36.96,26.62,363.67,693.79,353.44,48.44,70.61
(주)일승,333430,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)일신바이오베이스,068330,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)일신바이오베이스,068330,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)일신바이오베이스,068330,2013/12,12.83,10.52,0,0,-1.82,-3.9,5.59,12.87,0.13,28.67,-0.66,2.2,13.44,0.36,0,0,44.39,4.49,3.36,1.69,0.77,55.61,20.38,380.71,502.4,179.54,29.92,46.86
(주)일신바이오베이스,068330,2014/12,14.4,15.21,5.19,87.09,12.74,40.11,0,74.93,-0.12,38.09,5.58,2.8,16.37,0.45,18.34,27.1,44.92,8.04,4.11,2.09,1,55.08,16.16,368.21,547.53,194.73,33.26,86.57
(주)일신바이오베이스,068330,2015/12,16.94,18.9,4.78,37.02,13.94,33.93,1.69,123.4,-0.15,45.7,6.08,2.92,17.75,0.45,11.54,4.34,45.87,10.54,2.99,2.03,1.09,54.13,21.83,349.43,549.68,187.89,34.69,48.79
(주)일신바이오베이스,068330,2016/12,10.92,20.13,27.35,5.29,12.27,34.81,0,697.78,-0.63,53.32,4.35,3.02,15.94,0.4,51.38,3.58,47.29,9.4,2.37,2.14,1.17,52.71,14.29,604.43,745.96,442.75,48.22,111.66
