회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)제이엘케이,322510,2019/12,1.95,-4558.63,312.59,0,-2411.28,-232.13,0.71,-202.34,-1.66,-340.11,-14.24,0.18,-4.97,0.01,371.44,-36.75,75.39,-49.14,5.59,17.39,0.46,24.61,6.53,5071.65,2445.39,5069.25,91.02,2176.47,0.08,0,-43.33
(주)제이와이피엔터테인먼트,035900,2019/12,25.87,19.2,24.54,24.68,22.15,83.46,0.92,963.58,-0.99,156.91,17.76,8.08,32.99,0.89,34.18,22.38,45.55,21.47,11.59,309.37,3.9,54.45,27.03,238.01,791.47,236.13,28.1,51.61,4.34,54.27,17.07
(주)제이웨이,058420,2019/12,5.94,-69.69,1.76,0,-11.58,-64.39,0.95,-33.74,0.09,-355.4,-3.91,0.52,-4.87,0.34,74.52,0.64,9.3,-27.29,11.25,0,29.42,90.7,6.47,987.52,127.93,987.52,49.5,268.64,2.63,0,-23.75
(주)제이티,089790,2019/12,101.95,8.94,35.72,54.65,11.29,15.78,24.14,12.27,0.38,104.68,8.39,8.34,22.33,0.86,101.92,21.31,27.37,15.51,6.24,5.35,3.19,72.63,113.61,140.16,517.64,100.1,19.17,66.1,1.69,102.97,7.65
(주)제일바이오,052670,2019/12,9.06,8.89,7.17,96.4,14.38,109.08,0.31,440.39,-1.18,106.07,9.54,3.06,16.27,0.69,22.48,-17.34,21.22,6.67,8.45,3.37,4.23,78.78,9.58,981.16,421.57,728.38,72.83,193.75,8.1,-62.93,6.1
(주)제일테크노스,038010,2019/12,96.68,2.63,-0.46,-14.01,11.38,23.3,20.48,3.46,0.44,34.67,12.14,36.1,17.87,1.06,10.75,3.91,11.14,5.93,8.08,5.3,1.94,88.86,108.82,89.81,1621.04,42.45,-4.72,6.94,2.01,-45.26,2.8
(주)제주반도체,080220,2019/12,59.29,-3.6,-0.32,0,-5.21,-7.24,28.93,2.04,1.88,227.75,-3.62,7.55,6.35,0.69,3.31,-24.51,23.43,-4.86,3.68,1.4,26,76.57,99.97,262.77,541.97,101.32,48.27,28.8,1.43,-64.74,-2.5
(주)제테마,216080,2019/12,66.66,-110.71,21.45,0,-52.75,-24.75,27.7,999999999,-0.46,-98.85,-11.26,4.86,-15.44,0.23,1.82,18.67,46.07,0,3.12,5.82,0.42,53.93,83.53,98.47,836.01,89.56,-0.56,13.4,0.31,0,-25.93
(주)젬백스&카엘,082270,2019/12,58.51,-194.37,1.31,0,1.47,0.89,8.36,-1.18,2.31,-589.47,0.34,2.21,-35.38,0.24,3.43,-10.62,35.39,-71.43,6.59,9.24,3.92,64.61,62.56,167.19,557.54,159.71,24.19,81.4,0.66,0,-45.79
(주)젬백스링크,064800,2019/12,33.95,4.14,0.49,-48.84,-5.06,-9.11,21.81,2.45,-3.53,120.1,-2.38,14.24,6.6,0.47,2.33,126.94,30.36,2.85,10.58,4.57,10.26,69.64,35.35,109.07,2074.47,61.46,2.27,4.11,1.5,401.4,1.95
(주)조이시티,067000,2019/12,135.88,-1.41,17.36,0,-2.97,-7.73,32.08,63.56,-0.13,9329.38,-4.68,17.4,33.17,1.7,3.85,18.1,0,-5.51,11.5,0,535.54,0,153.24,108.99,437.09,108.99,4.83,21.58,3.01,0,-2.4
(주)좋은사람들,033340,2019/12,32.02,-8.16,6.33,0,-5.38,-19.45,15.07,-15.33,0.13,77.25,-6.09,8.47,15.69,1.17,-8.98,-1.31,48.02,-12.65,7.61,2.81,7.93,51.98,45.55,305.18,514.61,118.76,45.15,8.07,4.7,0,-9.51
(주)중앙디앤엠,051980,2019/12,33.31,-96.92,53.15,0,-17.18,-13.65,21.12,-17.21,1.7,-30.33,-3.64,0.39,-9.88,0.26,93.75,-29.35,-37.01,-35.54,2.27,1.84,0.7,137.01,36.32,256.59,104.48,218.89,38.27,17.8,0.85,0,-24.83
(주)중앙백신연구소,072020,2019/12,8.52,5.64,-0.18,-46.32,21.29,68.67,4.48,20.73,-1.26,38.5,7.25,6.61,14.88,0.34,-10.52,-0.75,42.4,2.16,13.87,2.08,0.71,57.6,11.81,575.52,1734.28,365.27,36.24,182.07,3,-22.59,1.92
(주)중앙에너비스,000440,2019/12,31.83,0.93,4.74,-31.72,2.34,9.34,17.96,1.53,0.63,18.93,2.5,21.1,14.47,1.09,9.85,-13.72,17.91,1.35,27.17,45.42,1.43,82.09,36.5,31.96,1447.68,18.31,-15.87,0.52,4.39,-55.71,1.01
(주)지노믹트리,228760,2019/12,1.17,-3619.97,714.37,0,-1770.7,-105.79,1.06,999999999,-33.86,-209.62,-4.39,0.03,-9.05,0,1109.84,-27.22,-160.16,-16.99,12.25,2.11,0.04,260.16,4.33,7184.58,1089.95,7163.65,79.39,2540.28,0.07,0,-15.98
(주)지니뮤직,043610,2019/12,46.64,3.17,5.35,23.18,1.36,3.86,3.18,27.35,-0.3,650.06,1.34,7.93,12.43,1.01,8.58,34.59,28.39,4.91,4.22,708.24,57.28,71.61,53.18,205.6,525.46,205.16,32.15,35.61,2.92,17.97,3.21
(주)지니틱스,303030,2019/12,40.79,0.81,0,0,10.39,40.33,12.2,39.7,0.04,107.38,13.35,16.22,12.39,1.29,0,0,29.12,1.56,8.42,10.86,11.14,70.88,49.46,271.56,844.47,228.2,46.82,71.73,3.88,0,1.04
(주)지란지교시큐리티,208350,2019/12,31.6,11.62,18.56,-6.05,14.88,28.17,15.37,22.56,0.35,135.15,7.44,5.76,24.39,0.54,-3.41,16.39,40.18,8.12,4.75,0,4.55,59.82,35.89,96.59,847.33,96.59,-0.79,53.01,2.42,10.62,6.3
(주)지씨셀,144510,2019/12,21.34,3.06,13.36,68.73,0.35,1.15,10.05,-14.6,-0.83,264.52,0.3,10.47,40.87,0.9,-48.69,9.17,25.47,3.53,9.18,61.36,6.01,74.53,35.07,180.22,910.75,169.32,12.67,98.21,4.19,0,2.77
(주)지어소프트,051160,2019/12,90.38,-1.3,9.35,0,2.97,14.45,10.6,2.54,0.04,391.67,7.95,7.03,49.75,2.8,6.39,-10.91,15.54,-8.35,8.44,147.32,31.21,84.46,122.42,133.82,116.23,129.23,13.74,42.45,4.97,-83.56,-3.65
(주)지에스이,053050,2019/12,59.38,3.15,3.78,-26.01,10.58,16,12.15,12.58,0.3,15.05,9.05,8.91,11.42,0.87,0.39,2.11,17.7,6.34,7.14,643.87,1.14,82.3,130.38,83.96,451.72,83.5,-4.13,8.12,1.54,-23.9,2.75
(주)지에스홈쇼핑,028150,2019/12,23.34,8.92,3.06,-11.62,5.76,24.45,0.05,6835.78,-1.44,113.82,4.82,36.41,19.14,0.85,-9.68,11.28,68.92,9.52,79.32,35.07,4.58,31.08,24.56,240.25,3490.31,224.51,26.28,51.48,4.17,-12.59,7.59
(주)지엔씨에너지,119850,2019/12,51.89,4.58,9.68,-9.62,5.82,16.77,14.88,11.89,0.27,37.56,5.89,14.5,11.75,1.06,12.69,24.53,8.19,7.38,4.96,8.52,3.22,91.81,54.07,147.77,929.69,103.81,16.09,16.37,3.09,15.25,4.85
(주)지엔코,065060,2019/12,80.81,-23.16,-7.95,0,8.93,11.49,36.31,0.17,4.99,-38.73,5.26,2.07,-5.35,0.56,-7.18,-4.88,58.39,-22.5,12.78,3.42,4.27,41.61,84.42,61.33,190.39,22.74,-16.95,5.21,1.35,-23.29,-13.08
(주)지유온,111820,2019/12,3031.42,-232.37,-8.06,0,228.81,39.04,26.72,-11.06,0.97,-43.62,38.52,0.41,-10.75,0.16,-4.2,-68.61,74.53,-606.38,0.93,0,0.68,25.47,7450,168.28,3.23,168.28,27.41,46.83,0.17,0,-37.47
(주)지티지웰니스,219750,2019/12,82.57,4.6,62.49,0,-12.95,-13.75,42.5,-4.26,2.59,334.74,-7.61,5.85,21.32,0.73,-1.71,37.84,48.9,6.15,4.25,3.16,2.67,51.1,123.99,108.96,335.09,57.82,3.3,3.81,1.6,0,3.35
(주)진로발효,018120,2019/12,9.55,16.32,-21.93,0.48,18.67,148.72,0.38,605.93,-1.67,105.05,18.11,23.03,27.41,0.85,-31.2,0.93,21.38,15.81,5.07,7.45,3.67,78.62,13.87,714.12,2217.99,558.11,51.49,77.84,6.99,-2.02,13.88
(주)진매트릭스,109820,2019/12,78.98,-23.23,-6.46,0,-48.66,-18.61,38.39,-4.11,4.01,37.09,-8.64,0.59,7.97,0.17,-13.08,38.76,35.39,-8.91,2.42,5.79,0.85,64.61,86.6,130.91,165.21,118.77,13.08,49.67,0.31,0,-3.98
(주)진바이오텍,086060,2019/12,3.46,-7.21,-6.47,0,-1.66,-9.12,0.03,999999999,-1.26,40.42,-0.97,5.4,2.81,0.57,-5.38,4.94,18.86,-4.53,6.62,7.65,7.52,81.14,11.97,1875.71,821.01,1604.46,54.82,178.74,5.97,-61,-4.1
(주)진성티이씨,036890,2019/12,37.25,6.88,3.48,0.95,3,15.64,6.06,57.23,0.13,119.97,4.6,24.67,28.06,1.56,6.29,-6.21,12.77,15.88,3.75,19.56,6.6,87.23,41.72,222.03,1135.58,194.04,32.08,28.47,4.8,-1.15,10.72
(주)차바이오텍,085660,2019/12,16.88,144.46,12.89,0,3.07,1.15,3.99,-0.13,1.16,212.29,0.29,1.16,20.35,0.1,29.16,13.16,65.96,20.06,10.89,145.57,0.93,34.04,33.82,218.94,911.88,218.57,15,84,0.36,0,14.51
(주)창해에탄올,004650,2019/12,39.63,14.03,-1.95,1.42,14.93,31.5,22.85,15.7,0.98,95.85,8.98,20.69,16.92,0.6,-8.18,-1.34,25.76,12.08,4.99,8.23,3.43,74.24,39.88,78.73,2459.33,55.38,-6.03,0.73,1.94,-11.08,8.36
(주)천보,278280,2019/12,3.87,16.14,77.7,-29.36,21.63,232.3,0.08,763.21,-1.76,86.96,9.94,21.43,14,0.59,151.36,-3.63,19.94,10.15,6.26,4.53,2.26,80.06,4.47,1666.4,3990.29,1392.74,58.07,71.29,9.08,-31.66,9.49
(주)체리부로,066360,2019/12,119.28,-7.23,5.86,0,-0.41,-0.89,41.08,-4.85,0.91,15.51,-0.52,19.48,6.58,1.29,-14,6.05,4.06,-21.04,21.39,11.98,3.12,95.94,138.81,43.05,652.07,22.01,-28.44,1,2.3,0,-9.3
(주)초록뱀미디어,047820,2019/12,72.14,16.3,9.58,0,-5.06,-2.43,28.52,0.7,-4.92,814.29,-1.02,0.91,2.94,0.21,-71.68,-20.53,11.35,6.03,6.4,0,1.15,88.65,72.24,24.01,249.96,24.01,-31.83,14.74,0.49,-39.79,3.43
(주)초록뱀컴퍼니,052300,2019/12,22.39,-72.45,-4.46,0,-5.08,-1.68,25.66,-0.79,12.73,-98.06,-0.64,1.17,-4.84,0.12,-4.86,-65.02,8.88,-14.95,2.45,299.7,2.52,91.12,61.63,75.94,507.92,75.71,-3.33,1.88,0.31,0,-8.95
(주)칩스앤미디어,094360,2019/12,9.84,27.93,12.53,68.63,18.11,77.81,0.14,999999999,-3.68,1100.92,8.1,4.19,22.12,0.47,11.69,14.14,0,14.75,2.78,0,28.17,0,11.62,834.79,839.74,834.79,64.78,82.78,4.59,74.5,13.23
(주)카나리아바이오,016790,2019/12,57.41,2.75,3.54,0,-9.02,-28.09,27.47,6.06,0.53,57.1,-10.94,38.43,11.18,1.23,4.41,12.73,15.34,5.58,2.26,8.25,6.25,84.66,63.78,219.46,1933.36,171.93,41.87,5.38,3.15,378.51,3.39
(주)카스,016920,2019/12,140.9,0.88,2.04,-47.84,0.13,0.18,34.75,0.68,1.65,133.34,0.11,10.8,21.02,0.92,-8.36,-4.88,25.83,2.1,3.14,8.56,5.72,74.17,163.64,78.57,441.53,57.23,-11.46,1.3,1.5,-76.84,0.81
(주)카이노스메드,284620,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)캐리소프트,317530,2019/12,10.76,-19.81,69.46,0,-6.27,-17.6,12.49,-4.02,2.95,6.63,-2.71,3.26,2.59,0.54,137.42,-3.81,0,-17.49,6.93,18.65,1.16,0,18.23,438.05,545.03,405.21,30.77,84.35,1.42,0,-10.79
(주)캐스텍코리아,071850,2019/12,93.98,-2.87,0.44,0,5.05,4.6,37.06,0.04,2.07,47.91,2.4,14.89,9.59,0.48,5.12,-14.41,6.8,-2.81,2.2,6.74,2.08,93.2,109.32,87.29,1494.86,73.19,-5.71,3.56,0.93,-97.37,-1.37
(주)캠시스,050110,2019/12,169.66,1.63,36.22,-59.78,7.89,17.38,23.53,1.45,0.68,87.28,11.59,15.33,8.86,1.7,47.54,22.63,7.95,8.29,8.38,25.81,16.08,92.05,200.35,99.59,329.54,81.63,-0.23,38.08,2.54,-35.72,2.76
(주)컴투스,078340,2019/12,7.68,25.1,10.21,-10.97,27.85,168.68,0.59,554.49,-5.43,1954.99,12.95,71.84,21.54,0.49,-1.86,-3.59,85.11,13.22,9.13,0,67.2,14.89,8.32,1070.13,14260.65,1070.13,68.82,43.38,6.57,-11.99,12.24
(주)컴투스홀딩스,063080,2019/12,63.17,-10.17,9.06,0,-15.2,-11.34,46.48,-5.4,-2.04,522.31,-5.84,23.17,9.53,0.4,-0.15,18.51,45.93,-7.7,12.93,0,5.9,54.07,106.18,24.74,2925.45,24.74,-23.06,11.08,0.85,0,-4.08
(주)케스피온,079190,2019/12,27.59,2.82,-33.41,0,6.13,9.2,16.34,2.44,2.66,32.83,2.61,1.42,16.65,0.34,-54.44,-29.3,63.79,1.69,1.27,17.52,0.87,36.21,39.67,213.56,239.05,198.35,22.44,8.65,0.79,-53.59,0.96
(주)케어랩스,263700,2019/12,62.25,5.5,1.72,-4.9,9.5,9.75,39.18,2.73,2.2,92.84,4.48,17.8,13.23,0.48,-10.21,27.33,0,4.99,12.02,465.88,3.43,0,85.04,104.06,1998.63,103.46,1.37,30.61,1,26.12,2.61
(주)케어젠,214370,2019/12,2.88,44.95,5.9,78.39,46.54,245.41,0,999999999,-4.63,150.89,12.97,12.03,21.55,0.29,6.94,27.55,83.26,13.64,27.59,11.79,1.69,16.74,5.58,2804.67,4086.6,2718.51,73.77,341.07,5.2,42.98,12.89
(주)케이비지,318000,2019/12,7.33,-7.58,42.2,0,13.6,101.91,0.16,25.79,0.21,22.48,8.95,13.59,6.82,0.77,56.87,12.73,28.22,-7.66,4.12,4.98,2.39,71.78,9.62,966.94,1579.69,765.01,57.98,108.19,3.28,5,-5.86
(주)케이사인,192250,2019/12,8.33,9.88,-6.26,0,28.14,66.56,8.5,12.98,-1.64,627.58,10.18,3.58,10.86,0.35,-11.14,9.33,0,4.33,6.57,0,12.86,0,18.06,865.89,839.13,865.89,54.07,265.19,1.74,23.4,3.46
(주)케이씨씨건설,021320,2019/12,131.64,1.72,7.27,17.09,2.09,5.19,22.95,9.7,-0.09,5982.66,3.31,15.35,13.4,1.64,12.23,54.43,7.43,7.72,12.95,11.46,708.69,92.57,175.26,162.17,352.84,144.42,29.73,60.03,2.57,23.19,2.81
(주)케이씨아이,036670,2019/12,20.23,16.39,19.08,28.61,15.39,81.21,5.27,145.34,-0.03,73.83,13.69,12.36,31.93,0.97,19.87,14.94,33.85,18.93,5.91,4.16,2.2,66.15,20.28,321.36,1155.07,188.91,37.23,74.29,5.95,28.05,15.85
(주)케이씨에스,115500,2019/12,69.48,7.16,14.09,5.78,9.44,25.15,0.39,626.29,-0.63,207.03,10.5,6.59,23.77,1.19,33.84,18.63,17.78,14.1,5.4,19.39,9.82,82.22,71.68,210.76,344.88,190.6,44.82,74.96,2.98,8.43,8.49
(주)케이씨티,089150,2019/12,43.28,4.29,-9.04,-30.53,5.72,5.33,20.93,2.53,2.32,298.66,1.96,2.34,9.03,0.33,-35.71,-34.79,22.92,2.26,18.85,5.57,10.9,77.08,58.41,40.69,430.23,29.44,-16.21,8.29,0.86,-34.75,1.4
(주)케이씨피드,025880,2019/12,74.59,-9.63,-5.16,0,-1.72,-2.37,39.96,-1.31,-0.57,4.97,-1.12,7.71,1.02,0.63,1.95,2.17,14.61,-11.11,3.51,5.66,2.71,85.39,89.16,130.48,629.4,100.33,12.02,35,1.39,0,-6.08
(주)케이아이엔엑스,093320,2019/12,16.22,21.78,37.9,17.74,28.93,90.35,14.68,44.16,-0.33,192.3,18.45,24.19,40.64,0.74,19.94,13.62,45.1,18.87,7.55,0,2.95,54.9,25.66,409.03,3018.58,409.03,39.88,103.8,5.05,24.48,16.1
(주)케이에스피,073010,2019/12,77.28,5.59,8.97,0,-2.3,-3.15,38.47,4.2,1.52,24.31,-1.53,1.62,12.9,0.69,21.82,75.06,12.15,7.47,7.78,2.87,1.23,87.85,94.29,115.7,125.85,53.28,6.25,23.37,1.44,0,3.87
(주)케이에이치바텍,060720,2019/12,17.38,-40.25,0.14,0,4.23,3.16,12.68,3.33,-4.53,-17.89,0.54,2.6,-2.34,0.13,-38.11,-40.43,62.68,-6.31,1.36,15.32,0.96,37.32,20.45,284.93,1605.07,282.31,26.68,1.75,0.66,1302.63,-5.1
(주)케이엑스이노베이션,122450,2019/12,43.87,14.35,9.85,15.68,15.93,9.28,25.79,2.97,-1.92,441.38,2.84,2.89,9.98,0.19,24.87,9.78,31.41,3.76,6.52,0,7.78,68.59,44.1,30.1,1115.97,30.1,-21.28,8.74,0.65,56.2,2.68
(주)케이엑스하이텍,052900,2019/12,15.01,4.37,-2.41,-38.74,8.78,45.21,3.05,60.57,-0.31,92.8,6.91,2.47,18.37,0.78,22.82,-4.49,18.15,4,6.33,12.43,3.76,81.85,18.04,315.27,265.64,266.9,27.37,71.89,5.16,20.45,3.4
(주)케이엔더블유,105330,2019/12,38.13,-19.39,-18.53,0,0.66,1.91,24.69,-19.05,0.56,3.46,0.64,13.56,1.3,0.86,-22.7,-42.93,4.24,-24.59,3.37,10.48,2.48,95.76,50.08,216.96,937.93,196.47,29.71,30.46,2.72,0,-16.77
(주)케이엔엔,058400,2019/12,5.37,11.79,1.22,0.49,18.33,90.15,0.14,325.66,-2.71,46.99,5.67,0.97,15.01,0.31,4.74,7.18,32.41,3.94,4.72,0,0.91,67.59,6.72,523.15,294.2,523.15,21.3,97.28,4.52,-9.65,3.67
(주)케이엔제이,272110,2019/12,86.35,7.33,9.47,156.9,-3.98,-7.14,36.01,2.45,1.14,132.69,-3.89,20.12,25.29,1.02,0.27,10.74,20.19,24.94,7,4,3.45,79.81,119.59,123.84,839.02,77.04,9.37,22.58,1.46,363.21,7.49
(주)케이엘넷,039420,2019/12,14.39,10.37,6.66,60.44,14.7,65.93,4.21,58.45,-0.39,132.45,11.75,2.96,40.61,0.83,14.83,-9.44,28.2,10.22,20.06,793.95,2.58,71.8,21.69,265.02,304.11,265.02,19.51,69.05,5.08,-11.14,8.56
(주)케이엠,083550,2019/12,47.31,6.99,15.62,60.16,2.92,6.12,24,6.83,-3.27,45.83,2.29,16.86,17.85,0.84,10.86,15.9,18.52,9.13,7.08,3.92,2.13,81.48,59.9,137.59,1332.73,62.62,11.12,17.38,2.37,84.45,5.89
(주)케이엠더블유,032500,2019/12,76.03,16.8,41.37,0,-2.56,-8.49,16.64,29.19,0.72,337.98,-3.88,40.75,39.71,1.78,50.65,281.41,27.91,66.8,5.17,15.59,13.21,72.09,84.04,160.33,1075.86,127.38,24.92,14.23,3.21,0,29.82
(주)케이지모빌리언스,046440,2019/12,70.88,14.26,0.69,41.31,31.52,24.31,33.85,10.25,2.45,1751.23,10.19,8.4,10.38,0.32,-5.92,-7.02,50.87,8.14,6.86,102951.13,12.71,49.13,72.14,185.42,1509.64,185.42,35.18,55.12,0.75,59.62,4.62
(주)케이지이니시스,035600,2019/12,171.24,8.44,22.44,29.15,13.11,18.02,4.38,95.58,-1.48,1110.67,11.43,34.49,11.99,0.96,17.75,-0.46,19.9,21.55,30.73,6267.47,117.42,80.1,173.5,68.42,1446.37,68.38,-19.77,41.67,1.54,8.06,8.1
(주)케이티서브마린,060370,2019/12,12.16,0.88,-7.47,0,15.41,46.06,3.23,2.6,0.59,24.07,7.03,2.52,19.26,0.44,15.76,-9.97,11.53,0.47,5.44,42.67,0.53,88.47,18,169.9,468.02,155.55,7.21,42.15,2.4,0,0.39
(주)케이티알파,036030,2019/12,30.42,0.44,2.58,61.8,15.62,67.35,3.8,26.04,-0.27,325.44,18,9.02,25.73,1.17,-28.21,15.57,7.49,0.69,8.49,69.57,14.32,92.51,36.46,185.47,574.13,180.9,19.05,59.39,4.58,92.83,0.52
(주)케이프,064820,2019/12,26.14,17.05,1.42,177.16,8.72,4.81,25.34,2.42,2.55,21.11,1.52,3.01,8.91,0.18,3.2,35.47,24.64,4.49,5.97,3.45,0.42,75.36,46.28,180.48,1160.18,149.12,14.38,44.68,0.53,165.23,3
(주)케이피에스,256940,2019/12,27.1,-2.17,1.21,0,5.94,10.07,14.47,-14.27,0.04,67.71,2.18,6.63,17.75,0.37,4.61,-65.07,24.88,-1,3.78,4.13,1.35,75.12,27.6,323.6,1414.72,281.93,47.49,53.5,1.81,0,-0.8
(주)케이피에프,024880,2019/12,78.75,2.69,3.22,2,6.44,10.04,35.58,2.56,0.84,81.85,4.78,33.13,14.74,0.75,7.79,1.82,14.27,3.94,5.2,4.36,3.96,85.73,90.96,151.46,2220.46,108.8,21.22,13.59,1.56,52.42,2.03
(주)케이피엠테크,042040,2019/12,21.9,-174.9,-10.65,0,-18.13,-8.95,20.94,-1.52,3.85,-205.6,-2.13,1.89,-15.92,0.11,4.49,-44.63,2.59,-24.71,2.79,8.43,1.53,97.41,31.13,157.85,1194.25,149.19,9.66,33.82,0.51,0,-19.35
(주)케이피티유,054410,2019/12,52.92,-3.15,-5.07,0,4.97,4.11,20.89,0.78,2.14,25.99,1.94,9.59,4.58,0.38,-20.72,2.16,12.56,-2.35,3.17,15.06,2.16,87.44,89.22,67.83,1299.95,58.97,-9,1.22,0.77,-48.11,-1.2
(주)케일럼,258610,2019/12,19.64,-6.31,-8.77,0,6.67,8.8,26.91,0.57,3.48,9.44,2.81,4.8,4.75,0.4,-17.48,-12.97,16.98,-4.5,4.56,64.29,0.86,83.02,46.9,358.81,684.38,352.19,34.6,49.65,0.92,-71.75,-2.54
(주)켐온,217600,2019/12,14.5,9.23,5.06,128.62,22.71,63.32,0.54,93.07,-0.87,61,10.64,3.27,30.78,0.48,3.75,7.52,22.19,5.42,5.16,1205.47,0.88,77.81,20.21,341.22,581.28,340.91,29.09,48.57,2.63,204.38,4.43
(주)켐트로닉스,089010,2019/12,107.84,0.06,10.06,-93.58,4.9,9.06,43.56,1.26,1.32,45.82,5.43,34.98,14.53,1.16,2.61,4.74,13.63,0.15,3.87,10.59,3.55,86.37,149.43,115.96,1229.05,92.2,6.9,6.26,1.98,4.43,0.06
(주)켐트로스,220260,2019/12,37.35,0.65,4.9,-94.85,10.41,19.37,18.91,7,0.32,38.64,6.69,17.38,13.92,0.66,-38.14,-1.49,14.46,0.7,5.28,7.51,1.26,85.54,52.81,127.04,1692.17,92.02,6.61,27.29,1.66,-32.93,0.43
(주)코너스톤네트웍스,033110,2019/12,93.81,-2542.12,30.01,0,-312.4,-21.63,34.58,-2.82,2.72,-4609.34,-11.17,0.04,-83.23,0.04,-37.7,-53.4,-33.19,-194.3,0.9,2.47,2.88,133.19,106.72,63.95,49.48,61.67,-16.36,2.35,0.09,0,-102.75
(주)코다코,046070,2019/12,82.44,-5.26,-12.87,0,7.78,6.85,64.5,-0.68,4.13,29.33,5.67,11.28,15.1,0.68,0.02,-12.52,7.81,-15.87,4.29,6.94,1.28,92.19,482.25,262.88,265.71,189.62,23.06,2.81,0.88,0,-3.57
(주)코데즈컴바인,047770,2019/12,9.92,20.44,23.54,57.03,11.49,72.18,3.04,58.34,-0.05,267.89,8.78,1.79,19.86,0.84,133.74,21.03,59.91,19.51,12.95,8.62,14.5,40.09,13.84,646.89,205.54,539.34,47.63,186.01,7.3,3.53,17.26
(주)코디,080530,2019/12,14.71,-17.82,-7.11,0,-2.37,-1.61,46.29,0.89,11.8,27.08,-0.94,4.13,5.76,0.38,174.28,93.2,25.48,-16.29,7.57,16.99,1.05,74.52,139.02,546.81,388.41,503.93,27.5,129.74,0.65,0,-6.78
(주)코디엠,224060,2019/12,67.28,3.96,6.98,0,-4.64,-1.24,32.58,0.56,0.85,93.61,-0.51,0.76,4.62,0.11,-52.41,-66.91,19.76,0.76,2.55,3.1,1.75,80.24,70.09,41.83,401.32,28.67,-23.01,11.83,0.28,0,0.45
(주)코렌텍,104540,2019/12,96.36,5.9,-1.24,0,12.51,15.47,29.37,3.82,2.15,121.91,8.26,7.83,22.4,0.66,-3.97,21.1,62.08,9.3,3.09,2.46,2.79,37.92,114.58,127.41,535.28,67.54,12.31,13.12,1.12,0,3.87
(주)코리아나화장품,027050,2019/12,28.05,0.6,-0.73,-53.83,3.35,8.61,14.02,0.64,0.24,33.19,2.95,5.22,15.18,0.88,-6.01,1.08,44.13,0.81,9.65,8.11,1.88,55.87,52.07,138.6,389.86,75.52,7.12,24.65,2.54,3414.81,0.53
(주)코리아센터,290510,2019/12,38.89,6.72,27.19,195.71,10.94,6.48,27.24,2.06,1.78,90.25,2.29,26.31,10.9,0.23,212.09,8.75,76.33,2.58,11.27,9.59,1.64,23.67,54.69,89.94,7641.34,79.92,-2.53,57.76,0.6,20.89,1.57
(주)코리아에스이,101670,2019/12,5.36,7.14,-1.23,0,4.75,20.97,0,999999999,-2.17,5.25,1.78,3.11,1.38,0.37,-14.03,2.13,28.44,2.96,5.7,1.6,1.41,71.56,9.27,1210.26,760.71,726.41,54.45,463.34,3.66,0,2.66
(주)코맥스,036690,2019/12,53.17,2.71,5.34,27.36,1.4,4.84,5.91,25.8,0.05,79.93,1.8,19.63,17.85,1.32,9.43,-1.18,19.23,5.68,3.96,5.42,5.71,80.77,59.08,199.38,951.73,122.32,33.22,17.53,3.56,-9.84,3.58
(주)코메론,049430,2019/12,5.49,22.05,6.27,1.82,19.49,139.04,0.03,3027.4,-3.74,166.33,7.44,11.75,14.19,0.39,15.68,-5.5,33.4,9.22,3.62,6.34,4.4,66.6,5.65,1226.02,2914.86,1113,58.53,206.85,6.64,4.92,8.67
(주)코미코,183300,2019/12,42.77,26.4,13.97,-21.92,20.67,19.55,27.33,2.59,3.09,90.87,8.12,19.67,30.62,0.42,-10.61,-6.22,41.96,19.45,15.38,34.71,1.25,58.04,71.06,87.75,2926.24,83.84,-3.06,60.3,0.97,-58.86,11.05
(주)코미팜,041960,2019/12,44.58,-42.92,-6.05,0,8.82,6.55,34.88,0.54,2.52,5.28,2.73,6.09,2.59,0.3,21.5,3.71,33.67,-20.56,3.11,2.85,0.61,66.33,71.56,172.07,1069.29,131.81,18.73,29.63,0.8,0,-12.87
