회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
(주)제낙스,65620,17-Dec,27.21,-73.28,27.64,0,-67.43,-20.1,22.4,-3.14,9.44,-8.54,-5.85,0.56,-1.86,0.1,192.4,1.97,-22.36,-11.28,2.76,6.95,0.39,122.36,41.08,79.8,451.21,73.44,-3.9,10.52,0.26,0,-7.13
(주)제넥신,95700,17-Dec,11.37,-67.93,-29.18,0,-51.83,-54.98,10.87,-24.27,1.3,-53.73,-10.48,2.88,-8.55,0.17,-59.8,150.66,62.42,-13.61,2.84,442.63,0.88,37.58,23.55,223.09,1135.3,223.09,11.33,80.55,1.03,0,-11.39
(주)제넨바이오,72520,17-Dec,191.47,-73.03,-20.07,0,-19.76,-11.87,54.54,1.03,9.02,33.74,-8.21,4.75,24.08,0.37,-78.87,-52.33,53.69,-71.67,6.61,12.59,0.64,46.31,224.26,10.86,341.84,10.86,-52.64,2.04,0.59,0,-26.96
(주)제노포커스,187420,17-Dec,3.36,11.67,10.95,-12.63,8.17,26.19,3.71,11.55,-5.78,16.13,1.34,2.13,6.57,0.17,-22.25,63.7,29.48,2.23,4.41,8.67,0.5,70.52,5.39,1348.26,1182.7,1255.59,39.8,141.46,5.35,-10.1,2.01
(주)제닉,123330,17-Dec,50.51,-11.54,-8.06,-709.42,-1.67,-2.76,30.75,-6.31,1.25,29.99,-1.16,19.13,12.27,0.66,-31.22,-27.86,19.05,-12.85,5.53,5.51,1.73,80.95,72.06,118.91,1566.33,71.68,5.55,29.89,1.64,-254.58,-7.66
(주)제로투세븐,159580,17-Dec,121.76,-10.77,-26.23,0,0.78,2.22,33.19,-3.04,0.32,427.72,1.55,30,19.75,1.69,-18.88,-19.78,46.19,-52.23,9.28,3.38,36.99,53.81,230.94,237.17,454.16,104.06,50.47,40.67,2.6,0,-18.25
(주)제우스,79370,17-Dec,71.78,5.25,16.2,-3.83,3.69,8.59,17.96,31,0.07,98.18,3.92,69.17,22.67,1.14,15.18,23.47,27.28,10.71,6.43,5.16,4.21,72.72,83.93,168.11,3490.94,97.27,26.58,16.37,2.63,37.43,6
(주)제이브이엠,54950,17-Dec,38.68,10.79,-2.38,3.26,15.5,32.08,14.34,41.47,0.05,73.6,9.54,33.54,24.25,0.61,-2.62,8.18,42.5,9.82,4.21,5.58,1.89,57.5,42.33,144.19,3827.05,100.55,12.01,7.14,1.83,26.74,6.57
(주)제이스텍,90470,17-Dec,40.94,12.99,23.51,525.39,9.72,104.91,0,241.57,0.05,226.81,30.49,78.21,82.29,3.47,-0.13,278.56,21.03,79.98,16.13,74.15,11.43,78.97,40.98,195.94,1768.21,169.33,27.86,109.19,7.94,493.3,45.04
(주)제이에스티나,26040,17-Dec,50.44,-2.59,-12.03,-205.98,4.64,17.17,25.42,-0.08,0.25,106.02,5.91,16.11,21.83,1.19,-22.67,-17.8,68.25,-4.79,5.46,4.64,5.28,31.75,52.53,194.6,829.28,119.26,31.29,10.9,3.36,-100.61,-3.09
(주)제이에스피브이,250300,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)제이와이피엔터테인먼트,35900,17-Dec,40.61,16.01,43.73,93.03,20.8,55,0,999999999,-0.47,162.28,17.09,5.96,27.72,0.97,32.84,38.83,38.41,21.38,13.12,67.56,8.18,61.59,45.09,167.69,490.45,162.94,18.94,72.82,3.51,40.91,15.52
(주)제이웨이,58420,17-Dec,15.8,-59.44,-24.29,0,-2.03,-11.87,0,-6712.29,-0.27,-107.29,-1.79,1.27,-5.52,0.76,-27.48,-7.25,11.21,-44.36,12.62,64.34,13.85,88.79,17.7,422.97,120.22,404.27,43.36,262.2,5.68,0,-45.04
(주)제이콘텐트리,36420,17-Dec,122.46,2.59,20.31,-66.53,1.77,1.74,35.62,3.81,1.21,77.45,1.12,7.37,22.36,0.69,52.87,25.41,52.47,5.31,9.03,17.88,2.07,47.53,180.8,72.18,277.76,63.99,-12.13,17.11,0.99,15.23,1.8
(주)제이테크놀로지,35480,17-Dec,68.04,-247.36,0,0,-182.79,-53.82,17.04,-4.22,8.21,-101,-22.45,0.36,-5.67,0.12,0,0,-54.47,-52.94,27.84,40.46,2.19,154.47,71.54,145.57,165.74,144.81,18.08,1.17,0.29,0,-30.38
(주)제이티,89790,17-Dec,179.09,-0.56,1.96,0,2.32,2.75,48.08,0.53,3.13,48.55,1.76,8.47,18.09,0.77,31.77,44.07,27.34,-1.2,4.92,24.37,1.97,72.66,179.09,65.22,393.47,56.66,-22.32,15.04,1.19,0,-0.43
(주)제일바이오,52670,17-Dec,7.93,2.82,-13.93,-22.17,9.77,110.65,1.63,76.81,-1.08,76.99,8.31,3.73,13.42,0.79,-30.52,-21.88,22.44,2.44,5.99,4.99,4.49,77.56,8.12,902.54,405.48,699.33,58.85,103,8.69,34.5,2.22
(주)제일테크노스,38010,17-Dec,95.81,2.33,6.23,59.59,-0.39,-0.68,37.93,3.66,0.95,27.63,-0.37,34.02,16.06,1,25.75,5.83,13.43,5.19,7.76,6.77,1.65,86.57,123.95,85.52,1566.88,42.83,-6.19,8.2,1.81,24.56,2.32
(주)제주반도체,80220,17-Dec,63.29,3.37,6.43,0,-2.28,-6.4,19.6,3.59,1.81,752.64,-2.87,9.42,14.6,1.3,-0.26,106.67,20.52,8.93,6.68,2.94,41.62,79.48,81.22,242.55,396.87,99.69,49.79,14.02,2.56,1719.73,4.36
(주)젬백스&카엘,82270,17-Dec,140.08,-26.07,-15.74,0,-13.31,-6.8,33.84,-0.27,5.68,-99.47,-3.99,3.12,-8.39,0.27,37.03,-56.13,33.94,-20.67,5.74,5.24,2.39,66.06,141.74,81.22,429.89,76.47,-10.88,10.12,0.52,0,-7.14
(주)젬백스링크,64800,17-Dec,225.55,2.88,419.82,-326.16,5.24,3.45,41.76,2.92,4.1,59.56,2.65,42.18,11.65,0.85,228.3,485,57.31,-1.45,16.27,3.73,4.74,42.69,333.9,86.4,545.25,34.21,-7.07,5.64,1.18,0,2.44
(주)조이시티,67000,17-Dec,47.51,-12.46,-13.91,0,6.71,36.97,0.2,-249.21,-0.12,2259.74,12.22,15.65,49.17,1.68,-14.85,27.12,0,-29.01,7.14,0,78.68,0,49.37,217.2,575.34,217.2,37.28,116.32,6.09,-189.35,-20.99
(주)좋은사람들,33340,17-Dec,37.12,-8.31,-11.02,0,4,17.07,9.59,-16.81,0.07,245.82,4.81,9.03,25.1,1.13,-10.25,-5.81,44.43,-13.02,3.8,3.39,11.57,55.57,39.3,293.37,538.68,166.08,51.53,47.89,4.1,0,-9.42
(주)주노콜렉션,221670,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)중앙디앤엠,51980,17-Dec,75.25,4.59,24.91,0,1.81,1.15,40.21,-1.82,2.2,20.39,0.53,0.7,8,0.33,15.42,-59.92,33.71,2.66,1.54,4.65,1.39,66.29,86.59,132.25,123.7,102.06,13.01,5.81,0.78,0,1.51
(주)중앙백신연구소,72020,17-Dec,17.31,14.37,10.99,-26.25,23.96,45.06,10.41,90.85,-0.19,53.63,9.36,8.71,19.81,0.41,-8.23,-15.92,47.51,7.32,18.68,2.08,0.81,52.49,26.2,297.97,1767.12,149.05,27.16,88.88,2.12,-20.62,5.9
(주)중앙에너비스,440,17-Dec,33.51,2.26,-6.31,79,2.23,10.34,19.02,1.86,0.27,20.56,2.61,22.75,15.55,1.13,-10.58,2.95,17.2,3.57,25.9,34.37,1.54,82.8,33.85,33.67,1451.52,23.19,-16.61,0.72,3.99,-51.48,2.55
(주)지니뮤직,43610,17-Dec,52.89,-2.19,26.72,0,6.85,21.98,0,230.64,-0.78,797.9,7.64,6.84,6.49,1.25,32.15,39.86,24.65,-4.28,4.73,803.19,125.15,75.35,53.32,249.39,369.9,248.76,51.53,100.05,3.44,-50.98,-2.73
(주)지란지교시큐리티,208350,17-Dec,34.35,18.59,0,0,15.44,31.67,14.01,28.61,0.2,973.42,9.47,10.83,33.19,0.61,0,0,46.45,13.75,3.04,0,17.99,53.55,42.65,220.95,974.04,220.95,29.13,90.62,2.05,0,11.4
(주)지씨셀,144510,17-Dec,9.47,2.31,1.54,-54.58,2.8,18.23,0,999999999,-1.61,573.17,2.32,8.68,37.12,0.83,-1.82,7.96,22.29,2.19,9.37,1020.97,13.5,77.71,14.55,964.39,915.73,962.42,71.43,843.44,6.81,-17.41,1.92
(주)지어소프트,51160,17-Dec,237.43,-1.39,-5.99,0,1.74,8.99,13.42,4.05,0.16,712.72,6.49,15.2,64.44,3.62,-15.63,26.23,17.62,-18.63,11.09,35.35,48.85,82.38,258.92,93.63,99.04,77.1,-4.21,21.96,4.96,0,-5.03
(주)지에스이,53050,17-Dec,58.71,4.56,7.54,-12.63,10.89,14.27,17.06,11.2,0.53,15.18,8.12,7.32,11.69,0.77,17.58,4.14,20.53,8.4,4.84,511.92,0.98,79.47,132.04,81.62,409.62,81.09,-4.65,8.29,1.33,-11.94,3.52
(주)지에스홈쇼핑,28150,17-Dec,32.96,9.46,4.83,-2.69,12.11,36.42,0.21,634.55,-1.34,137.99,9.23,33.11,20.35,0.78,-9.85,-1.05,89.35,10.1,72.4,55.61,5.08,10.65,33.96,215.29,3240.07,207.66,28.37,54.82,2.92,11.79,7.38
(주)지엔씨에너지,119850,17-Dec,58.48,6.03,0,0,13.55,29.43,19.95,23.9,0.08,56.73,11.46,11.65,12.1,0.85,0,0,11.55,8.74,2.97,8.86,3.13,88.45,63.78,166.41,797.71,139.67,23.71,41.59,2.17,0,5.1
(주)지엔코,65060,17-Dec,39.22,-9.49,22.35,0,0.43,0.72,21.05,7.75,0.83,31.65,0.21,3.22,2.99,0.54,87.44,17.54,61.64,-11.31,9.76,3.3,5.4,38.36,41.43,187.08,306,130.25,24.14,83.85,2.01,813.68,-5.16
(주)지유온,111820,17-Dec,9.17,3.15,2.87,198.09,-37.89,-119.1,3.9,3.06,0.27,325.7,-11.53,2.81,10.04,0.31,2.01,-35.05,43.22,1.07,1.75,18.39,9.59,56.78,10.72,1017.42,821.6,996.56,75.99,112.82,3.26,18.27,0.97
(주)진로발효,18120,17-Dec,15.23,17.52,5.9,-11.62,19.5,107.62,5.78,141.26,-1.36,117.22,16.12,22.2,25.28,0.85,8.56,1.9,25.9,18.23,4.7,9.6,3.86,74.1,17.61,562.69,2266.26,497.73,59.91,14.57,5.47,-6.77,14.9
(주)진매트릭스,109820,17-Dec,42.07,-33.43,-8.23,0,-20.69,-18.51,23.11,-18.12,-0.51,16.16,-6.05,1.02,5.97,0.28,-11.6,2.15,35.79,-12.49,2.57,5.83,0.79,64.21,48.54,220.5,216.52,201.76,34.13,25.13,0.9,0,-9.36
(주)진바이오텍,86060,17-Dec,32.18,3.33,0.65,-23.58,5.8,15,21.11,7.54,0.44,59.3,5.41,12.9,18.17,0.94,10.99,-0.18,17.55,5.25,6.48,8.25,2.89,82.45,56.46,252.92,940.44,191.34,31.45,44.69,2.52,-32.89,3.11
(주)진성티이씨,36890,17-Dec,77.5,4.1,13.71,1.01,0.88,2.41,15.17,26.33,0.28,67.82,1.12,21.74,21.34,1.35,25.08,37.42,16.62,9.9,4.46,6.37,3.85,83.38,86.84,156.09,916.19,102.31,23.26,12.68,3.07,64.86,5.54
(주)차바이오텍,85660,17-Dec,54.3,-10.97,2.17,-384.35,3.45,3.84,16.18,-0.75,1.05,104.04,1.84,16.45,17.81,0.54,2.6,-6.76,29.61,-18.54,7.38,32.08,2.55,70.39,91.99,213.8,903.29,207.2,32.19,50.04,1.09,-116.86,-5.91
(주)창해에탄올,4650,17-Dec,87.72,5.57,-7.58,196.78,6.34,6.84,38.5,2.7,1.29,31.11,3.59,49.21,13.71,0.54,-17.67,2.05,27.1,4.48,4.78,3.91,1.23,72.9,110.41,72.47,2375.32,46.25,-11.48,6.23,1.01,55.19,3.03
(주)체리부로,66360,17-Dec,97.12,5.85,8.2,25.73,7.92,19.61,43.87,4.92,1.33,48.77,11.22,28.11,29.54,1.47,10.02,14.9,16.35,24.63,17.86,18.09,2.27,83.65,133.58,70.4,751.29,49.87,-12.31,10.11,2.26,-3.97,8.61
(주)초록뱀미디어,47820,17-Dec,33.82,-22.67,-10.56,-373.96,6.27,12.65,14.15,0.03,3.54,-86.65,3.32,2.06,-3.97,0.5,-16.53,-44.44,14.46,-17.41,4.65,2051.53,19.35,85.54,35.62,153.17,251.68,152.96,13.26,16.99,1.45,-98.72,-11.34
(주)초록뱀이앤엠,131100,17-Dec,459.93,-39.86,-41.39,0,-11.7,-11.26,55.22,-2.38,5.24,1.58,-9.25,2.7,1.06,0.58,50.01,-32.34,0.53,-113.22,8.23,9.9,0.9,99.47,462.01,35.23,56.62,24.3,-53,3.05,0.74,0,-23.3
(주)초록뱀컴퍼니,52300,17-Dec,17.16,9.65,8.77,-61.55,4.83,4.55,22.25,0.68,5.82,104.87,1.32,2.89,5.97,0.29,3.7,82.83,20.06,3.95,6.03,1018.52,5.54,79.94,41.12,109.14,703.24,108.73,1.11,12.95,0.95,-18.04,2.76
(주)칩스앤미디어,94360,17-Dec,4.86,-25.66,-8.32,-165.35,11.22,40.88,0,999999999,-1.72,442.66,3.5,2.38,4.34,0.3,-9.58,-33.8,0,-8.34,2.08,0,23.84,0,9.37,1633.44,688.99,1633.44,68.08,485.4,3.68,-153.89,-7.66
(주)카스,16920,17-Dec,190.33,1.35,-4.47,0,6.55,11.54,40.72,2.35,1.84,90.56,7.85,14.81,27.92,1.17,-5.61,5.9,30.07,5.44,4,7.23,3.81,69.93,212.95,93.72,345.87,68.26,-3.82,14.49,1.65,137.25,1.58
(주)카이노스메드,220250,17-Dec,10.28,-120.44,522.61,0,-146.19,-221.31,9.52,-20.83,2.29,-624.3,-41.98,0.36,-19.01,0.49,1024.36,0.86,90.36,0,2.03,0,15.46,9.64,23.41,1086.18,95.81,1086.18,82.15,706.67,1.47,0,-59.59
(주)캐스텍코리아,71850,17-Dec,100.43,1.38,7.28,-61.09,7.52,10.24,41.35,1.57,1.93,49.77,6.04,33.87,21.26,0.83,11.74,-7.53,11.25,2.67,3.28,5.93,1.61,88.75,143.71,112.29,1731.77,79.52,5.07,4.82,1.45,-51.43,1.15
(주)캠시스,50110,17-Dec,236.13,-8.11,0.26,0,1.37,3.05,38.41,2.92,1.06,64.37,2.27,15.4,18.56,1.66,20.28,16.02,11.08,-44.98,11.29,7.17,4.71,88.92,290.05,99.47,223.25,55.09,-0.32,16.32,2.38,0,-13.46
(주)컴투스,78340,17-Dec,10.06,28.03,17.74,-6.19,28.6,187.74,0,8420.08,-3.1,7909.6,17.33,78.96,27.1,0.66,17.38,-0.99,89.9,20.4,7.48,0,186.05,10.1,10.17,1003.78,11828.18,1003.78,82.49,33.71,6.58,1.39,18.37
(주)컴투스홀딩스,63080,17-Dec,23.08,8.07,3.19,-68.01,-7.82,-8.89,15.96,-12.39,1,182.6,-2.46,32.44,15.35,0.32,-38.77,-34.13,52.7,3.56,11.04,0,3.94,47.3,38.27,64.57,7373.71,64.57,-5.91,18.4,1.15,-570.56,2.58
(주)케미메디,205290,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)케스피온,79190,17-Dec,83.34,-4.65,3.7,-252.45,7.93,9.66,39.31,0.26,2.08,40.8,5.11,4.92,17.7,0.66,-6.65,-17.1,23.25,-6.86,9.75,4.81,1.41,76.75,112.25,101.38,345.62,65.58,0.54,25.44,1.18,-88.49,-3.05
(주)케어랩스,263700,17-Dec,28.27,13.04,0,0,7.43,22.57,17.67,44.38,0.36,342.01,7.34,16.96,35.97,0.99,0,0,0,20.4,14.48,11190.89,9.39,0,48.18,206.57,1011.86,206.52,20.33,44.01,3.04,0,12.88
(주)케어젠,214370,17-Dec,4.01,39.18,-3.84,59.27,34.3,139.69,0,999999999,-5.1,92.22,7.2,8.68,14.41,0.21,-10.28,50.56,73.48,8.73,15.8,12.92,1.5,26.52,5.43,1943.59,3853.64,1899.91,70.16,592.21,4.15,105.2,8.06
(주)케이사인,192250,17-Dec,51.18,-18.61,-5.7,-184.57,10.89,11.64,26.67,-14.27,-0.86,-6.86,3.94,4.31,-0.15,0.35,-17.78,-17.59,0,-8.82,2.7,0,19.14,0,51.18,204.34,743.97,204.34,35.32,94.1,1.07,-193.98,-6.54
(주)케이씨씨건설,21320,17-Dec,128.67,1.7,4.36,35.04,4.08,8.95,22.25,18.16,0.03,5703.71,5.74,12.4,12.38,1.44,7.9,18.35,9.6,6.93,11.3,9.76,464.01,90.4,178.61,156.86,316.13,127.46,26.26,54.55,2.22,104.19,2.44
(주)케이씨아이,36670,17-Dec,27.77,8.2,3.88,-40.91,9.14,32.29,16.91,25.39,0.4,45.61,7.07,8.61,20.31,0.79,5.61,9.47,27.86,8.29,5.58,3.42,1.71,72.14,28.02,234.9,869.26,142.03,29.27,69.04,3.58,-37.86,6.46
(주)케이씨에스,115500,17-Dec,55.13,4.18,3.86,18.5,3.63,10.32,0,999999999,-0.56,139.65,3.73,4.89,19.08,1.05,-6.17,13.55,13.43,6.83,3.38,21.32,10.59,86.57,56.66,229.02,303.31,214.12,45.4,103.51,2.92,4.57,4.38
(주)케이씨티,89150,17-Dec,9.17,7.28,-0.85,31.15,1.45,1.81,20.69,5.67,1.55,408.12,0.65,3.26,10.84,0.44,-4.7,6.75,22.71,5.12,22.17,18.08,16.31,77.29,55.46,281.91,471.36,243.02,10.73,196.23,1.2,22.69,3.22
(주)케이씨피드,25880,17-Dec,68.28,8.47,-0.72,761.25,6.26,10.63,34.88,2.71,0.16,40.81,4.73,9.7,11.31,0.75,5.96,-1.35,15.6,12.24,4.03,10.74,2.63,84.4,79.99,136.76,698.42,118.3,13.95,47.66,1.58,51.19,6.38
(주)케이아이엔엑스,93320,17-Dec,10.44,14.23,8.35,12,21.5,155.55,0,999999999,-1.3,260.15,15.58,19.38,41.82,0.75,10.61,7,47.55,11.75,6.52,0,4.54,52.45,11.13,646.47,2324.11,646.47,51.35,272.82,8.04,17.34,10.72
(주)케이에스피,73010,17-Dec,92.28,-21.06,-19.52,0,9.96,4.66,0,-2.85,4.67,17.26,3.83,4.19,10.63,0.34,-33.69,-32.05,-10.71,-41.73,6.19,1.44,0.61,110.71,461.11,227.73,218.79,80.36,21,40.57,0.41,0,-7.22
(주)케이에이치바텍,60720,17-Dec,45.41,-10.74,-22.8,0,3.7,11.65,16.87,-9.95,0.63,-3.85,4.06,35.11,-1.96,0.96,-25.25,-7.17,-1.95,-16.29,8.06,12.2,1.88,101.95,53.47,149.16,2092.78,121.63,14.55,50.16,2.55,0,-10.26
(주)케이엑스이노베이션,122450,17-Dec,12.73,20.91,36.54,15.22,17.77,25.51,11.02,18.16,-0.12,34.29,6.78,29.67,20.59,0.44,31.58,28.46,43.28,20.6,7.48,41.39,0.75,56.72,36.18,288.78,2099.8,277.09,17.64,150.34,1.58,34.57,9.21
(주)케이엑스하이텍,52900,17-Dec,23.9,-0.84,3.65,-122.79,7.26,27.18,10.24,3.66,0.1,53.65,5.69,2.27,16.89,0.8,0.31,9.9,19.1,-0.87,6.69,12.93,2.21,80.9,26.5,196.21,221.52,162.9,18.18,51.26,3.6,-68.61,-0.67
(주)케이엔더블유,105330,17-Dec,80.72,-2.05,0.99,0,0.3,0.9,15.44,-4.55,0.27,40.34,0.41,33.13,14.83,1.37,3.02,37.97,9.94,-4.79,4.59,8.51,3.63,90.06,83.98,133.68,1324.57,92.03,14.77,14.71,3.2,0,-2.8
(주)케이엔엔,58400,17-Dec,7.58,14.69,2.11,39.81,17.69,66.69,0,999999999,-2.72,48.7,5.7,0.99,18.52,0.33,-0.95,5.71,37.89,5.28,4.45,2670.32,0.84,62.11,9.35,334.14,279.41,334.04,16.23,53.83,3.47,44.69,4.79
(주)케이엘넷,39420,17-Dec,12.67,7.66,-2.19,73.41,11.54,73.26,0,39.41,0.02,109.84,10.63,3.02,36.75,0.91,-8.91,3.91,25.35,8.54,11.7,153.48,2.65,74.65,16.98,235,279.98,230.92,14.62,105.86,4.98,204.57,6.98
(주)케이엠,83550,17-Dec,31.01,3.71,3.77,20.23,6.08,25.92,8.29,30.93,0.04,63.63,6.66,22.58,22.4,1.12,-8.39,1.17,18.05,6.14,6.02,6.06,3.42,81.95,34.58,240.96,1452.42,157.85,32.48,39.6,4.43,45.04,4.14
(주)케이엠더블유,32500,17-Dec,274.41,-4.26,2.43,-320.72,1.44,1.81,34.71,-0.54,2.49,80.33,1.37,25.31,27.19,0.97,16.21,-3.24,30,-17.94,5.13,4.33,2.57,70,315.86,87.96,637.32,50.07,-7.95,15.97,1.25,0,-4.12
(주)케이지모빌리언스,46440,17-Dec,103.65,7.42,22.75,27.09,-5.76,-4,16.98,16.42,0.79,78.31,-2.12,13.53,9.9,0.4,5.36,24.81,45.35,7.8,9.07,410.75,4.33,54.65,112.35,144.33,1384.07,144.19,21.64,13.04,0.71,20.76,3
(주)케이지이니시스,35600,17-Dec,190.47,0.4,25.86,-104.68,15.86,19.51,23,18.36,0.11,134.21,12.99,55.7,12.14,0.91,10.75,8.19,30.8,-0.21,18.2,461.76,11.66,69.2,199.07,95,1340.94,94.53,-3.19,26.01,1.39,85.32,0.36
(주)케이티서브마린,60370,17-Dec,16.25,11.18,-9.04,60.18,26.78,57.97,11.25,20.7,0.64,27.11,13.83,3.37,23.05,0.49,-31.15,-12.17,19.4,7.84,5.49,67.24,0.59,80.6,31.32,98.23,496.53,91.92,-0.22,39.14,1.65,17.34,5.5
(주)케이티알파,36030,17-Dec,24.32,1.42,3.63,-24.97,12.59,54.12,0,533.46,-0.6,242.24,11.1,6.37,22.62,0.9,-4.96,14.54,7.06,1.58,6.29,61.75,11.01,92.94,25.79,301.2,574.82,291.78,38.9,43.36,4.56,-8.2,1.27
(주)케이프,64820,17-Dec,35.63,1.36,-9.97,-89.33,-12.61,-2.52,10.04,2.64,2.65,70.21,-2.2,22.27,4.82,0.17,2.35,88.81,36.73,0.57,50.85,26.42,2.51,63.27,670.57,55.12,1165.05,39.66,-2.08,16.07,0.19,188.15,0.22
(주)케이피에스,256940,17-Dec,20.18,9.12,20.14,-14.17,16.77,59.69,4.71,21.31,0.69,123.8,12.4,13.37,20.29,0.81,25.7,37.02,38.44,13.71,1.73,112.59,4.19,61.56,26.23,477.55,1205.98,473.77,60.37,15.96,1.74,56.6,7.37
(주)케이피에프,24880,17-Dec,157.57,3.51,5.59,189.41,2.01,2.63,52.29,1.97,1.62,60.97,1.76,49.09,16.88,0.9,13.8,7.41,13.32,9.48,4.93,4.45,2.77,86.68,201.81,126.81,1860.8,87.89,14,4.16,1.35,3.6,3.15
(주)케이피엠테크,42040,17-Dec,16.46,-19.3,46.25,0,-16.56,-10.62,32.69,-0.98,12.12,57.14,-3.95,4.46,5.42,0.28,10.7,32.51,4.5,-9.12,3.68,9.75,2.38,95.5,59.18,250.54,1024.09,236.14,15.57,81.59,0.71,0,-5.47
(주)케이피티유,54410,17-Dec,72.8,16.03,0,0,5.99,4.37,35.59,3.18,2.25,64.83,2.32,10.44,13.8,0.39,0,0,18.05,12.92,3.68,8.43,1.82,81.95,113.06,62.76,1257,49.32,-12.72,1.58,0.73,0,6.21
(주)케일럼,258610,17-Dec,50.04,2.96,4.07,-77.92,5.45,6.91,32.18,4.53,1.69,16.24,3.13,7.85,8.9,0.59,5.01,-15.94,24.25,4.3,7.59,81.9,1.06,75.75,82.87,162.81,620.03,160.49,17.18,29.1,0.98,-49.38,1.74
(주)켐온,217600,17-Dec,10.27,-10.05,0,0,-6.71,-16.51,1.54,-5.92,-0.41,29.71,-2.64,2.46,16.49,0.39,0,0,21.02,-4.72,2.51,984.31,0.71,78.98,19.06,458.78,525.39,458.32,30.96,70.57,2.46,0,-3.96
(주)켐트로닉스,89010,17-Dec,160.56,-5.51,-2.54,0,6.75,13.59,50.04,-2.65,1.13,20.53,8.96,49.38,9.86,1.31,2.09,18.96,4.69,-21.41,8.07,7.19,2.65,95.31,193.7,79.65,1104.33,48.46,-11.12,9.64,1.99,-1843.84,-7.22
(주)켐트로스,220260,17-Dec,23.48,2.5,0,0,9.61,19.51,29.81,16.47,0.62,36.94,8.1,18.44,16.41,0.84,0,0,20.18,3.6,4.56,9.58,1.8,79.82,71.04,381.19,1278.17,317.08,38.61,173.34,2.03,0,2.11
(주)코너스톤네트웍스,33110,17-Dec,100.71,-1354.12,-60.59,0,-160.33,-30.02,38.95,-1.66,5.85,-6834.54,-15.25,0.18,-104.51,0.05,-36.24,-88.67,14.88,-266.81,0.45,1.4,1.91,85.12,103.22,167.69,75.44,155.29,33.54,2.07,0.09,0,-72.81
(주)코다코,46070,17-Dec,178.49,-0.89,8.88,-124.17,5.97,5.23,62.63,0.6,3.25,25.18,3.83,14.21,14.47,0.67,-1.41,-6.46,15.57,-2.25,4.4,6.7,1.15,84.43,274.55,72.88,534.85,42.86,-12.92,4.49,0.93,-71.99,-0.6
(주)코데즈컴바인,47770,17-Dec,17.66,10.05,8.81,43.83,10.64,44.26,0,999999999,-0.1,444.11,7.16,1.12,13.69,0.7,21.91,29.97,48.91,7.96,7.3,11.97,3.32,51.09,19.29,237.42,148.29,187.26,20.34,131.59,4.15,36.93,7.04
(주)코디,80530,17-Dec,81.11,-156.59,-50.87,0,-58.06,-36.24,39.58,-3.16,5.35,-41.75,-16.75,1.45,-28.01,0.19,-71.89,51.65,-7.03,-64.52,5.95,10.58,0.46,107.03,85.98,52.31,247.23,46.35,-20.8,18.35,0.42,0,-29.77
(주)코디엠,224060,17-Dec,10.01,-5.51,-10.6,0,-5.87,-76.1,2.54,-1.59,2.32,164.59,-7.08,7.72,11.16,1.14,-42.94,66.07,11.31,-9.28,7.14,9.46,15.64,88.69,10.25,505.44,450.06,423.36,36.8,247.83,2.54,0,-6.27
(주)코렌텍,104540,17-Dec,32.63,-19.5,3.64,-715.21,12.12,9.92,31.18,-0.63,1.67,42.33,4.56,7.67,7.63,0.38,-16.92,5.21,58.93,-12.72,2.38,2.07,1.48,41.07,85.16,281.6,1093.27,172.61,32,64.67,0.93,-141.04,-7.47
(주)코리아나화장품,27050,17-Dec,33.25,1.58,2.18,-55.62,6.19,15.82,12.3,4.05,-0.28,38.97,5.71,5.59,20.34,0.93,5.21,-9.93,60.2,2.28,8.42,7.75,1.72,39.8,56.43,145.61,389.17,90.73,9.7,29.45,2.75,-45.77,1.48
(주)코리아에스이,101670,17-Dec,7.16,23.54,0,0,23.93,105.75,0,-43.66,-0.75,19.01,8.98,4.12,8.11,0.38,0,0,20.86,11.63,5.55,2.02,0.88,79.14,9.28,824.53,874.85,540.58,47.46,347.57,4.42,0,8.84
