,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
608,(주)제넥신,95700,17-Dec,11.37,-67.93,-29.18,-51.83,-54.98,10.87,-24.27,1.3,-53.73,-10.48,2.88,-8.55,0.17,-59.8,150.66,62.42,-13.61,2.84,442.63,0.88,37.58,23.55,223.09,1135.3,223.09,11.33,80.55,1.03,-11.39,-15.141211127988432,22.776756944676936,28454503,-0.1582532385018227,0.1906087425097485,8.148397772480797,-0.11388902031235998,0.08374494555642409,0.040023025008517364,0.8093912574902515,0.7947012110655145,1.5681630425946993,-0.8933501462820618,"전문, 과학 및 기술 서비스업"
610,(주)제노포커스,187420,17-Dec,3.36,11.67,10.95,8.17,26.19,3.71,11.55,-5.78,16.13,1.34,2.13,6.57,0.17,-22.25,63.7,29.48,2.23,4.41,8.67,0.5,70.52,5.39,1348.26,1182.7,1255.59,39.8,141.46,5.35,2.01,-10.097602693237045,-16.862091365252322,11505972,0.017875631731201314,0.05116878044330151,7.8460332471751615,0.020131875510795396,0.0451070620619265,0.04800567892137708,0.9488312195566985,0.5700692792252131,0.19124286066400997,0.030329660774131195,제조업
611,(주)제닉,123330,17-Dec,50.51,-11.54,-8.06,-1.67,-2.76,30.75,-6.31,1.25,29.99,-1.16,19.13,12.27,0.66,-31.22,-27.86,19.05,-12.85,5.53,5.51,1.73,80.95,72.06,118.91,1566.33,71.68,5.55,29.89,1.64,-7.66,-254.5764446505665,-709.4180325126151,64690430,-0.08500628481309686,0.4188063112337264,7.970265803459956,-0.07660807087254061,0.08775327505992928,0.0333702262298525,0.5811936887662735,0.6509075473466857,0.3186314111685453,0.28374272773785203,제조업
612,(주)제로투세븐,159580,17-Dec,121.76,-10.77,-26.23,0.78,2.22,33.19,-3.04,0.32,427.72,1.55,30.0,19.75,1.69,-18.88,-19.78,46.19,-52.23,9.28,3.38,36.99,53.81,230.94,237.17,454.16,104.06,50.47,40.67,2.6,-18.25,79.11858686620477,-94.14969365950977,184324434,-0.023381740123391736,0.6978269230896245,7.965476386565451,-0.18250472310843452,0.14963408254043215,0.011804151596314903,0.3021730769103756,0.1273828626540584,0.4756631559763802,-0.024433425365752073,도매 및 소매업
613,(주)제우스,79370,17-Dec,71.78,5.25,16.2,3.69,8.59,17.96,31.0,0.07,98.18,3.92,69.17,22.67,1.14,15.18,23.47,27.28,10.71,6.43,5.16,4.21,72.72,83.93,168.11,3490.94,97.27,26.58,16.37,2.63,6.0,37.4303841774275,-3.292268971196183,359108584,0.10505216477343998,0.4563127555096149,8.528812656298792,0.06002761809726241,0.06387604356173661,0.0077873234590213215,0.5436872444903851,0.34395942211423514,0.18079718194650563,0.4307253659149447,제조업
614,(주)제이브이엠,54950,17-Dec,38.68,10.79,-2.38,15.5,32.08,14.34,41.47,0.05,73.6,9.54,33.54,24.25,0.61,-2.62,8.18,42.5,9.82,4.21,5.58,1.89,57.5,42.33,144.19,3827.05,100.55,12.01,7.14,1.83,6.57,26.73542651779473,3.260532356858891,106175851,0.10739065729081565,0.29740244477962047,8.236593098999823,0.06566531009449658,0.019397065111703415,0.007810696618183065,0.7025975494206612,0.6081273529058476,0.248471622798672,0.4498290234340924,제조업
615,(주)제이스텍,90470,17-Dec,40.94,12.99,23.51,9.72,104.91,0.0,241.57,0.05,226.81,30.49,78.21,82.29,3.47,-0.13,278.56,21.03,79.98,16.13,74.15,11.43,78.97,40.98,195.94,1768.21,169.33,27.86,109.19,7.94,45.04,493.296534854443,525.3948132167984,570820560,0.6113615770905243,0.2906567294612309,8.25993415788462,0.4504029206849608,0.3171407670005634,0.00579311894243304,0.7093432705387691,0.43093222858870245,0.03397307027623532,0.6512655042114954,제조업
616,(주)제이에스티나,26040,17-Dec,50.44,-2.59,-12.03,4.64,17.17,25.42,-0.08,0.25,106.02,5.91,16.11,21.83,1.19,-22.67,-17.8,68.25,-4.79,5.46,4.64,5.28,31.75,52.53,194.6,829.28,119.26,31.29,10.9,3.36,-3.09,-100.61164160085218,-205.97970083972356,139948666,-0.0004113417968219469,0.3443742981377835,8.040806034988428,-0.03091839790579592,0.036063518507269327,0.014472499023690145,0.6556257018622166,0.356426066820328,0.6828432505387368,0.41755434752281195,제조업
618,(주)제이와이피엔터테인먼트,35900,17-Dec,40.61,16.01,43.73,20.8,55.0,0.0,999999999.0,-0.47,162.28,17.09,5.96,27.72,0.97,32.84,38.83,38.41,21.38,13.12,67.56,8.18,61.59,45.09,167.69,490.45,162.94,18.94,72.82,3.51,15.52,40.912811704304026,92.0229555842619,102241864,0.18448008763924237,0.31076287926906243,8.094918204292929,0.1551591803929129,0.20381338692640494,0.0,0.6892371207309376,0.5306887618821303,0.19376590199881333,0.21545426936941472,정보통신업
620,(주)제이콘텐트리,36420,17-Dec,122.46,2.59,20.31,1.77,1.74,35.62,3.81,1.21,77.45,1.12,7.37,22.36,0.69,52.87,25.41,52.47,5.31,9.03,17.88,2.07,47.53,180.8,72.18,277.76,63.99,-12.13,17.11,0.99,1.8,15.227794126889757,-51.41122682399556,420319379,0.05502538832053873,0.6438750407442801,8.82081832250291,0.017960961268213012,0.07462165978065508,0.020573466230792467,0.3561249592557198,0.6851871446905472,0.44539609961690585,0.1133336712695352,정보통신업
622,(주)제이티,89790,17-Dec,179.09,-0.56,1.96,2.32,2.75,48.08,0.53,3.13,48.55,1.76,8.47,18.09,0.77,31.77,44.07,27.34,-1.2,4.92,24.37,1.97,72.66,179.09,65.22,393.47,56.66,-22.32,15.04,1.19,-0.43,1517.8766534391534,98.16620733840924,32193108,0.014393710976425514,0.6416892657841481,7.62762899618841,-0.004285294299150388,0.09649274361968069,0.0421421864204719,0.3583107342158519,0.581521935125263,0.2545821919399643,-0.09041706279057565,제조업
623,(주)제일바이오,52670,17-Dec,7.93,2.82,-13.93,9.77,110.65,1.63,76.81,-1.08,76.99,8.31,3.73,13.42,0.79,-30.52,-21.88,22.44,2.44,5.99,4.99,4.49,77.56,8.12,902.54,405.48,699.33,58.85,103.0,8.69,2.22,34.50172512868757,-22.1698122511129,27986546,0.031216657857963487,0.07512295045571381,7.5169413716947515,0.02220583845948837,0.07648943496499651,0.0044853019032025584,0.9248770495442862,0.33819282689760727,0.1847330142133295,0.2923420421034525,제조업
624,(주)제일테크노스,38010,17-Dec,95.81,2.33,6.23,-0.39,-0.68,37.93,3.66,0.95,27.63,-0.37,34.02,16.06,1.0,25.75,5.83,13.43,5.19,7.76,6.77,1.65,86.57,123.95,85.52,1566.88,42.83,-6.19,8.2,1.81,2.32,24.555021950322462,59.59054676112553,153078017,0.03681020824638005,0.5534672729238699,8.198395381426225,0.023222997438508256,0.03509806774863576,0.0181728455365009,0.4465327270761301,0.6341362934220285,0.09745077243847496,0.30907041734470697,제조업
625,(주)제주반도체,80220,17-Dec,63.29,3.37,6.43,-2.28,-6.4,19.6,3.59,1.81,752.64,-2.87,9.42,14.6,1.3,-0.26,106.67,20.52,8.93,6.68,2.94,41.62,79.48,81.22,242.55,396.87,99.69,49.79,14.02,2.56,4.36,1719.7340284356098,585.7102539865249,117036992,0.09336756444307882,0.4481803588290942,7.969114378438299,0.043633964451497496,0.04895709106598482,0.05143058569897315,0.5518196411709059,0.1528601079592657,0.13309840533153824,0.045883069078213115,제조업
626,(주)젬백스&카엘,82270,17-Dec,140.08,-26.07,-15.74,-13.31,-6.8,33.84,-0.27,5.68,-99.47,-3.99,3.12,-8.39,0.27,37.03,-56.13,33.94,-20.67,5.74,5.24,2.39,66.06,141.74,81.22,429.89,76.47,-10.88,10.12,0.52,-7.14,91.9698759231206,69.44984051026337,47875296,-0.008095069603990325,0.5863386325077743,8.203646650545444,-0.07142078681329146,0.05863485808444352,0.05749428744460732,0.41366136749222576,0.5293796499440613,0.3689280375415329,-0.6532549177490609,제조업
627,(주)젬백스링크,64800,17-Dec,225.55,2.88,419.82,5.24,3.45,41.76,2.92,4.1,59.56,2.65,42.18,11.65,0.85,228.3,485.0,57.31,-1.45,16.27,3.73,4.74,42.69,333.9,86.4,545.25,34.21,-7.07,5.64,1.18,2.44,1488.086597183344,4548.72730757865,193679771,0.10211787023296928,0.769529793121243,8.582526191223701,0.024431782240953628,0.029341614451072934,0.04859585530401597,0.23047020687875702,0.5508818679370713,0.45290694813966914,0.031912985241927184,도매 및 소매업
628,(주)조이시티,67000,17-Dec,47.51,-12.46,-13.91,6.71,36.97,0.2,-249.21,-0.12,2259.74,12.22,15.65,49.17,1.68,-14.85,27.12,0.0,-29.01,7.14,0.0,78.68,0.0,49.37,217.2,575.34,217.2,37.28,116.32,6.09,-20.99,-189.3520625217677,-115.52439105162658,92183591,-0.05016256473858867,0.3305366213776998,7.704440050094439,-0.20990291653510432,0.3699666892109205,0.0007281299573487053,0.6694633786223002,0.3091823249494976,1.0297784342117895,0.2643848682336256,정보통신업
629,(주)좋은사람들,33340,17-Dec,37.12,-8.31,-11.02,4.0,17.07,9.59,-16.81,0.07,245.82,4.81,9.03,25.1,1.13,-10.25,-5.81,44.43,-13.02,3.8,3.39,11.57,55.57,39.3,293.37,538.68,166.08,51.53,47.89,4.1,-9.42,-18.89148382849465,-137.44742122588997,119279327,-0.046952144569760386,0.28211859628890995,7.996060638602935,-0.09416234632468704,0.12762890068451094,0.010099091747045208,0.71788140371109,0.21816789060176678,0.48573796027537947,0.4425343928067269,제조업
632,(주)중앙백신연구소,72020,17-Dec,17.31,14.37,10.99,23.96,45.06,10.41,90.85,-0.19,53.63,9.36,8.71,19.81,0.41,-8.23,-15.92,47.51,7.32,18.68,2.08,0.81,52.49,26.2,297.97,1767.12,149.05,27.16,88.88,2.12,5.9,-20.61554459849589,-26.24783750468252,31866534,0.07149495403656805,0.20762799850724953,7.91181693188447,0.05902646397850443,0.12192832477351619,0.004053532037133874,0.7923720014927504,0.5912181422818189,0.30102517581610855,0.6260471284222989,제조업
633,(주)중앙에너비스,440,17-Dec,33.51,2.26,-6.31,2.23,10.34,19.02,1.86,0.27,20.56,2.61,22.75,15.55,1.13,-10.58,2.95,17.2,3.57,25.9,34.37,1.54,82.8,33.85,33.67,1451.52,23.19,-16.61,0.72,3.99,2.55,-69.51156919748945,17.253732307464176,70818896,0.00930434012699518,0.25291015265393035,7.781709157517756,0.023143910871929296,0.0018046713797412028,0.016452227235238235,0.7470898473460696,0.9156976406844748,0.16296551699986964,0.3584770227284682,도매 및 소매업
634,(주)지니뮤직,43610,17-Dec,52.89,-2.19,26.72,6.85,21.98,0.0,230.64,-0.78,797.9,7.64,6.84,6.49,1.25,32.15,39.86,24.65,-4.28,4.73,803.19,125.15,75.35,53.32,249.39,369.9,248.76,51.53,100.05,3.44,-2.73,-50.977101424307655,-141.29765746602268,155641712,0.01924621126818104,0.347774754810262,8.144555244559855,-0.02725795982396912,0.34512903355514973,0.0002302104768869831,0.652225245189738,0.139731341244441,0.23110575267894765,-0.13995242616650738,정보통신업
635,(주)지란지교시큐리티,208350,17-Dec,34.35,18.59,0.0,15.44,31.67,14.01,28.61,0.2,973.42,9.47,10.83,33.19,0.61,0.0,0.0,46.45,13.75,3.04,0.0,17.99,53.55,42.65,220.95,974.04,220.95,29.13,90.62,2.05,11.4,202.30724820389696,506.31369101811447,41763858,0.1742052787303411,0.29897563989087544,7.833222912323942,0.16136610051488293,0.2182354014065122,0.021193710930210018,0.7010243601091246,0.46787229665212476,0.26378058751181466,0.08163796724645142,정보통신업
636,(주)지씨셀,144510,17-Dec,9.47,2.31,1.54,2.8,18.23,0.0,999999999.0,-1.61,573.17,2.32,8.68,37.12,0.83,-1.82,7.96,22.29,2.19,9.37,1020.97,13.5,77.71,14.55,964.39,915.73,962.42,71.43,843.44,6.81,1.92,-17.408283614994126,-54.575794511254905,45796227,0.030040364072415865,0.1270350334034311,7.743161099564887,0.019246096366498062,0.7108506445632967,0.0,0.8729649665965689,0.20304117342110342,0.1869092185257969,0.12207740865544066,"전문, 과학 및 기술 서비스업"
637,(주)지어소프트,51160,17-Dec,237.43,-1.39,-5.99,1.74,8.99,13.42,4.05,0.16,712.72,6.49,15.2,64.44,3.62,-15.63,26.23,17.62,-18.63,11.09,35.35,48.85,82.38,258.92,93.63,99.04,77.1,-4.21,21.96,4.96,-5.03,265.50516859394844,80.57575291610834,100467714,0.03227624140327779,0.7213868144343047,7.430216436367915,-0.05027949879316643,0.1452868707495498,0.010938231911330944,0.27861318556569525,0.38062072285899484,0.16727341880198449,-1.0038396487919146,정보통신업
638,(주)지에스이,53050,17-Dec,58.71,4.56,7.54,10.89,14.27,17.06,11.2,0.53,15.18,8.12,7.32,11.69,0.77,17.58,4.14,20.53,8.4,4.84,511.92,0.98,79.47,132.04,81.62,409.62,81.09,-4.65,8.29,1.33,3.52,-11.943428925700063,-12.627245422999742,108460693,0.045495690446164555,0.5690333606374618,8.162748118433226,0.035223324047584235,0.020973237602447972,0.006998918737017691,0.4309666393625382,0.7934675768097815,0.14641702501384535,0.15776657055258717,"전기, 가스, 증기 및 공기조절 공급업"
639,(주)지에스홈쇼핑,28150,17-Dec,32.96,9.46,4.83,12.11,36.42,0.21,634.55,-1.34,137.99,9.23,33.11,20.35,0.78,-9.85,-1.05,89.35,10.1,72.4,55.61,5.08,10.65,33.96,215.29,3240.07,207.66,28.37,54.82,2.92,7.38,11.78526971214521,-2.9174188051051653,1086288130,0.10148182397506848,0.2535015784170119,9.153861927735019,0.07377699864809469,0.13489249142650106,0.0005976539156817516,0.7464984222846665,0.47025603397906,0.7634799286631255,0.6691655799446723,정보통신업
640,(주)지엔씨에너지,119850,17-Dec,58.48,6.03,0.0,13.55,29.43,19.95,23.9,0.08,56.73,11.46,11.65,12.1,0.85,0.0,0.0,11.55,8.74,2.97,8.86,3.13,88.45,63.78,166.41,797.71,139.67,23.71,41.59,2.17,5.1,-38.121075117428994,-15.7643111702877,96667918,0.06313235595775658,0.38940809445309826,8.057848381867524,0.05493439120762078,0.14851086025261498,0.006852571601256117,0.6105919055469017,0.40583936650551977,0.04616628859225043,0.3680175820411503,제조업
641,(주)지엔코,65060,17-Dec,39.22,-9.49,22.35,0.43,0.72,21.05,7.75,0.83,31.65,0.21,3.22,2.99,0.54,87.44,17.54,61.64,-11.31,9.76,3.3,5.4,38.36,41.43,187.08,306.0,130.25,24.14,83.85,2.01,-5.16,813.6770178465346,-131.59245549332582,143172561,0.037821963769579366,0.29295512340001195,8.461725289645093,-0.051637045277584975,0.23249279685982388,0.017994836754852507,0.707044876599988,0.48128865813126964,0.5468627469756583,-0.007175471489325511,제조업
643,(주)진로발효,18120,17-Dec,15.23,17.52,5.9,19.5,107.62,5.78,141.26,-1.36,117.22,16.12,22.2,25.28,0.85,8.56,1.9,25.9,18.23,4.7,9.6,3.86,74.1,17.61,562.69,2266.26,497.73,59.91,14.57,5.47,14.9,-6.770173227844212,-14.154991502425649,88458680,0.19216905544472698,0.14975407276199318,8.029507302690838,0.1489579874529024,0.018870501118569655,0.00874535843801641,0.8502459272380068,0.2714401392994393,0.0329792621820719,0.8061092303480997,제조업
644,(주)진매트릭스,109820,17-Dec,42.07,-33.43,-8.23,-20.69,-18.51,23.11,-18.12,-0.51,16.16,-6.05,1.02,5.97,0.28,-11.6,2.15,35.79,-12.49,2.57,5.83,0.79,64.21,48.54,220.5,216.52,201.76,34.13,25.13,0.9,-9.36,55.728970661902174,57.53783987834053,5189163,-0.09505709667341912,0.3267875850939475,7.249038727894271,-0.09356179140925792,0.07116897099705993,0.016873223852344202,0.6732124149060525,0.37549184976540956,0.6974554470537927,-0.6106711215620253,"전문, 과학 및 기술 서비스업"
645,(주)진바이오텍,86060,17-Dec,32.18,3.33,0.65,5.8,15.0,21.11,7.54,0.44,59.3,5.41,12.9,18.17,0.94,10.99,-0.18,17.55,5.25,6.48,8.25,2.89,82.45,56.46,252.92,940.44,191.34,31.45,44.69,2.52,3.11,-32.88625494469259,-27.14003115240216,55533770,0.03895768039425262,0.36087031550007537,7.774829071142136,0.03111597082655431,0.09189926065756929,0.0,0.6391296844999247,0.4798460266589859,0.13388729056212104,0.2780544071048083,도매 및 소매업
646,(주)진성티이씨,36890,17-Dec,77.5,4.1,13.71,0.88,2.41,15.17,26.33,0.28,67.82,1.12,21.74,21.34,1.35,25.08,37.42,16.62,9.9,4.46,6.37,3.85,83.38,86.84,156.09,916.19,102.31,23.26,12.68,3.07,5.54,64.85797556321911,1.0074580630773098,244350833,0.10473060826154969,0.46479166114407766,8.284271360267871,0.05540202543663866,0.05260779031492027,0.009036035789861223,0.5352083388559223,0.3525749351433467,0.08871711519804805,0.38877570306042314,제조업
648,(주)창해에탄올,4650,17-Dec,87.72,5.57,-7.58,6.34,6.84,38.5,2.7,1.29,31.11,3.59,49.21,13.71,0.54,-17.67,2.05,27.1,4.48,4.78,3.91,1.23,72.9,110.41,72.47,2375.32,46.25,-11.48,6.23,1.01,3.03,55.1858117877866,528.3756407235281,216935119,0.030475324746635758,0.5247382934321014,8.58334902973886,0.03031001696554126,0.025991277608344677,0.0210832253062275,0.47526170656789857,0.6978708453815141,0.21494274516243725,0.2602785294149858,제조업
649,(주)체리부로,66360,17-Dec,97.12,5.85,8.2,7.92,19.61,43.87,4.92,1.33,48.77,11.22,28.11,29.54,1.47,10.02,14.9,16.35,24.63,17.86,18.09,2.27,83.65,133.58,70.4,751.29,49.87,-12.31,10.11,2.26,8.61,-3.969919847733923,27.854231920216243,361252806,0.10008554200694954,0.5718877824769442,8.406582182343245,0.08614661085266553,0.04202272781750524,0.031306968514706164,0.4281122175230558,0.7072667908985728,0.09548310608831645,0.2339975290938822,제조업
650,(주)초록뱀미디어,47820,17-Dec,33.82,-22.67,-10.56,6.27,12.65,14.15,0.03,3.54,-86.65,3.32,2.06,-3.97,0.5,-16.53,-44.44,14.46,-17.41,4.65,2051.53,19.35,85.54,35.62,153.17,251.68,152.96,13.26,16.99,1.45,-11.34,-98.71748120607236,-373.1801623085337,58844075,0.0008425079582404058,0.2626553858770474,8.045623586485481,-0.11339853641635878,0.04238024089590291,0.08952222002244806,0.7373446141229526,0.6179891314534662,0.14292376930047757,-0.07299062240309317,정보통신업
652,(주)초록뱀컴퍼니,52300,17-Dec,17.16,9.65,8.77,4.83,4.55,22.25,0.68,5.82,104.87,1.32,2.89,5.97,0.29,3.7,82.83,20.06,3.95,6.03,1018.52,5.54,79.94,41.12,109.14,703.24,108.73,1.11,12.95,0.95,2.76,-18.042430791981865,-60.29450493911545,32421565,0.012461136657752368,0.2914006003641723,8.072189812989569,0.02761946658020056,0.015750646351059133,0.06087587636798341,0.7085993911672557,0.8672559799170185,0.15700549927185808,0.06593044175747192,도매 및 소매업
653,(주)칩스앤미디어,94360,17-Dec,4.86,-25.66,-8.32,11.22,40.88,0.0,999999999.0,-1.72,442.66,3.5,2.38,4.34,0.3,-9.58,-33.8,0.0,-8.34,2.08,0.0,23.84,0.0,9.37,1633.44,688.99,1633.44,68.08,485.4,3.68,-7.66,-153.8909079509564,-165.3536947869229,9055718,-0.049886823138583544,0.08570898067538621,7.462509731987299,-0.07661312003431688,0.2154905865256326,0.0,0.914291053798502,0.2748404531220277,1.1670535677016445,0.30291047179515396,제조업
654,(주)카스,16920,17-Dec,190.33,1.35,-4.47,6.55,11.54,40.72,2.35,1.84,90.56,7.85,14.81,27.92,1.17,-5.61,5.9,30.07,5.44,4.0,7.23,3.81,69.93,212.95,93.72,345.87,68.26,-3.82,14.49,1.65,1.58,137.24867537094937,252.1315446919294,139411042,0.05620566806288191,0.6804644268200788,8.065275359242268,0.015811353779990885,0.08812626902638801,0.0337419443742712,0.3195355731799212,0.4300152923124777,0.25270620959851947,0.16315884236183517,도매 및 소매업
655,(주)카이노스메드,220250,17-Dec,10.28,-120.44,522.61,-146.19,-221.31,9.52,-20.83,2.29,-624.3,-41.98,0.36,-19.01,0.49,1024.36,0.86,90.36,0.0,2.03,0.0,15.46,9.64,23.41,1086.18,95.81,1086.18,82.15,706.67,1.47,-59.59,5.899165481443899,-5.081037481612427,2178600,-0.5501270382963628,0.1896668751711727,6.880091034103154,-0.5959116993560986,0.5886376115242101,0.07863777571356932,0.8103331248288272,0.09523950735999819,2.0154535022491507,-5.480092432604411,"전문, 과학 및 기술 서비스업"
656,(주)캐스텍코리아,71850,17-Dec,100.43,1.38,7.28,7.52,10.24,41.35,1.57,1.93,49.77,6.04,33.87,21.26,0.83,11.74,-7.53,11.25,2.67,3.28,5.93,1.61,88.75,143.71,112.29,1731.77,79.52,5.07,4.82,1.45,1.15,-51.42998913442972,-61.08720690691592,209549600,0.026400328730098222,0.5896703839035391,8.416804687870098,0.011461523049926842,0.019877009186185606,0.029464631738470286,0.41032961992643036,0.5372440306450105,0.08076483562841447,0.3510748064389922,제조업
657,(주)캠시스,50110,17-Dec,236.13,-8.11,0.26,1.37,3.05,38.41,2.92,1.06,64.37,2.27,15.4,18.56,1.66,20.28,16.02,11.08,-44.98,11.29,7.17,4.71,88.92,290.05,99.47,223.25,55.09,-0.32,16.32,2.38,-13.46,228.75173577846,-22.47384061513045,424429402,0.05362910502110598,0.743625138389872,8.40853643294253,-0.13455150182095518,0.09879995776009458,0.026324738138909558,0.25637486161012796,0.39782670518244856,0.07845913323412972,-0.17372924354906144,제조업
658,(주)컴투스,78340,17-Dec,10.06,28.03,17.74,28.6,187.74,0.0,8420.08,-3.1,7909.6,17.33,78.96,27.1,0.66,17.38,-0.99,89.9,20.4,7.48,0.0,186.05,10.1,10.17,1003.78,11828.18,1003.78,82.49,33.71,6.58,18.37,1.3911241454864145,-6.188244246687532,507987251,0.25110944165602095,0.09230404546880422,8.923405088171377,0.1836750246921729,0.03076676979483978,0.00029947644025179446,0.9076959533383209,0.08385104502977375,0.515777026852983,0.6676657598606394,정보통신업
659,(주)컴투스홀딩스,63080,17-Dec,23.08,8.07,3.19,-7.82,-8.89,15.96,-12.39,1.0,182.6,-2.46,32.44,15.35,0.32,-38.77,-34.13,52.7,3.56,11.04,0.0,3.94,47.3,38.27,64.57,7373.71,64.57,-5.91,18.4,1.15,2.58,-570.5641554682645,-67.54949889582025,106371848,-0.060497293443413376,0.2767585302449123,8.528954238145223,0.025794662210052492,0.030705538186379725,0.01758821297756235,0.7232414697550876,0.8922182217527611,0.716282046731011,0.49599444682320004,정보통신업
662,(주)케어랩스,263700,17-Dec,28.27,13.04,0.0,7.43,22.57,17.67,44.38,0.36,342.01,7.34,16.96,35.97,0.99,0.0,0.0,0.0,20.4,14.48,11190.89,9.39,0.0,48.18,206.57,1011.86,206.52,20.33,44.01,3.04,12.88,201.4325910241515,165.0723881765892,39335984,0.2246931286357423,0.32515930107477464,7.600099968729442,0.18419377936124606,0.08396506549165565,0.01531683089175164,0.6748407240383083,0.6058824333030419,0.8409776147966707,0.21382888578122858,"전문, 과학 및 기술 서비스업"
664,(주)케이사인,192250,17-Dec,51.18,-18.61,-5.7,10.89,11.64,26.67,-14.27,-0.86,-6.86,3.94,4.31,-0.15,0.35,-17.78,-17.59,0.0,-8.82,2.7,0.0,19.14,0.0,51.18,204.34,743.97,204.34,35.32,94.1,1.07,-6.54,-193.9780956903716,-198.22490028161988,26489386,-0.06718662773258129,0.33854964437851026,7.864468652212123,-0.06539205200703449,0.31856852573125005,0.014408931194398494,0.6614503419589528,0.30820095553323795,1.191250035014024,0.23956717411013745,정보통신업
665,(주)케이씨씨건설,21320,17-Dec,128.67,1.7,4.36,4.08,8.95,22.25,18.16,0.03,5703.71,5.74,12.4,12.38,1.44,7.9,18.35,9.6,6.93,11.3,9.76,464.01,90.4,178.61,156.86,316.13,127.46,26.26,54.55,2.22,2.44,104.19380139345128,35.04246722160437,1326422112,0.07789575730824534,0.6410767008820457,8.974088174909232,0.024374264841163413,0.25193955328131246,0.006612128612215679,0.3589233001794343,0.27557447596047513,0.04183754741265954,0.1974934777572296,건설업
666,(주)케이씨아이,36670,17-Dec,27.77,8.2,3.88,9.14,32.29,16.91,25.39,0.4,45.61,7.07,8.61,20.31,0.79,5.61,9.47,27.86,8.29,5.58,3.42,1.71,72.14,28.02,234.9,869.26,142.03,29.27,69.04,3.58,6.46,-37.8593432621577,-40.91105785234006,48502603,0.08306609843900978,0.2188982608104664,7.7973368977315305,0.06461568631644132,0.14978722537041692,0.014850520739513349,0.7811017391895336,0.49038805827726334,0.17315994360137743,0.6545433557071124,제조업
667,(주)케이씨에스,115500,17-Dec,55.13,4.18,3.86,3.63,10.32,0.0,999999999.0,-0.56,139.65,3.73,4.89,19.08,1.05,-6.17,13.55,13.43,6.83,3.38,21.32,10.59,86.57,56.66,229.02,303.31,214.12,45.4,103.51,2.92,4.38,4.571957820470478,18.50291861974071,29310069,0.042207232283018044,0.36168347216133273,7.455000553336336,0.0438296952792699,0.36426886093018085,0.0,0.6383164927635245,0.1940410910207319,0.0940277895626926,0.345657814834744,정보통신업
668,(주)케이씨티,89150,17-Dec,9.17,7.28,-0.85,1.45,1.81,20.69,5.67,1.55,408.12,0.65,3.26,10.84,0.44,-4.7,6.75,22.71,5.12,22.17,18.08,16.31,77.29,55.46,281.91,471.36,243.02,10.73,196.23,1.2,3.22,22.68749806200692,31.147574816739137,27915455,0.043890255993558336,0.3567461901518309,7.798207860605717,0.03222405316314615,0.1157015122389504,0.020900102019430763,0.6432538098481692,0.8337773867911152,0.12787153209575125,0.33873712294705144,정보통신업
669,(주)케이씨피드,25880,17-Dec,68.28,8.47,-0.72,6.26,10.63,34.88,2.71,0.16,40.81,4.73,9.7,11.31,0.75,5.96,-1.35,15.6,12.24,4.03,10.74,2.63,84.4,79.99,136.76,698.42,118.3,13.95,47.66,1.58,6.38,51.18814781468628,794.7546253294342,79688312,0.027147948180259687,0.44440644004562246,8.023298471828603,0.0637683934939947,0.180830404528324,0.021023542809490977,0.5555935599543775,0.4811557880625691,0.11996558541734452,0.3934621505220992,제조업
670,(주)케이아이엔엑스,93320,17-Dec,10.44,14.23,8.35,21.5,155.55,0.0,999999999.0,-1.3,260.15,15.58,19.38,41.82,0.75,10.61,7.0,47.55,11.75,6.52,0.0,4.54,52.45,11.13,646.47,2324.11,646.47,51.35,272.82,8.04,10.72,17.3379358531809,6.237939705316667,47286324,0.14583115159611626,0.10013533157568862,7.814748424058992,0.10719783791657551,0.2563674687513941,0.0,0.8998646684243113,0.39252208249524106,0.2819218512312355,0.7145075026313197,정보통신업
