회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
(주)잉크테크,49550,19-Dec,128.39,-4.8,-1.25,0,-1.17,-0.96,39.94,-0.65,3.23,25.08,-0.64,7.11,13.4,0.54,-4.65,6.74,29.42,-7.52,4.65,3.37,1,70.58,200.54,73.65,432.93,35,-11.26,5.74,0.83,0,-2.6
(주)자비스,254120,19-Dec,57.83,-42.92,0,0,1.05,1.3,25.01,-1.08,1.84,-171.43,0.61,9.14,-15.98,0.59,0,0,27.8,-48.19,7.98,2.69,6.29,72.2,90.13,216.4,805.51,144.61,35.41,113.18,1.24,0,-25.18
(주)자연과환경,43910,19-Dec,58.93,-8.46,45.25,0,-0.19,-0.21,17.99,1.54,1.21,15.84,-0.08,1.46,5.95,0.52,59.03,27.72,18.84,-6.6,4.41,11.23,1.31,81.16,63.86,151.78,162.34,141.32,18.62,58.34,1.36,45.67,-4.41
(주)장원테크,174880,19-Dec,136.76,-5.27,62.99,-154.37,9.32,8.81,51.43,-1.99,0.8,52.25,5.29,30.37,15.96,0.7,-8.33,-19.8,8.44,-7.53,9.01,9.99,1.82,91.56,150.23,41.09,2073.07,32.68,-32.2,14.4,1.38,-133.76,-3.7
(주)전우정밀,120780,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)정다운,208140,19-Dec,105,0.72,11.18,-90.39,5.38,9.36,46.45,1.56,1.22,46.4,5.5,61.29,23.01,1.08,-22.43,19.28,14.83,1.79,15.08,12.98,2.46,85.17,142.42,85.22,2424.59,67.04,-6.4,5.82,1.89,-74.74,0.77
(주)정상제이엘에스,40420,19-Dec,31.39,8.2,28.37,115.23,14.36,28.69,22.9,28.38,0.26,49.49,12.12,11.04,33.94,0.95,1.82,7.44,27.98,12.2,17.05,20.31,1.46,72.02,73.19,91.65,754.48,64.17,-1.51,17.48,2.62,23.03,7.79
(주)정원엔시스,45510,19-Dec,125.23,0.47,16.94,-80.94,0.39,1.26,9.8,4.76,0.12,79.2,0.72,10.51,13.78,2,24.19,14.47,6.42,2.08,5.3,12.97,10.65,93.58,135.08,139.39,240.06,109.85,20.98,3.85,3.69,-29.25,0.94
(주)제낙스,65620,19-Dec,1470.64,-297.22,-10.98,0,-167.98,-25.96,85.69,-4.24,12.22,-23.66,-24.41,0.32,-11.87,0.14,22.8,-30.38,-22.57,-200.15,2.38,5.12,0.3,122.57,1575.77,20.16,13.25,16.85,-70.07,9.77,0.17,0,-40.68
(주)제넥신,95700,19-Dec,7.62,-146.06,-4.44,0,-272.61,-50.29,10.99,-9.71,6.8,-33.79,-8.6,0.97,-2.02,0.03,-46.02,-12.25,65.94,-5.35,5.37,0,0.23,34.06,20.64,423.26,2499.1,423.26,20.43,84.16,0.2,0,-4.5
(주)제넨바이오,72520,19-Dec,232.93,-212.78,23.6,0,-29.88,-9.96,44.76,-4.43,5.19,-341.04,-7.29,3.1,-32.73,0.27,53.92,211.9,2.11,-154.82,5.49,23.12,0.65,97.89,273.3,65.12,321.95,63.35,-21.76,35.98,0.42,0,-57.4
(주)제노레이,122310,19-Dec,26.25,20.34,34.36,39.78,13.48,46.34,12.08,60.31,-0.13,487.22,11.17,28.63,38.02,0.95,34.48,15.66,44.84,25.33,5.53,3.78,13.23,55.16,31.77,377.19,2422.03,254.97,55.23,92.81,4.02,33.86,19.33
(주)제노포커스,187420,19-Dec,18.9,-36.96,28.25,0,4.67,2.05,31.2,-11.55,0.44,6.54,0.77,1.36,2.4,0.19,82.71,29.72,24.73,-10.25,2.92,6.23,0.4,75.27,60.85,293.11,471.56,267.38,22.69,123.19,0.7,0,-6.88
(주)제닉,123330,19-Dec,113.1,-22.88,-20.68,0,-7.2,-12.14,44.97,-3.87,1.74,21.47,-6.47,14.93,10.45,0.8,-19.24,-24.29,11.5,-36.2,6.45,4.92,1.61,88.5,114.26,88.37,775.42,64.36,-6.14,29.53,1.6,0,-18.19
(주)제로투세븐,159580,19-Dec,61.83,4.37,-5.34,0,3.61,14.05,15.18,12.65,0.3,143.85,6.04,21.32,25.33,1.63,-21.18,21.83,42.61,13.7,10.49,5.08,9.69,57.39,75.42,156.58,727,72.3,19.94,21.29,3.37,0,7.1
(주)제우스,79370,19-Dec,58.21,4.38,-5.23,-54.58,-0.29,-0.61,22.21,10.07,0.26,73.74,-0.24,62.31,19.15,0.83,-11.74,-28.68,25.31,6.43,4.86,2.69,3.08,74.69,66.66,184.67,4311.9,99.11,29.57,31.04,1.9,-54.65,3.62
(주)제이브이엠,54950,19-Dec,43.94,5.27,1.91,-28.91,17.46,34.05,10.69,66.94,-0.61,64,10.68,34.8,19.76,0.62,8.4,6.28,35.53,4.7,4.08,4.62,1.93,64.47,45.71,150.19,3904.95,104.28,15.13,5.41,2,-21.32,3.25
(주)제이스텍,90470,19-Dec,17.75,0.83,6.6,-80.56,-17.91,-97.91,9.16,2.54,0.07,48.02,-14.88,17.39,22.21,0.86,-1.95,0.53,13.85,1.21,3.72,20.54,1.73,86.15,17.92,268.84,1780.81,257.1,25.41,40.26,6.94,-93.63,0.71
(주)제이시스메디칼,287410,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)제이앤티씨,204270,19-Dec,33.92,22.71,22.84,211.91,26.08,66.57,19.21,57.72,0.51,80.33,22.7,14.9,36.15,0.96,52.02,68.36,31.44,35.27,8.44,8.56,1.84,68.56,51.76,199.17,1127.61,158.83,22.17,104.18,2.51,274.45,21.79
(주)제이에스티나,26040,19-Dec,76.64,-34.78,-28.83,-13831.48,4.14,10.84,33.43,-82.26,0,-12.43,4.85,11.07,-2.48,0.97,-42.93,-24.51,55.54,-57.29,5.78,4.58,3.07,44.46,81.03,117.3,521.67,71.55,7.32,8.97,2.39,0,-33.91
(주)제이엘케이,322510,19-Dec,2,-4637.28,0,0,-2798.2,-267.89,0.73,-205.29,-1.63,-352.53,-16.6,0.15,-5.18,0.01,0,0,75.39,-29.32,2.8,13.46,0.4,24.61,6.6,5051.88,2432.44,5049.53,92.77,2209.6,0.1,0,-27.51
(주)제이와이피엔터테인먼트,35900,19-Dec,26.58,20.09,30.44,31.27,23.59,80.61,1.04,884.29,-1.23,175.72,17.64,8.68,32.73,0.85,40.75,24.53,48.94,21.91,11.62,143.08,4.13,51.06,28.02,269.43,885.63,267.83,35.18,89.59,4.04,51.17,17.01
(주)제이웨이,58420,19-Dec,58.53,-26.65,-1.96,0,-2.93,-4.03,27.27,-4.13,1.61,64.73,-1.59,1.25,12.42,0.54,30.39,-12.93,15.98,-26.42,4.67,17.58,2.82,84.02,64.81,162.69,123.75,154.61,22.26,46.27,1.17,0,-14.28
(주)제이티,89790,19-Dec,101.95,8.94,0,0,20.11,28.1,24.14,12.27,0.38,104.68,14.94,8.22,22.33,0.74,0,0,27.37,14.19,4.94,3.89,3.4,72.63,113.61,140.17,517.64,100.1,19.17,66.1,1.4,0,6.64
(주)제일바이오,52670,19-Dec,9.06,8.89,7.17,96.4,14.38,109.08,0.31,440.39,-1.18,106.07,9.54,3.06,16.27,0.69,22.48,-17.34,21.22,6.67,8.45,3.37,4.23,78.78,9.58,981.16,421.57,728.38,72.83,193.75,8.1,-62.93,6.1
(주)제일테크노스,38010,19-Dec,95.72,2.57,-0.66,-21.09,11.4,22.99,21.08,3.54,0.74,36.44,11.96,37.12,18.83,1.05,7.32,3.89,11.62,5.58,8.23,5.45,1.92,88.38,108.48,88.97,1690.86,43.26,-5.07,8.07,1.98,-45.1,2.69
(주)제주반도체,80220,19-Dec,115.96,-3,-0.82,-145.1,-7.26,-8.75,31.74,1.15,2.7,350.19,-5.25,11.22,7.68,0.72,5.97,9,17.23,-6.63,5.21,2.08,34.28,82.77,149.71,163.93,481,91.8,29.69,47.76,1.22,-51.96,-2.16
(주)제테마,216080,19-Dec,66.66,-110.71,21.45,0,-52.75,-24.75,27.7,999999999,-0.46,-98.85,-11.26,4.86,-15.44,0.23,1.82,18.67,46.07,0,3.12,5.82,0.42,53.93,83.53,98.47,836.01,89.56,-0.56,13.4,0.31,0,-25.93
(주)젬백스&카엘,82270,19-Dec,67.28,-215.88,-5.45,0,-1.13,-0.71,8.94,-1.77,2.4,-701.64,-0.3,2.31,-45,0.25,3.4,-9.69,34.33,-88.24,6.11,8.37,3.56,65.67,71.85,173.46,493.47,165.86,28.76,86.64,0.67,0,-54.86
(주)젬백스링크,64800,19-Dec,38,3.54,-0.67,0,-1.04,-1.8,23.53,2.34,1.95,149.27,-0.53,14.22,9.93,0.5,-10.1,79.69,31.47,2.76,10.58,4.56,8.9,68.53,41.54,117.06,1839.3,69.09,4.58,9.37,1.43,0,1.79
(주)조이시티,67000,19-Dec,139.95,-1.84,17.7,0,-3.55,-9.16,32.98,50.35,-0.11,2319.11,-5.63,17.51,35.94,1.72,1.14,18.24,0,-4.91,11.55,0,103.87,0,159.5,111.82,437.11,111.82,6.38,29.41,3.01,0,-3.16
(주)좋은사람들,33340,19-Dec,28.19,-8.19,7.17,-386.87,-5.54,-21.12,16.4,-14.12,0.17,88.28,-6.36,8.47,18.87,1.19,-8.9,-1.31,48.65,-12.65,7.61,2.81,7.71,51.35,43.1,347.27,515.14,135.68,48.7,9.56,5.16,-462.98,-9.74
(주)중앙디앤엠,51980,19-Dec,38.79,-81.29,57.17,0,-30.19,-28.11,23.04,-21.53,1.48,-28.16,-8.45,0.54,-9.07,0.34,110.32,-12.95,-23.45,-41.23,3.25,2.3,0.93,123.45,42.95,235.02,104.5,194.12,36.64,20.19,1.05,0,-27.8
(주)중앙백신연구소,72020,19-Dec,8.52,5.64,-0.18,-46.32,21.29,68.67,4.48,20.73,-1.26,38.5,7.25,6.61,14.88,0.34,-10.52,-0.75,42.4,2.16,13.87,2.08,0.71,57.6,11.81,575.52,1734.28,365.27,36.24,182.07,3,-22.59,1.92
(주)중앙에너비스,440,19-Dec,31.8,0.94,0,0,1.5,5.98,17.93,1.55,0.63,18.94,1.6,21.1,14.47,1.07,0,0,17.93,1.36,30.05,33.55,1.4,82.07,36.46,32.58,1449.27,18.94,-15.71,1.15,3.99,0,1
(주)지노믹트리,228760,19-Dec,1.35,-3645.77,0,0,-3112.94,-178.75,1.06,999999999,-31.2,-181.32,-7.71,0.03,-8.51,0,0,0,-160.16,-9.36,6.96,1.06,0.04,260.16,4.51,6971.65,1089.95,6953.44,88.45,2930.5,0.06,0,-9.03
(주)지니뮤직,43610,19-Dec,46.64,3.17,5.35,23.18,1.36,3.86,3.18,27.35,-0.3,650.06,1.34,7.93,12.43,1.01,8.58,34.59,28.39,4.91,4.22,708.24,57.28,71.61,53.18,205.6,525.46,205.16,32.15,35.61,2.92,17.97,3.21
(주)지니틱스,303030,19-Dec,40.79,0.81,0,0,10.39,40.33,12.2,39.7,0.04,107.38,13.35,16.22,12.39,1.29,0,0,29.12,1.56,8.42,10.86,11.14,70.88,49.46,271.56,844.47,228.2,46.82,71.73,3.88,0,1.04
(주)지란지교시큐리티,208350,19-Dec,25.34,7.41,11.89,81.98,9.33,25.58,8.79,20.38,-0.54,225.19,5.76,14.28,33.45,0.65,0.72,13.12,38.6,8.21,3.67,0,6.32,61.4,29.09,266.12,1051.09,266.12,32.6,81.51,3.2,23.11,4.84
(주)지씨셀,144510,19-Dec,27,-3.86,0,0,0.39,1.1,10.71,-13.24,-0.85,171.12,0.33,10.97,32.94,0.85,0,0,24.88,-5.17,8.41,51.79,4.42,75.12,42.21,176.96,834.74,168.3,14.61,105.19,2.87,0,-3.28
(주)지어소프트,51160,19-Dec,237.25,-0.93,51.88,-272.66,3.92,18.6,26.37,-0.25,0.16,187.64,14.5,22.24,64.44,4.46,16.93,21.29,24.58,-19.38,15.48,49.8,18.28,75.42,353.86,86.27,114.34,71.07,-7.18,20.43,6.05,-111.05,-4.14
(주)지에스이,53050,19-Dec,59.38,3.15,3.78,-26.01,10.58,16,12.15,12.58,0.3,15.05,9.05,8.91,11.42,0.87,0.39,2.11,17.7,6.34,7.14,643.87,1.14,82.3,130.38,83.96,451.72,83.5,-4.13,8.12,1.54,-23.9,2.75
(주)지에스홈쇼핑,28150,19-Dec,24.59,8.92,3.86,-18.23,5.66,23.25,0.21,1310.42,-1.07,128.16,4.82,37.5,21.34,0.87,-8.51,11.41,65.66,9.81,78.82,32.93,4.69,34.34,26.13,237.93,3493.17,221.71,26.89,54.17,4.08,-11.48,7.73
(주)지엔씨에너지,119850,19-Dec,51.15,4.83,11.96,-1.54,2.87,9.79,13.16,17.95,0.12,58.69,3.4,20.29,15.81,1.25,15.57,33.55,10.52,8.65,5.4,11.61,4.36,89.48,53.11,184.86,970.95,146.84,28.35,25.84,3.59,39,6.03
(주)지엔코,65060,19-Dec,63.41,-13.86,-11.02,0,-16.63,-25.76,31.97,-1.46,3.16,40.51,-10.45,3.18,4.77,0.59,-9.67,6.49,50.38,-22.72,14.68,3.42,5,49.62,68.26,126.94,186.33,80.08,10.15,6.25,1.48,0,-8.2
(주)지유온,111820,19-Dec,3031.42,-232.37,-8.06,0,228.81,39.04,26.72,-11.06,0.97,-43.62,38.52,0.41,-10.75,0.16,-4.2,-68.61,74.53,-606.38,0.93,0,0.68,25.47,7450,168.28,3.23,168.28,27.41,46.83,0.17,0,-37.47
(주)지티지웰니스,219750,19-Dec,118.95,-16.99,39.48,0,-13.53,-15.85,48.37,-5.36,2.28,177.03,-10.14,6.52,12.25,0.87,-1.31,40.76,46.97,-30.05,5.28,2.99,2.94,53.03,177.7,113.67,236.25,52.35,5.86,5.72,1.72,0,-14.83
(주)진로발효,18120,19-Dec,10.3,16.12,-21.39,0.48,18.56,140.44,0.76,480.75,-1.63,101.77,18.02,23.52,27.3,0.85,-30.19,1.7,22.1,15.81,5.11,7.25,3.57,77.9,14.72,674.16,2217.99,524.29,51.56,77.01,6.73,-0.2,13.78
(주)진매트릭스,109820,19-Dec,78.98,-23.23,-6.46,0,-48.66,-18.61,38.39,-4.11,4.01,37.09,-8.64,0.59,7.97,0.17,-13.08,38.76,35.39,-8.91,2.42,5.79,0.85,64.61,86.6,130.91,165.21,118.77,13.08,49.67,0.31,0,-3.98
(주)진바이오텍,86060,19-Dec,22.94,-0.05,-6.46,-68.44,2.81,6.65,25.5,1,0.7,55.49,2.41,13.53,13.79,0.83,-8.87,-7.27,16.65,1.78,7.13,6.1,3.18,83.35,56.78,441.19,1090.03,333.17,49.93,56.57,2.24,-86.58,-0.04
(주)진성티이씨,36890,19-Dec,82.49,6.19,10.23,1.45,3.16,8.28,26.49,10.37,0.83,81.68,4.08,31.63,26.64,1.35,6.44,0.25,17.63,16.91,4.68,5.82,4.1,82.37,97.27,149.03,1242.51,92.69,20.5,25.87,2.68,6.96,8.38
(주)차바이오텍,85660,19-Dec,32.4,9.8,22.73,90.14,9.36,10.07,19.24,0.51,1.06,85.14,4.3,20.37,15.8,0.51,9.84,9.42,33.69,13.17,7.53,34.37,1.74,66.31,74.53,235.82,1437.42,227.57,25.22,54.36,1.2,-69.3,4.96
(주)창해에탄올,4650,19-Dec,47.33,5.75,-47.17,475.52,9.11,25.75,28.05,2.1,1.46,128.73,8.83,40.75,28.26,0.67,-60.66,-4.13,21.8,18.58,5.54,6.36,1.99,78.2,52.24,83.53,2706.03,62.27,-5.12,11.3,1.37,-15.11,3.86
(주)천보,278280,19-Dec,11.09,17.04,74.58,1.81,16.59,91.12,5.1,61.35,-1.07,65.71,9.54,29.91,17.85,0.73,113.06,12.68,21.52,14.49,5.91,4.97,1.97,78.48,11.7,656.18,4161.99,535,55.22,29.85,5.23,0.57,12.46
(주)체리부로,66360,19-Dec,142.31,-6.82,4.51,0,-0.1,-0.17,51.76,-3,1.39,17.38,-0.11,21.63,11.7,1.1,-12.76,2.61,5.72,-21.23,19.37,11.67,1.63,94.28,192.42,46.76,644.97,27.47,-25.91,1.29,1.71,0,-7.5
(주)초록뱀미디어,47820,19-Dec,72.94,16.99,10.29,0,-10.31,-6.23,27.57,0.67,-0.29,1274.1,-2.68,1.21,5.77,0.27,-49.53,-24.03,11.23,8.35,7.02,0,1.54,88.77,75.48,41.67,253.81,41.67,-24.24,15.29,0.61,9.25,4.64
(주)초록뱀컴퍼니,52300,19-Dec,24.28,-98.26,-7.42,0,-10.78,-3.5,26.55,-0.96,14.9,-179.16,-1.36,1.18,-8.79,0.12,-3.41,-65.34,8.81,-20.04,2.47,302.08,2.53,91.19,63.77,81.75,504.65,81.54,-2.7,3.9,0.3,0,-11.96
(주)칩스앤미디어,94360,19-Dec,9.95,28,12.56,71.12,18.02,77.26,0.14,999999999,-3.68,1143.73,8.12,4.19,23.13,0.48,11.65,14.14,0,14.91,2.78,0,28.16,0,11.74,833.87,833.31,833.87,65.32,83.91,4.56,77.7,13.35
(주)카나리아바이오,16790,19-Dec,57.41,2.75,3.54,0,-9.02,-28.09,27.47,6.06,0.53,57.1,-10.94,38.43,11.18,1.23,4.41,12.73,15.34,5.58,2.26,8.25,6.25,84.66,63.78,219.46,1933.36,171.93,41.87,5.38,3.15,378.51,3.39
(주)카스,16920,19-Dec,171.8,2.18,5.36,15.07,0.17,0.26,39.49,1.63,1.57,97.74,0.18,12.39,27.83,1.08,-1.95,-2.99,28.63,7.11,3.42,6.48,3.67,71.37,205.6,96.98,378.57,66.44,-1.69,5.62,1.61,-50.27,2.34
(주)카이노스메드,284620,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)캐리소프트,317530,19-Dec,11.4,-20.12,73.17,0,-7.87,-22.62,12.87,-4.23,2.85,26.06,-3.62,3.36,10.51,0.58,145.68,-2.45,0,-19.45,7.12,15.65,1.19,0,19.06,455.77,525.06,412.16,34.07,96.57,1.47,0,-11.74
(주)캐스텍코리아,71850,19-Dec,122.8,-3.02,0.9,-635.92,4.46,4.95,44.81,-0.43,2.23,29.53,2.89,22.94,14.72,0.65,-2.75,-8.5,6.9,-4.63,2.93,4.6,1.23,93.1,140.71,82.02,1469.21,56.06,-9.17,3.99,1.13,-138.85,-1.96
(주)캠시스,50110,19-Dec,201.06,0.61,33.81,-82.1,5.95,13.57,25.18,3.29,0.51,55.03,9.42,22.43,15.31,1.81,36.98,25.77,8.56,2.1,12.52,7.33,6.56,91.44,227.14,103.44,313.15,57.92,2.11,27.79,2.63,-0.02,1.11
(주)컴투스,78340,19-Dec,7.64,23.35,10.52,-13.72,27.54,162.47,0.87,439.29,-5.22,1491.23,12.86,72.95,21.57,0.49,-1.09,-2.59,85.32,12.68,9.25,0,53.67,14.68,8.59,1082.25,14295.67,1082.25,69.14,50.46,6.5,-14.11,11.45
(주)컴투스홀딩스,63080,19-Dec,29.59,9.86,12.77,0,-11.35,-9.42,26.02,-6.02,1.86,560.37,-3.41,36.35,17.51,0.32,-5.97,6.54,56,5.54,12.74,0,6,44,56.7,47.11,7619.51,47.11,-9.99,17.32,0.94,0,3.14
(주)케스피온,79190,19-Dec,49.74,0.39,-43.22,0,4.25,13.23,21.38,1.24,1.23,45.87,5.26,3.86,27.89,0.9,-70.24,-21.67,26.22,1.07,5.44,15.89,2.08,73.78,66.06,107.77,189.72,85.53,2.33,27.77,1.59,-67.7,0.35
(주)케어랩스,263700,19-Dec,64.74,0.78,2.01,-83.61,5.89,6.74,37.81,1.9,1.8,83.23,3.16,21.69,14.69,0.54,-7.01,25.6,0,0.96,13.68,175.05,3.21,0,88.39,108.83,1937.73,107.44,3.04,41.34,1.14,-28.71,0.42
(주)케어젠,214370,19-Dec,4.17,43.31,5.9,70.22,48.56,209.87,0,999999999,-4.42,147.97,13.55,12.04,21.13,0.29,6.89,26.34,82.99,13.31,27.57,11.76,1.69,17.01,6.9,1962.81,4040.01,1902.57,72.64,239.91,4.43,79.17,12.43
(주)케이비지,318000,19-Dec,7.33,-7.58,42.2,0,13.6,101.91,0.16,25.79,0.21,22.48,8.95,13.59,6.82,0.77,56.87,12.73,28.22,-7.66,4.12,4.98,2.39,71.78,9.62,966.94,1579.69,765.01,57.98,108.19,3.28,5,-5.86
(주)케이사인,192250,19-Dec,9.65,14.02,-4.97,0,23.33,56.61,8.9,13.48,-1.68,703.78,9.07,4.02,15.82,0.38,-10.07,9.55,0,7,5.78,279.8,11.44,0,19.07,813.67,841.45,811.35,57.82,257.22,1.79,170.23,5.31
(주)케이씨씨건설,21320,19-Dec,131.64,1.72,7.27,17.09,2.09,5.19,22.95,9.7,-0.09,5982.66,3.31,15.35,13.4,1.64,12.23,54.43,7.43,7.72,12.95,11.46,708.69,92.57,175.26,162.17,352.84,144.42,29.73,60.03,2.57,23.19,2.81
(주)케이씨아이,36670,19-Dec,20.23,16.39,19.08,28.61,15.39,81.21,5.27,145.34,-0.03,73.83,13.69,12.36,31.93,0.97,19.87,14.94,33.85,18.93,5.91,4.16,2.2,66.15,20.28,321.36,1155.07,188.91,37.23,74.29,5.95,28.05,15.85
(주)케이씨에스,115500,19-Dec,69.48,7.16,14.09,5.78,9.44,25.15,0.39,626.29,-0.63,207.03,10.5,6.59,23.77,1.19,33.84,18.63,17.78,14.1,5.4,19.39,9.82,82.22,71.68,210.76,344.88,190.6,44.82,74.96,2.98,8.43,8.49
(주)케이씨티,89150,19-Dec,43.28,4.29,-9.04,-30.53,5.72,5.33,20.93,2.53,2.32,298.66,1.96,2.34,9.03,0.33,-35.71,-34.79,22.92,2.26,18.85,5.57,10.9,77.08,58.41,40.69,430.23,29.44,-16.21,8.29,0.86,-34.75,1.4
(주)케이씨피드,25880,19-Dec,75.01,-10.1,-3.53,-747.9,-2,-2.62,41.19,-1.38,-0.37,5.33,-1.27,7.69,1.28,0.62,1.37,0.9,14.44,-11.61,3.42,5.64,2.39,85.56,93.48,131.92,624.81,101.81,12.37,35.05,1.36,-575.42,-6.29
(주)케이아이엔엑스,93320,19-Dec,15.31,24.25,35.9,23.27,29.58,94.15,13.36,49.74,-0.31,203.1,18.23,26.49,40.89,0.71,19.11,14.8,47.74,20.1,7.76,0,2.96,52.26,24.02,427.05,3343.88,427.05,40.38,121.57,4.78,25.09,17.22
(주)케이에스피,73010,19-Dec,77.28,5.59,8.97,0,-2.3,-3.15,38.47,4.2,1.52,24.31,-1.53,1.62,12.9,0.69,21.82,75.06,12.15,7.47,7.78,2.87,1.23,87.85,94.29,115.7,125.85,53.28,6.25,23.37,1.44,0,3.87
(주)케이에이치바텍,60720,19-Dec,44.07,-5.69,-5.09,0,-0.5,-1.03,20.95,1.88,1.5,49.48,-0.36,18.74,22.52,0.7,-12.96,-0.17,13.91,-6.36,9.15,8.75,1.39,86.09,53.62,151.58,1604.36,121.62,14.8,21.02,1.82,0,-3.98
(주)케이엑스이노베이션,122450,19-Dec,28.31,9.53,4.45,-63.92,14.8,14.97,19.06,7.16,2.04,24.49,5.11,22.96,16.68,0.35,9.78,33.97,42.5,7.13,8.41,28.97,0.51,57.5,51.77,101.52,1933.77,92.78,0.28,41.95,1.02,29.6,3.36
(주)케이엑스하이텍,52900,19-Dec,14.27,3.77,-2.01,-51.83,10.59,53,4.47,29.14,0.18,92.04,8.28,2.51,23.17,0.77,23.26,-3.42,23.2,3.45,7.21,11.12,3.03,76.8,18.51,314.76,271.53,257.33,25.87,94.45,5.1,25.25,2.91
(주)케이엔더블유,105330,19-Dec,83.81,-6.76,-3.28,-1147.21,1.07,2.97,23.12,-5.97,0.5,34.14,1.49,32.84,12.88,1.36,-6.34,-23.84,9.97,-17.21,4.49,7.68,3.82,90.03,100.14,143.21,1184.18,104.04,18.09,13.96,2.93,-504.76,-9.22
(주)케이엔엔,58400,19-Dec,5.72,11.43,1.58,3.09,17.26,88.68,0.14,352.25,-2.48,56.38,5.84,1.07,17.85,0.34,6.18,10.93,39.16,4.17,5.14,0,1.01,60.84,7.05,514.03,295.8,514.03,22.12,104.06,4.78,-4.61,3.9
(주)케이엔제이,272110,19-Dec,85.72,7.89,10.61,161.55,-3.78,-6.71,35.63,2.67,1.16,133.87,-3.64,20.03,25.65,1.01,1.79,10.18,19.71,26.22,6.91,3.98,3.42,80.29,118.39,124.98,853.42,78.63,9.81,22.66,1.45,319.18,7.97
(주)케이엘넷,39420,19-Dec,14.8,9.9,6.92,94.16,11.91,54.56,4.27,57.57,-0.38,148.06,10.23,3.19,45.51,0.89,14,-8.59,30.7,10.41,17.66,855.93,2.76,69.3,23.07,284.61,300.26,284.61,22.2,84.2,5.15,1.16,8.78
(주)케이엠,83550,19-Dec,45.93,5.01,13.86,45.09,3.93,10.5,20.09,12.09,0.26,75.55,3.79,25.33,26.08,1.03,8.32,7.82,18.83,8.15,6.74,4.87,2.83,81.17,56.59,186.87,1651.41,115.96,25.48,38.92,2.98,39.06,5.15
(주)케이엠더블유,32500,19-Dec,82.68,15.03,56.14,0,-3,-9.75,23.15,24.1,0.88,214.23,-4.8,46.59,47.26,1.95,80.98,130.49,31.9,67.76,5.94,10.85,7.35,68.1,96.99,174.79,1088.79,133.73,31.39,27.64,3.44,0,29.31
(주)케이지모빌리언스,46440,19-Dec,83.71,9.16,-5.35,41.8,25.45,22.94,35.47,7.96,1.81,144.79,10.85,12.85,13.78,0.41,-6.9,-5.3,47.9,8.18,8.72,887.24,3.65,52.1,89.8,155.43,1508.16,155.31,24.45,46.23,0.83,57.38,3.8
(주)케이지이니시스,35600,19-Dec,180.54,6.28,37.08,41.85,13.94,14.86,28.14,8.06,0.62,142.66,10.43,68.53,15.97,0.87,4.52,3.4,37.36,21.61,24.79,312.51,8.31,62.64,235.68,82.12,1787.43,81.7,-9.62,37.12,1.28,42.56,5.43
(주)케이티서브마린,60370,19-Dec,12.16,0.88,-7.47,0,15.41,46.06,3.23,2.6,0.59,24.07,7.03,2.52,19.26,0.44,15.76,-9.97,11.53,0.47,5.44,42.67,0.53,88.47,18,169.9,468.02,155.55,7.21,42.15,2.4,0,0.39
(주)케이티알파,36030,19-Dec,30.42,0.44,2.58,61.8,15.62,67.35,3.8,26.04,-0.27,325.44,18,9.02,25.73,1.17,-28.21,15.57,7.49,0.69,8.49,69.57,14.32,92.51,36.46,185.47,574.13,180.9,19.05,59.39,4.58,92.83,0.52
(주)케이프,64820,19-Dec,24.68,2.34,-12.14,177.16,-27.88,-5.58,7.01,2.47,1.89,79.18,-5.03,27.11,3.83,0.17,18.84,38.03,24.8,4.49,53.77,31.08,3.8,75.2,912.72,90.43,1160.18,64.07,-0.23,41.66,0.19,15.35,0.4
(주)케이피에스,256940,19-Dec,27.07,-2.44,1.11,-105.09,5.79,9.83,14.48,-14.75,0.04,70.62,2.12,6.63,18.53,0.37,4.45,-65.07,25.23,-1.13,3.78,4.13,1.35,74.77,27.57,324.33,1413.92,282.59,47.6,53.69,1.81,-111.87,-0.9
